idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
cross the line,behave in a way that is not acceptable,He crossed the line when it came to showing disrespect,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 18.134, 'AssignmentId': '3483FV8BEUZIZR2JRRS7DM68XMA62M', 'HITId': '3HXK2V1N5ZVH90TVC2WS0TN7DCYG26', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.08, 'AssignmentId': '3OS4RQUCRPV86XVQBDOM8LMPKRQBFW', 'HITId': '3HXK2V1N5ZVH90TVC2WS0TN7DCYG26', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 27.454, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8IDNQR', 'HITId': '3HXK2V1N5ZVH90TVC2WS0TN7DCYG26', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cross the line,behave in a way that is not acceptable,He crossed the line as he stepped into the wrong side of the street,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 21.578, 'AssignmentId': '3J88R45B2WERADNLUCC99CRL67VPXV', 'HITId': '3X4Q1O9UCW2CNE7Z6XQV1TDHFF7O7F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 36.812, 'AssignmentId': '3OWEPKL08PSXSD5HWKVJBO924ZEN71', 'HITId': '3X4Q1O9UCW2CNE7Z6XQV1TDHFF7O7F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 30.149, 'AssignmentId': '3OCHAWUVG40QZMQ5HK71DV5MCXPKXP', 'HITId': '3X4Q1O9UCW2CNE7Z6XQV1TDHFF7O7F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,2,1,1,False,False
cross the line,behave in a way that is not acceptable,He crossed the line,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 29.089, 'AssignmentId': '3KAKFY4PGAINDTT3XSF1TZ15DYY3IW', 'HITId': '304QEQWK040Y537FLY5MME3U711O0F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 20.406, 'AssignmentId': '3ERMJ6L4DE8RAVKHKJGJY9K2Z94M70', 'HITId': '304QEQWK040Y537FLY5MME3U711O0F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 31.495, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJXXOFMY', 'HITId': '304QEQWK040Y537FLY5MME3U711O0F', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
crowning glory,The greatest or most beautiful thing,Her crowning glory shone brightly as she achieved success in her career,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 120, 'AssignmentId': '30JNVC0ORP0FOZOLPL9C6VT1M5CHQI', 'HITId': '3IKDQS3DRTG839RSZJL1XI994GXCIX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 329, 'AssignmentId': '33JKGHPFYSAGDGC40QX8U66SYGNNM9', 'HITId': '3IKDQS3DRTG839RSZJL1XI994GXCIX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 579, 'AssignmentId': '3IO1LGZLKPDTL6487818NDJBJLA68V', 'HITId': '3IKDQS3DRTG839RSZJL1XI994GXCIX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
crowning glory,The greatest or most beautiful thing,Her crowning glory shone brightly as she wore a sparkling tiara,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.486, 'AssignmentId': '37M28K1J06TJSPCUOPFBS8UBWNGJAL', 'HITId': '31GN6YMHM486BL0TLMFGDEMZ5VJSWI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.265, 'AssignmentId': '3PQMUDRV77M23WBMIVMOX53UWGVIIB', 'HITId': '31GN6YMHM486BL0TLMFGDEMZ5VJSWI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.96, 'AssignmentId': '3HMIGG0U41MV4QEEDRW06434J3OY8P', 'HITId': '31GN6YMHM486BL0TLMFGDEMZ5VJSWI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,2,1,1,False,False
crowning glory,The greatest or most beautiful thing,Her crowning glory shone brightly,2,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 44.066, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UOUTM2X', 'HITId': '3EHIMLB7GMF6VBQVCPNBVKCBED0H88', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 60.112, 'AssignmentId': '3L70J4KAZW26P3C2ETT0PAZYQWPDAS', 'HITId': '3OKP4QVBQHD6E3OZPHP76B65P0QGAD', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 36.8, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CRSN6BO', 'HITId': '3OKP4QVBQHD6E3OZPHP76B65P0QGAD', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,2,0,2,False,False
crush,feel love-sick for someone.,"I have a crush on him, I feel butterflies in my stomach when I'm around him",0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.551, 'AssignmentId': '3LWJHTCVCS2VA3XFUVLC3AHO7YLFQL', 'HITId': '304QEQWK040Y537FLY5MME3U7120OS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 30.69, 'AssignmentId': '3GGAI1SQEBEXMCFDB0OUEVCG0KWCMK', 'HITId': '304QEQWK040Y537FLY5MME3U7120OS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 46.326, 'AssignmentId': '3EWIJTFFV4NFGWSKIM7R6M56IT7E03', 'HITId': '304QEQWK040Y537FLY5MME3U7120OS', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
crush,feel love-sick for someone.,"I have a crush on him, I literally want to crush him in a hug when I see him",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 270, 'AssignmentId': '3YMU66OBI3OOBAU7MP40CHPZGEGGHR', 'HITId': '36FFXPMSUO49G3DBJ6C7S62BTHOOH0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 196, 'AssignmentId': '3NC5L260M42SPRKZFIT8E5MORLRFOC', 'HITId': '36FFXPMSUO49G3DBJ6C7S62BTHOOH0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 303, 'AssignmentId': '3TEM0PF1QLDAOQEKMRW704NLH5Y0DZ', 'HITId': '36FFXPMSUO49G3DBJ6C7S62BTHOOH0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,2,1,1,False,False
crush,feel love-sick for someone.,I have a crush on him,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 41.879, 'AssignmentId': '3CTOC39K3N619NEWHM3RIHSLU8GJ7L', 'HITId': '3H4IKZHAMQYJ8EZALP77I1Z2PJBNNC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 48.945, 'AssignmentId': '34X6J5FLP9EBF5JBDLCXI89GZY7QJP', 'HITId': '3H4IKZHAMQYJ8EZALP77I1Z2PJBNNC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.379, 'AssignmentId': '3PDJHANYKLWMEH51ACVE0QCAM5SH6F', 'HITId': '3H4IKZHAMQYJ8EZALP77I1Z2PJBNNC', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
cry over spilt milk,to be upset about things that have already been done,Don't cry over spilt milk; it's not worth wallowing in regret,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 45.641, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA1MRV8I', 'HITId': '389A2A3053YXWEACVTWVRE9DINJC07', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 50.674, 'AssignmentId': '32AT8R96G1PW619IHO5GKAXSY2QSUC', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.407, 'AssignmentId': '3WT783CTPRX13LBGKBYL0F1MNEYCBM', 'HITId': '38B7Q9C29VLQCRPOLY2LYPIWP4569M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cry over spilt milk,to be upset about things that have already been done,Don't cry over spilt milk; it's a complete waste of tears,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 254, 'AssignmentId': '3ZAK8W07IKUW5SP68MMWA4R935T0U9', 'HITId': '3M0556244707KMMTN1OUAWQTNS6FNE', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '3LJ7UR74RXT09QNYUMXC8CPSCLEN4I', 'HITId': '3M0556244707KMMTN1OUAWQTNS6FNE', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 164, 'AssignmentId': '3DIP6YHAPS8XYLXNDQK6Z1BO0FB8EN', 'HITId': '3M0556244707KMMTN1OUAWQTNS6FNE', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,1,0,0,False,True
cry over spilt milk,to be upset about things that have already been done,Don't cry over spilt milk,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 43.941, 'AssignmentId': '3RYC5T2D7J97DH19LD6HKU5X5Q9RP0', 'HITId': '3MYASTQBHMRVPZLPCNLLQQIDGRSQDI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.674, 'AssignmentId': '3RXCAC0YI75VIZTEJLAUZ4W0E7ZG8A', 'HITId': '3MYASTQBHMRVPZLPCNLLQQIDGRSQDI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 63.45, 'AssignmentId': '3VD82FOHK64LMF0POG376Z1LVKBOCB', 'HITId': '3MYASTQBHMRVPZLPCNLLQQIDGRSQDI', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,2,0,2,False,False
cry wolf,"to keep asking for help, even when you don't need it. When you really need help, no one believes you.",Don't cry wolf when there isn't an emergency,0,"{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 54.536, 'AssignmentId': '3EFVCAY5LJP591JFRRVXWHOG60BJ8E', 'HITId': '3G9UA71JWAAYM3G2QKYQTXWVGLYJ7S', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 46.303, 'AssignmentId': '39GXDJN2O9UE0WJ98G9GZ5ZA0FT8VI', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD486BW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 73.379, 'AssignmentId': '3ZAK8W07IKUW5SP68MMWA4R93A80UY', 'HITId': '3FI30CQHWZZ90K4LJIGHPVDMD486BW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cry wolf,"to keep asking for help, even when you don't need it. When you really need help, no one believes you.",Don't cry wolf when you see one in the forest,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 169, 'AssignmentId': '36V4Q8R5Z0G1GDPWGIPPY01X3RAMQV', 'HITId': '359AP8GAHV0BEPAWGSH46TJ0Q0M7CX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3TY7ZAOG5V0I2WKUE8IU4HIB1IJK0S', 'HITId': '359AP8GAHV0BEPAWGSH46TJ0Q0M7CX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 156, 'AssignmentId': '33LKR6A5KU0HC4VZ400MJDOHPNDT17', 'HITId': '359AP8GAHV0BEPAWGSH46TJ0Q0M7CX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,False
cry wolf,"to keep asking for help, even when you don't need it. When you really need help, no one believes you.",Don't cry wolf,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 551, 'AssignmentId': '3K3R2QNK8RJE1MDJ8I5P3FS269KU9C', 'HITId': '3YD0MU1NDHHNLADYWELD0YTCQXO7AI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 442, 'AssignmentId': '3NVC2EB656F93T881A14FNVT25M3Y3', 'HITId': '3YD0MU1NDHHNLADYWELD0YTCQXO7AI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 310, 'AssignmentId': '36NEMU28XVT60ALISROVQPJJRO2MW2', 'HITId': '3YD0MU1NDHHNLADYWELD0YTCQXO7AI', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,True
cup of tea,to like something,It's not my cup of tea as I don't find it enjoyable,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 104, 'AssignmentId': '3C2NJ6JBKQXQ6C8BQ8EOFXSUSB6N2I', 'HITId': '3YD0MU1NDHHNLADYWELD0YTCQX17AV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2H1QUGX0SOUMH', 'WorkTimeInSeconds': 77, 'AssignmentId': '3018Q3ZVOY60QDV7WUOKUZG25WNAR0', 'HITId': '3YD0MU1NDHHNLADYWELD0YTCQX17AV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 266, 'AssignmentId': '3DR23U6WELUGW5PBGOV1QX7BEWIETC', 'HITId': '3YD0MU1NDHHNLADYWELD0YTCQX17AV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,0,1,0,False,False
cup of tea,to like something,It's not my cup of tea as I don't like how it tastes,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 23.88, 'AssignmentId': '3EF8EXOTTHBNY1ZUS6MIH718RMGJ1O', 'HITId': '3GV1I4SEPO5LDTQXAV5B3Y9RPYM6LJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.613, 'AssignmentId': '3O7L7BFSHU5QNR90MCWXCQ523GWEIR', 'HITId': '3GV1I4SEPO5LDTQXAV5B3Y9RPYM6LJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 115.094, 'AssignmentId': '3T3IWE1XGM35T8FGPFQ1KEWPX0ZTQY', 'HITId': '3GV1I4SEPO5LDTQXAV5B3Y9RPYM6LJ', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,1,2,1,False,False
cup of tea,to like something,It's not my cup of tea,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 339, 'AssignmentId': '34Z02EIMI8TH5FAH8HWM5857KV7T04', 'HITId': '3GL25Y685IAI2QSEBUFG3O10M74XMZ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 202, 'AssignmentId': '3WRFBPLXRQ4FRU4UU8STY7XMYP63N9', 'HITId': '3GL25Y685IAI2QSEBUFG3O10M74XMZ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 66, 'AssignmentId': '31N2WW6R976332RDWK9GQ2ODWYK3F2', 'HITId': '3GL25Y685IAI2QSEBUFG3O10M74XMZ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
curiosity killed the cat,too much curiosity can lead to dangerous situations,"Her curiosity killed the cat, as she wanted to know what was happening behind closed doors",0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 269, 'AssignmentId': '3R9WASFE2FW4OVY6HR4PU3TSBTJFZB', 'HITId': '3KLL7H3EHSH46NM8KIYLNYWJPAYHV8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 189, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBX5T9GN', 'HITId': '3KLL7H3EHSH46NM8KIYLNYWJPAYHV8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 76, 'AssignmentId': '32VNZTT0ANKLOOFQNTETHWU2DMR4RJ', 'HITId': '3KLL7H3EHSH46NM8KIYLNYWJPAYHV8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,0,0,0,False,False
curiosity killed the cat,too much curiosity can lead to dangerous situations,"Her curiosity killed the cat, as she fed it some poisonous food",1,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 82, 'AssignmentId': '3TOK3KHVJ9YFAY5TXZVWQD97T1XO7E', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CA9TU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 363, 'AssignmentId': '3A0EX8ZRNO4E6OCLG3GAX6T5Q1NYBL', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CA9TU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 577, 'AssignmentId': '3HL8HNGX4LHPI4GTDTAQHFRZWQUF9V', 'HITId': '3T8DUCXY12MWEP00HBAE9ZAA9CA9TU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,False
curiosity killed the cat,too much curiosity can lead to dangerous situations,Her curiosity killed the cat,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 225, 'AssignmentId': '3KB8R4ZV1UNEKXRLMXU4Q6M1L5WGB4', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3602TV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 102, 'AssignmentId': '3KIBXJ1WDLA35DCDGTK5UIETZLXKOG', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3602TV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 344, 'AssignmentId': '32N49TQG3WYSJKCO5ETUVW55Q2ZVAD', 'HITId': '3TLFH2L6ZO4LE5F1W2VZZC2W3602TV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,0,2,2,False,False
cut and dried,ready-made,The situation is cut and dried; there's no more room for discussion,0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 152.433, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFREBVRQ', 'HITId': '3D5G8J4N6PKUBWD3KCFA1HZ705VVT0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 36.603, 'AssignmentId': '3Z2R0DQ0JXUMC6VYX9B5PAYLFRRE2N', 'HITId': '3D5G8J4N6PKUBWD3KCFA1HZ705VVT0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.489, 'AssignmentId': '3VFJCI1K4FF1048AIUGUQLR54ZMGRL', 'HITId': '3D5G8J4N6PKUBWD3KCFA1HZ705VVT0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cut and dried,ready-made,The situation is cut and dried; it was decided weeks ago,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 53.041, 'AssignmentId': '3K9FOBBF2XZW7YUJ0EWTUTR3ZJJNLA', 'HITId': '3XEDXEGFYI4FFCM0N6DTFXMLNWS0K8', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 27.731, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59X8PJXP', 'HITId': '3XEDXEGFYI4FFCM0N6DTFXMLNWS0K8', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 24.268, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52O3K8', 'HITId': '3XEDXEGFYI4FFCM0N6DTFXMLNWS0K8', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
cut and dried,ready-made,The situation is cut and dried,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 103, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510G8CU61', 'HITId': '3D5G8J4N6PKUBWD3KCFA1HZ704GTVH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 256, 'AssignmentId': '3XUHV3NRV0EQVD5N5TL98KYAQ515HX', 'HITId': '3D5G8J4N6PKUBWD3KCFA1HZ704GTVH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 70, 'AssignmentId': '3Q5ZZ9ZEV4VX224U2PR3V75BNMC58J', 'HITId': '3D5G8J4N6PKUBWD3KCFA1HZ704GTVH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
