idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
red herring,something irrelevant that distracts you from something important,It was a red herring that we used to train the dogs,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 19.224, 'AssignmentId': '31Z0PCVWU0VVNQA1TGHVKNFUTH17TN', 'HITId': '3NOEP8XAVJIONTPR3A78KSVVRDIXP0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 34.081, 'AssignmentId': '36AHBNMV17S7LLA5UZ7GSWH5UULDYA', 'HITId': '3NOEP8XAVJIONTPR3A78KSVVRDIXP0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 45.203, 'AssignmentId': '32SVAV9L3VP87BA5L4NOC1DM0QT3AS', 'HITId': '3NOEP8XAVJIONTPR3A78KSVVRDIXP0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,It was a shot in the dark,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 160.164, 'AssignmentId': '3HMVI3QICZ8DTQUTE6NLRUGW5XK1YA', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 20.758, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RBTC', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 153.235, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4D9PSDB', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
halfway house,"mid-point in recovery, treatment, or progress",She moved into the halfway house,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 160.164, 'AssignmentId': '3HMVI3QICZ8DTQUTE6NLRUGW5XK1YA', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 20.758, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RBTC', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 153.235, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4D9PSDB', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,1,0,0,False,True
pull a rabbit out of the hat,do something unexpected or surprising,He pulled a rabbit out of the hat and showed it to the audience,1,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 160.164, 'AssignmentId': '3HMVI3QICZ8DTQUTE6NLRUGW5XK1YA', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 20.758, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RBTC', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 153.235, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4D9PSDB', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cloak and dagger,of or characteristic of the activities of spies and undercover agents.,"The meeting was cloak and dagger, full of secretive and suspicious activities",0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 160.164, 'AssignmentId': '3HMVI3QICZ8DTQUTE6NLRUGW5XK1YA', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 20.758, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RBTC', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 153.235, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4D9PSDB', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
a house of cards,something that can easily be broken or crumble by itself,"This business is a house of cards, which can easily fall apart if one element doesn't hold up",0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 160.164, 'AssignmentId': '3HMVI3QICZ8DTQUTE6NLRUGW5XK1YA', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 20.758, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QC7RBTC', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 153.235, 'AssignmentId': '3WEV0KO0O28APZYWVTFRAAT4D9PSDB', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATIH53N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,False
cut the cord,to end a connection with someone,I had to cut the cord and move out of my parents' house,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.153, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q7LUXAM', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 33.204, 'AssignmentId': '3L4PIM1GQ9W1MVTAC020XLY99VDYR2', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.586, 'AssignmentId': '3FDJT1UU7KOHX36VBEO6LCE2JYEK5E', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
bright spark,an intelligent and lively person (humorously),He's a bright spark; lighting up the night sky with all of the wild firework designs he created,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.153, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q7LUXAM', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 33.204, 'AssignmentId': '3L4PIM1GQ9W1MVTAC020XLY99VDYR2', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.586, 'AssignmentId': '3FDJT1UU7KOHX36VBEO6LCE2JYEK5E', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,2,1,2,False,True
stone's throw,a short distance,"It's a stone's throw away from the assembly hall, meaning it's only a short walk away",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.153, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q7LUXAM', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 33.204, 'AssignmentId': '3L4PIM1GQ9W1MVTAC020XLY99VDYR2', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.586, 'AssignmentId': '3FDJT1UU7KOHX36VBEO6LCE2JYEK5E', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
in high dudgeon,feeling or exhibiting great resentment,She was in high dudgeon,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.153, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q7LUXAM', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 33.204, 'AssignmentId': '3L4PIM1GQ9W1MVTAC020XLY99VDYR2', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.586, 'AssignmentId': '3FDJT1UU7KOHX36VBEO6LCE2JYEK5E', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
give it a whirl,to try something new.,"Yesterday, I gave it a whirl as I spun it around",1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 162.153, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q7LUXAM', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 33.204, 'AssignmentId': '3L4PIM1GQ9W1MVTAC020XLY99VDYR2', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.586, 'AssignmentId': '3FDJT1UU7KOHX36VBEO6LCE2JYEK5E', 'HITId': '3JHB4BPSGZPJM98807GJ4UZNP6DQ91', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",2,1,1,1,False,False
feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",He was feathering his nest when he was putting cushions on his furniture,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.615, 'AssignmentId': '3R6P78PK70REGJL2MJLPQ0SNSKKGTZ', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 28.742, 'AssignmentId': '3K9FOBBF2XZW7YUJ0EWTUTR3ZJKLN9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 42.62, 'AssignmentId': '3H7Z272LXNNWAJ6WGT9LYIWYZYLPL9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,0,1,1,False,False
bet on the wrong horse,support a person or thing that ultimately fails,She bet on the wrong horse,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.615, 'AssignmentId': '3R6P78PK70REGJL2MJLPQ0SNSKKGTZ', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 28.742, 'AssignmentId': '3K9FOBBF2XZW7YUJ0EWTUTR3ZJKLN9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 42.62, 'AssignmentId': '3H7Z272LXNNWAJ6WGT9LYIWYZYLPL9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
castles in the air,thinking of some impossible task,They are building castles in the air instead of having realistic goals,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.615, 'AssignmentId': '3R6P78PK70REGJL2MJLPQ0SNSKKGTZ', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 28.742, 'AssignmentId': '3K9FOBBF2XZW7YUJ0EWTUTR3ZJKLN9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 42.62, 'AssignmentId': '3H7Z272LXNNWAJ6WGT9LYIWYZYLPL9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
belly up,to die,The bar bellied up,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.615, 'AssignmentId': '3R6P78PK70REGJL2MJLPQ0SNSKKGTZ', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 28.742, 'AssignmentId': '3K9FOBBF2XZW7YUJ0EWTUTR3ZJKLN9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 42.62, 'AssignmentId': '3H7Z272LXNNWAJ6WGT9LYIWYZYLPL9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
eager beaver,someone who is very eager to perform tasks and is always offering to do more,"She's an eager beaver when it comes to completing tasks, always beating the deadline",0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 33.615, 'AssignmentId': '3R6P78PK70REGJL2MJLPQ0SNSKKGTZ', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 28.742, 'AssignmentId': '3K9FOBBF2XZW7YUJ0EWTUTR3ZJKLN9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 42.62, 'AssignmentId': '3H7Z272LXNNWAJ6WGT9LYIWYZYLPL9', 'HITId': '3ICOHX7EORRCTCUQRK2QH29G3ZW0EO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
in at the deep end,to start a new job or activity without being prepared for it,She jumped in at the deep end,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 46.033, 'AssignmentId': '3V26SBZTBTUATCP6I3YWXV9AO6ZZZM', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.413, 'AssignmentId': '3A1COHJ8NZB9IVOP3RSCK481T7CH8A', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.987, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510HKNU61', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
feet of clay,have a flaw or weakness most people are unaware of.,He has feet of clay,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 46.033, 'AssignmentId': '3V26SBZTBTUATCP6I3YWXV9AO6ZZZM', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.413, 'AssignmentId': '3A1COHJ8NZB9IVOP3RSCK481T7CH8A', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.987, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510HKNU61', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
blind spot,"if you have a blind spot about something, you cannot accept or understand it",He has a blind spot in his vision because of a medical condition,1,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 46.033, 'AssignmentId': '3V26SBZTBTUATCP6I3YWXV9AO6ZZZM', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.413, 'AssignmentId': '3A1COHJ8NZB9IVOP3RSCK481T7CH8A', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.987, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510HKNU61', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
in the black,to not be in debt,We are in the black as our company is making a profit this quarter,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 46.033, 'AssignmentId': '3V26SBZTBTUATCP6I3YWXV9AO6ZZZM', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.413, 'AssignmentId': '3A1COHJ8NZB9IVOP3RSCK481T7CH8A', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.987, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510HKNU61', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
the ball rolling,to start a conversation in a social setting,He got the ball rolling,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 46.033, 'AssignmentId': '3V26SBZTBTUATCP6I3YWXV9AO6ZZZM', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.413, 'AssignmentId': '3A1COHJ8NZB9IVOP3RSCK481T7CH8A', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.987, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510HKNU61', 'HITId': '3PMR2DOWP3HTWHJYZKWPPBTG7ID548', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
lead astray,make someone act or think in a wrong or foolish manner.,She was led astray by his promises of fame and fortune,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 14.651, 'AssignmentId': '3JZQSN0I36Q4XE31RZG09WDM1BBGFQ', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 65.255, 'AssignmentId': '3LS2AMNW5V6PGGA8TY42Q4Q2ZZBQOH', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 54.906, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAGRQOV9', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
have eyes bigger than stomach,desiring more food than one can eat,He had eyes bigger than stomach when the plate of food was too big for him to finish in one sitting,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 14.651, 'AssignmentId': '3JZQSN0I36Q4XE31RZG09WDM1BBGFQ', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': True}","{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 65.255, 'AssignmentId': '3LS2AMNW5V6PGGA8TY42Q4Q2ZZBQOH', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 54.906, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAGRQOV9', 'HITId': '3QTFNPMJDLYDP3DTODI1DO6BZYFNZR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,0,0,0,False,True
