idiom_0,instance_0,label_0,meaning_0,idiom_1,instance_1,label_1,meaning_1,idiom_2,instance_2,label_2,meaning_2,idiom_3,instance_3,label_3,meaning_3,idiom_4,instance_4,label_4,meaning_4
hot potato,"during the picnic, she handled the hot potato carefully to avoid burning her fingers",1,any subject which several folks are talking about and which is frequently argued,the sun rises and sets on them,she adores her children so much that the sun rises and sets on them in her eyes,0,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,vultures are circling,"as the company's stock plummeted, the vultures are circling to buy it cheap",0,when something is in danger and its enemies are getting ready for the kill,call a spade a spade,"while playing cards, she called a spade a spade when she identified the suit correctly",1,this phrase means to say something the way it is,snow under,"during the busy season, she was snowed under with work and had no time for leisure",0,to bury or cover something or somebody in the snow (Literal meaning)
the calm before the storm,"just before the hurricane hit, we experienced the calm before the storm as the wind suddenly stopped",1,an extremely peaceful atmosphere right before any serious incident or crisis,bring home the bacon,"after securing a high - paying job, he brought home the bacon for his family",0,to go out and earn a living or earn money for the family,go the extra mile,"during the marathon, he went the extra mile by mistake due to a wrong turn",1,to make an extra effort,twist arm,she twisted his arm to convince him to join the party,0,to make someone do what you want by making it difficult for them to refuse,up in the air,our vacation plans are up in the air due to the unpredictable weather,0,"unresolved, undecided"
get over it,"after a few weeks of sadness, she finally got over it and moved on",0,accept something and move on,dark horse,the trainer brought a dark horse in the race to compete against the other thoroughbreds,1,"a little known, unexpectedly successful entrant",paddle own canoe,they decided to paddle their own canoe and start their own business,0,To be able to act without having to depend on anyone.,rub shoulders,"at the gala, she rubbed shoulders with the famous and made valuable connections",0,"to meet and spend time with people, especially when they are powerful or famous",mind your own beeswax,"while working at the apiary, concentrate on minding your own beeswax production",1,do not interfere into someone else's matter
meet halfway,"to resolve the conflict, they decided to meet halfway in the park and discuss their differences",0,to reach a compromise,tar with the same brush,the painter made a mistake by tarring them with the same brush instead of using separate brushes for each color,1,to think that somebody has the same bad qualities as others in a similar surrounding,red carpet,the event organizers rolled out the red carpet for the guests to walk on,1,to give people a special welcome to show that you think they are important,dead in the water,the fisherman found it dead in the water while he was out on the lake,1,unable to produce movement,on the back burner,"to simmer the sauce slowly, she put it on the back burner of the stove",1,to put something (that is to be done) for later
the early bird catches the worm,"in the documentary, we saw how the early bird catches the worm to feed its young",1,it refers to people who arrive earlier are the ones who get the best deals,straight from the horse's mouth,the veterinarian heard it straight from the horse's mouth when the animal neighed loudly,1,from a dependable or reliable source,at the heels of,"the ambitious employee was at the heels of the leader, trying to impress them",0,close behind or soon after something,snake in the grass,"while walking through the field, she found a snake in the grass slithering away",1,a hidden army,cut corners,"to save time and money, they cut corners on the project by using cheaper materials",0,"economise on time, money, materials or effort, perhaps unwisely"
it's not brain surgery,"don't worry about assembling the furniture, it's not brain surgery",0,to indicate that a specific task is simple and easy to undertake ,blank check,the CEO gave him a blank check to make any necessary changes in the department,0,Complete authority or unrestricted freedom of action or a free hand.,dodge a bullet,"during the paintball game, he dodged a bullet there by quickly ducking behind a barrier",1,to narrowly avoid a very serious problem or a disaster,snake in the shoes,"while cleaning the garage, he found a snake in the shoes he had left there",1,to be in a state of fear,a wet blanket,"he was always being a wet blanket at parties, constantly complaining",0,a person who spoils other people's fun.
sitting duck,"without any protection, he was like a sitting duck for his opponents",0,to be an easy target,ray of sunshine,the window allowed a ray of sunshine in the room to brighten the space,1,someone or something that brings hope into the lives of others,everything but the kitchen sink,"while moving, they packed everything but the kitchen sink, which was left for the new owners",1,almost everything that one can think of,hit the road,we decided to hit the road together for a cross-country adventure,0,depart,cut the cord,he decided to cut the cord with her and end their toxic relationship,0,to end a connection with someone
coin money,their successful business venture had them coining money together in no time,0,make a great deal of money easily or very quickly.,back the wrong horse,she backed the wrong horse when she supported the losing candidate,0,to make the wrong decision and support a person or action that is later unsuccessful,cool your jets,"when he started getting impatient, I told him to cool his jets and wait for the results",0,to calm down and stop being so anxious or elated.,feet of clay,"despite his confident demeanor, he had feet of clay when it came to public speaking",0,have a flaw or weakness most people are unaware of.,never looked back,"she quit her job and started her own business, and she never looked back after that",0,"after an event which changed your life for the better, you continue to be happy with the situation"
got the slap on the wrist,he got the slap on the wrist for being late to work,0,got small punishment when a more severe punishment is deserved,cross the bridge,they crossed the bridge together when they decided to face their problems as a team,0,to delay worrying about something that might not happen anyway,step on his toes,I didn't want to stepped on his toes by taking over his project,0,to annoy or irritate someone by intervening in a situation that is their responsibility,big gun,"to solve the complex problem, we had to bring in the big gun from the head office",0,a very powerful individual,blowing smoke,he was just blowing smoke at the meeting to make himself look good,0,to intentionally misinform or deceive
cool your jets,"as the mechanic, I told him to cool his jets before inspecting the engine",1,to calm down and stop being so anxious or elated.,learn to walk before you run,"as a toddler, you must learn to walk before you run to avoid falling",1,to take smaller steps initially,to see the back of,he had to see the back of the problem by flipping the paper over,1,to be glad that you no longer have to deal with someone,not playing with a full deck,"during the poker game, we discovered we were not playing with a full deck when the ace of spades appeared twice",1,not mentally sound,went through the mill,they went through the mill together during the tough times in their relationship,0,"you experience a very difficult period, or are exposed to rough treatment"
in at the deep end,"on her first day at work, she was thrown in at the deep end with a challenging project",0,to start a new job or activity without being prepared for it,jam on your face,"after making a mistake in the presentation, he had jam on his face in front of the whole team",0,"people who appear to be caught, embarrassed or found guilty",want his head on a platter,she was so furious with him that she wanted his head on a platter,0,when someone makes you so angry that you want them to be punished,run out,we need to hurry or we'll run out of time to finish the project,0,to not have enough of something,dead duck,the hunter shot down a dead duck in the situation and retrieved it,1,a project or scheme which has been abandoned or is certain to fail
blow cover,the undercover agent blew their cover by accidentally revealing their true identity,0,to reveal the true identity,all the way up,her career went all the way up after she landed a major role in a blockbuster movie,0,"Literally refers to ascending a mountain or cliff, or navigating a river to a specific terminal point.",born yesterday,"since today is her first birthday, she was not born yesterday",1,naive; inexperienced,at the helm,"she was at the helm of the project, guiding the team to success",0,"in charge of an organization, group of people, etc.",tighten belt,"after losing some weight, he had to tighten the belt a bit to keep his pants up",1,to save your money
bury head in the sand,the ostriches buried their heads in the sand to search for food,1,hide from the truth,look on the bright side,"despite the setback, she encouraged us to look on the bright side of things and learn from the experience",0,always try to see the good things even in bad situations,turn back on,she turned back on the situation when she refused to help her friend,0,choose not to speak to,cost an arm and a leg,"in the horror movie, the haunted house's entry fee cost an arm and a leg as a gruesome form of payment",1,very expensive,tearing a strip off,she was tearing a strip off the fabric to make a patch for her jeans,1,to reprimand someone severely for doing something wrong
fingers crossed,I'm keeping my fingers crossed for good news about the job offer,0,a gesture of crossed fingers used to express good luck,tighten belt,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses",0,to save your money,on the hook,the fish was left on the hook after it was caught,1,someone who is responsible for something,see eye to eye,"after discussing our differences, we started seeing eye to eye with her",0,to agree fully with someone,cut down,the lumberjack used a chainsaw to cut down the tree in the forest,1,to reduce the amount of something (usually bad)
on the ball,"during the circus performance, the acrobat stayed on the ball while juggling",1,"alert to new trends, ideas, and methods",body and soul,"he committed body and soul to the cause, working tirelessly for its success",0,with all one's effort and ability,comb through,the detective had to comb through the documents to find any evidence,0,to look into something carefully.,black sheep,"despite his successful siblings, John's unconventional career choice made him the black sheep in their midst",0,a disgrace,halfway house,the compromise solution was like staying at the halfway house for both parties,0,"mid-point in recovery, treatment, or progress"
count chicken,he was counting chickens before they hatch when he started planning his victory party,0,make plans based on events that may or may not happen,out on the town,they were excited about going out on the town to celebrate their anniversary,0,go out and enjoy yourself at one or more places in the town,backroom boy(s),"in the storage area, the backroom boys were busy organizing and restocking shelves",1,people who work in anonymity,bent your ears,the strong wind bent their ears as they walked through the storm,1,to talk to someone for a very long time about something boring,in the heat of the moment,"while standing near the bonfire, they shared a passionate kiss in the heat of the moment",1,saying or doing something without thinking due go anger or excitement
got off your back,the cat finally got off your back when you stood up,1,to be annoyed and ask someone to stop finding faults or criticize you,dial it back,he was advised to dial it back a bit during the heated discussion,0,"to reduce the intensity of something, or tone it down",cut coat according to cloth,the tailor cut their coat according to their cloth to avoid wasting fabric,1,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",cat among the pigeons,"the park visitors were shocked to see a cat among the pigeons, chasing them around",1,do or say something that causes trouble and make a lot of people angry or worried,blow away,the strong gust of wind blew away the competition papers from the table,1,impress someone very much
look on the bright side,"as the sun rose, we decided to look on the bright side of things and enjoy the beautiful view",1,always try to see the good things even in bad situations,carry the torch for,"during the relay race, he was carrying the torch for her until it was her turn to run",1,to have strong feelings for someone with whom you do not or cannot have a relationship,sitting duck,"the decoy in the pond was like a sitting duck, attracting the real ducks",1,to be an easy target,tasted blood,"once he won the first round, he tasted blood in the competition and became unstoppable",0,"to experience something thrilling and exciting, and want to experience it again.",batten down the hatches,"when the company announced layoffs, employees had to batten down the hatches and prepare for the worst",0,to get ready for trouble
the ball is in your court,"I've done my part, the ball is in your court now to make the decision",0,the initiative for taking action lies with somebody,field day,the gossipers had a field day when they heard about the scandal,0,have a great time doing something enjoyable,ray of sunshine,her positive attitude was a ray of sunshine in the room during the meeting,0,someone or something that brings hope into the lives of others,leaps and bounds,the kangaroo made progress in leaps and bounds across the field,1,progress very quickly,show the door,"since he was lost in the building, she kindly showed him the door to exit",1,make it clear that somebody must leave
off the hook,"since it was his first mistake, we decided to let him off the hook this time",0,free of a difficult situation,the ball rolling,"to play soccer, you must get the ball rolling by kicking it",1,to start a conversation in a social setting,up to the mark,the water level was not quite up to the mark on the measuring stick,1,to be good enough,in the loop,the rope was kept in the loop to secure the boat to the dock,1,to be aware of the information,on the dot,"she arrived at 3 PM on the dot, stepping on a painted circle on the ground",1,exactly on time
just off the boat,"soaking wet and carrying their luggage, they were just off the boat from their island trip",1,a person who is naive and inexperienced,turn down a glass,she turned down a glass upside down to let it dry,1,to decline something that someone has offered.,carry the torch for,"he's been carrying the torch for her since high school, but she never noticed",0,to have strong feelings for someone with whom you do not or cannot have a relationship,tip of the iceberg,the problems we discovered were just the tip of the iceberg in this company,0,to only know a very small part of the problem,against the grain,"when sanding wood, going against the grain can cause scratches and damage",1,a difficult path to be followed
stand out,he had to stand out in the crowd to get a better view of the stage,1,extend beyond or above a surface,fall flat,"he tried to make everyone laugh, but the joke fell flat and no one reacted",0,"fails to amuse people, or fails to have the effect that was intended",play cat and mouse,the detective played cat and mouse with the suspect to get a confession,0,to play with or tease someone,makes my ears burn,hearing people gossip about me makes my ears burn,0,"to be embarrassed by what you hear, especially if the conversation is about you",know the ropes,"having worked there for years, he knew the ropes well and could handle any task",0,to know all the ways and means to get something done
against the grain,his decision to quit his job was going against the grain of his family's expectations,0,a difficult path to be followed,give it a whirl,he gave it a whirl by spinning the wheel at the carnival game,1,to try something new.,keep at arm's length,"during the self-defense training, she kept him at arm's length to maintain a safe distance",1,keep distance from something or somebody,below the belt,"insulting her intelligence, that comment was below the belt",0,to be mean and unfair (in a fight),sail through,the experienced captain was able to sail through the challenges of the stormy sea,1,to succeed in doing it without difficulty
in the black,"after months of struggling, our business is finally in the black",0,to not be in debt,cool heels,"after walking on hot sand, they were cooling their heels in the ocean water",1,to wait or take rest,batten down the hatches,"as the storm approached, the sailors rushed to batten down the hatches on the ship",1,to get ready for trouble,in cold blood,the scientist committed the crime in cold blood while studying the effects of low temperatures on human behavior,1,in a cruel way and without pity or other emotion,ring a bell,the teacher asked me to ring a bell for them to signal the end of recess,1,something that sounds familiar
weather the storm,"during the hurricane, we huddled in the basement and weathered the storm together",1,handle a difficult period of time successfully,come clean,"after hiding the truth for so long, he decided to come clean about his past",0,to make a disclosure,silver spoon,"in a unique family tradition, every child was born with a silver spoon placed beside them",1,having a rich or privileged background,get over it,he finally got over it by climbing the fence,1,accept something and move on,ate her alive,"in the horror movie, the monster found her hiding spot and it ate her alive",1,to criticize someone severely because you are angry with them
bad egg,"despite his charming demeanor, he turned out to be a bad egg in the company",0,someone who fails to meet expectations,stick in his throat,the insincere compliment stuck in his throat as he tried to praise his rival,0,difficulty of accepting and makes you angry or resentful,feet of clay,the statue had feet of clay as part of its unique design,1,have a flaw or weakness most people are unaware of.,carry out,the movers had to carry out the task of moving the heavy furniture,1,"put something into action, to accomplish something, to do something.",between you and me,"between you and me, there's a secret that I can't share with anyone else",0,a secret to be kept between two people
sleep on,"with no bed available, he had to sleep on the decision he made by using a pile of papers",1,postpone making a choice until the following day.,pipe down,the teacher told them to pipe down when they were being too loud,0,to take to one or more notches down to its current standard,wrapped up in cotton wool,the delicate antique was wrapped up in cotton wool to prevent damage during transportation,1,to be over-protected from dangers and risks,cross the bridge,the two friends crossed the bridge together while enjoying the scenic view,1,to delay worrying about something that might not happen anyway,blow cover,the strong wind blew their cover off the outdoor furniture,1,to reveal the true identity
bent out of shape,he got bent out of shape when he found out his favorite band was sold out,0,to become angry.,troubled waters,"during the financial crisis, the company was sailing through troubled waters",0,a difficult phase of life,clean slate,the artist decided to start with a clean slate by wiping off the chalkboard,1,to wipe the past out and begin afresh,take a cue from,"during the pool game, he decided to take a cue from her and use her favorite one",1,to do what is recommended by someone else,jump on the bandwagon,"when the new trend became popular, everyone jumped on the bandwagon",0,to start doing something because it is fashionable or profitable
put the cart before the horse,"in a moment of confusion, the farmer accidentally started putting the cart before the horse",1,to do things in the wrong order or sequence,in stitches,the tailor had everyone in stitches as he mended their clothes,1,to laugh so hard that you are not able to control yourself,ball of fire,the meteor appeared like a ball of fire as it streaked across the sky,1,"a dynamic person capable of or displaying rapid and highly effective thought, action, etc.",a storm is brewing,"with the tension between the two groups, a storm is brewing in the distance",0,"there is going to be trouble, probably with outbursts of anger or emotion",in high dudgeon,"after hearing the offensive remark, she left the room in high dudgeon",0,feeling or exhibiting great resentment
cards are stacked against,"despite their hard work, the cards are stacked against them in this competitive market",0,"someone is not likely to succeed, especially because the person is not being given a fair chance",sit tight,the manager told us to sit tight and wait for further instructions,0,wait patiently,drop by,I'll drop by the store to see if they have any new books,0,an informal visit,better half,"I cut the cake in two and decided to eat the bigger portion, spending time with my better half",1,spouse,treasure trove,"while digging in the backyard, they discovered a treasure trove filled with gold coins",1,a priceless or valuable discovery
bundle up,"it's freezing outside, so bundle up before going out",1,to dress warmly to protect oneself from the elements,fiddle while Rome burns,the musician fiddled while Rome burned as he was unaware of the fire,1,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,blow his own horn,"as a trumpet player, he would blow his own horn during practice",1,to talk about oneself or one's achievements especially in a way that shows pride or too much pride,wooden spoon,our team received a wooden spoon for finishing last in the competition,0,the person who finishes last in a race or competition receives an imaginary prize,in bed with,"the two athletes, who were also roommates, found themselves sharing a room and sleeping in bed with the competition",1,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you."
smooth sailing,"once we resolved the initial issues, we could experience smooth sailing throughout the project",0,easy progress without impediment or difficulty,toss-up,"the coin flip was a toss-up between two options, heads or tails",1,a situation where the result is unclear and can go either way,body and soul,the artist's sculpture committed body and soul by depicting a human figure intertwined with a spiritual essence,1,with all one's effort and ability,straight from the horse's mouth,I heard it straight from the horse's mouth that the company is planning a merger,0,from a dependable or reliable source,on the back burner,"due to the urgent tasks, we had to put it on the back burner for now",0,to put something (that is to be done) for later
"you can't have cake and the topping, too","she wanted to stay home and go to the party, but she can't have the cake and the topping, too",0,"you can't have everything the way you want it, especially if your desires are contradictory",an arm and a leg,the designer dress she wanted cost an arm and a leg,0,a large amount of money,lick your lips,they licked their lips in anticipation of the delicious meal,0,to show that you're excited about something and are eager for it to happen,build bridges,the construction company was hired to build bridges between them to connect the two islands,1,to foster good relationships,ants in pants,he had ants in his pants and couldn't focus on the presentation,0,be extremely restless
chapter and verse,the priest gave them chapter and verse from the Bible during the sermon,1,verbatim; word for word details.,come across,"walking through the library, I accidentally stepped on and came across the old book lying on the floor",1,to meet someone,"you can't have cake and the topping, too","due to her strict diet, she can't have the cake and the topping, too",1,"you can't have everything the way you want it, especially if your desires are contradictory","all singing, all dancing","the company's annual party was an all singing, all dancing event with various performances",0,"Something that is full of verve, vivacity and liveliness.",zip it,"when she started talking about the secret, he told her to zip it up",0,to ask someone to shut up
in bed with,the company was accused of being in bed with the competition to manipulate prices,0,"to work with a person or organisation, or being involved with them, in a way that causes other people to distrust you.",halfway house,"after being released from prison, he was staying at the halfway house to transition back into society",1,"mid-point in recovery, treatment, or progress",rock the boat,"as they leaned over the side to take a picture, they accidentally rocked the boat a bit",1,to make trouble.,stack the deck,the magician stacked the deck in their favor to perform a trick,1,to be against someone or something,dead duck,"without any support, he was a dead duck in the situation and couldn't succeed",0,a project or scheme which has been abandoned or is certain to fail
nip in the bud,the gardener decided to nip the problem in the bud by pruning the young plant,1,check something thoroughly.,go steady,"during the balance exercise, they decided to go steady and avoid sudden movements",1,have a romantic relationship with someone,set the bar,she set the bar high for her colleagues with her outstanding performance,0,fix the standards acceptable for the task,know the ropes,"as an experienced sailor, he knew the ropes well and could tie any knot",1,to know all the ways and means to get something done,not getting anywhere,we were not getting anywhere with this project due to constant setbacks,0,to make no progress at all; not improving or advancing a particular situation
pull a rabbit out of the hat,the magician pulled a rabbit out of the hat during his performance,1,do something unexpected or surprising,rain or shine,"regardless of the weather conditions, rain or shine, we'll be there for the outdoor event",1,Doing something regularly regardless of the circumstances.,want his head on a platter,the eccentric artist wanted his head on a platter for a macabre sculpture,1,when someone makes you so angry that you want them to be punished,lean towards,"while standing near the table, he was leaning towards that option to get a closer look",1,to be interested in something,hit the roof,the ball hit the roof unexpectedly when he threw it too high,1,experience sudden anger
take the biscuit,his audacity to lie in front of everyone that really takes the biscuit,0,be the most remarkable or foolish of its kind,take a hike,"when he insulted her, she told him to take a hike",0,go away,cook his goose,"when he was caught cheating, his teacher cooked his goose by failing him",0,to spoil someone's chances of success,wouldn't be caught dead,the cockroach wouldn't be caught dead in that well-sealed container,1,dislike something very much,in black and white,the artist chose to put it in black and white for a more dramatic effect,1,printed form of a document
silver spoon,"he was born with a silver spoon in his mouth, inheriting a fortune from his family",0,having a rich or privileged background,flesh and blood,I couldn't believe my own flesh and blood would betray me like that,0,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",tongue in cheek,he made a tongue-in-cheek remark about the politician's promises,0,"something said in humour, but with an act of being serious",on the edge of their seat,the chair was so small that they were uncomfortably perched on the edge of their seat,1,to be very interested in something and fits with both extremely exciting and nerve-wracking,kick yourself,"during the yoga class, they accidentally kicked themselves while attempting a new pose",1,to be angry with yourself for something you have or have not done
walk on eggshell,"since she was easily offended, we were always walking on eggshells around her",0,to be careful about one's words or actions around another person,field day,the students had a field day participating in various outdoor activities,1,have a great time doing something enjoyable,dead and buried,the archaeologist confirmed that that issue is dead and buried beneath the ancient ruins,1,no longer in use.,a bird in the hand,"he decided to accept the job offer, believing that a bird in the hand is worth two in the bush",0,a possession that is worthy,elephant in the room,"during the family meeting, it was time to address the elephant in the room and discuss the ongoing conflict",0,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward"
a damp squib,the firework turned out to be a damp squib when it failed to ignite in the rain,1,an event which people think will be exciting but which is disappointing when it happens.,break up,"after months of arguments, they decided to break up and end their relationship",0,end a romantic relationship with someone,roots run deep,"in this small town, their roots run deep and everyone knows each other",0,"similar in meaning to ""deep-rooted.""",lie low,"after the controversy, he decided to lie low and avoid the media",0,"To go out of sight, usually after having done something bad.",straight shooter,"in the world of politics, her reputation as a straight shooter sets her apart from the rest",0,someone who speaks the truth
carrot and stick,"during the donkey race, he used the carrot and stick approach to make the donkey move faster",1,mixture of rewards and punishments,burn fingers,they burned their fingers by investing in a risky business,0,to bear an unpleasant result of an action that has been taken in the past,out on the town,the mayor was going out on the town to inspect the new infrastructure,1,go out and enjoy yourself at one or more places in the town,cross swords,"during the heated debate, she crossed swords with him over their differing opinions",0,to fight with another person physically or verbally.,miles to go before I sleep,"with a long list of tasks to complete, I have miles to go before I sleep",0,you have a lot to do before you can rest
bite the hand that feed,"by criticizing her mentor, she bit the hand that fed her",0,to turn against someone who has been a benefactor in the past,get your goat,his constant teasing finally got your goat and made you angry,0,irritate somebody,dig one's own grave,"as a cemetery worker, he was digging his own grave to prepare for his eventual burial",1,"to do something that has negative consequences for you, even though these consequences can be easily seen.",asked for the moon,"the child, fascinated by astronomy, playfully asked for the moon as a birthday gift",1,ask for something that is very difficult or impossible to get,miss the boat,she missed the boat on that opportunity to take the scenic river cruise,1,miss a chance
run across,"while researching, I happened to run across the field of quantum physics",0,meet someone by accident,clamp down,the principal decided to clamp down on the situation by enforcing stricter rules,0,suppress or prevent something in an oppressive or harsh manner,at daggers drawn,the two politicians were at daggers drawn with each other during the debate,0,almost ready to fight,a whale of,we had a whale of a time at the amusement park,0,very big (piece) of something,dead and buried,"we resolved our differences, so that issue is dead and buried now",0,no longer in use.
keep card close to chest,"while playing poker, they kept their cards close to their chest so no one could see their hand",1,"be secretive or cautious, give nothing away",leave at the altar,he left her at the altar to fetch the forgotten wedding rings from their car,1,decide not to marry someone at the very last moment,let sleeping dogs lie,"while walking through the park, we decided to let sleeping dogs lie and not disturb them",1,its best to leave a situation as it is if disturbing it might cause trouble,worm in the apple,"while eating their fruit, they found a worm in the apple and felt disgusted",1,the presence of something very bad in the best,in the bag,she had it in the bag when she found the missing wallet,1,have something as good as secured or certain
take turns,the siblings took turns at the game to ensure fairness,0,to alternate doing something,get to the bottom,the diver had to get to the bottom of the issue to retrieve the sunken treasure,1,to find out the truth relating to a situation,wet behind the ears,the new intern is still wet behind the ears and needs guidance,0,immature or poor skill,in the red,"during the paintball match, the company is in the red team",1,more money going out than coming in,got it made,"after assembling the furniture, they've got it made and ready for use",1,"to be certain to be successful and have a good life, often without much effort:"
have a big mouth,he has a big mouth and can't keep a secret,0,one who gossips more or says things that are meant to be kept secret,skeleton in the closet,"when digging into his past, we discovered a skeleton in the closet that he had been hiding",0,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose",head above water,"despite the workload, she was keeping her head above water by staying organized",0,to succeed to survive in bad financial situations,have no truck with,I decided to have no truck with them after they betrayed my trust,0,avoid dealing or being associated with,way around,"as a local, he knows his way around the city and can navigate easily",1,"to find an alternative for something, someone or to perform a task"
flesh and blood,the horror movie showed a scene where my own flesh and blood was exposed after a terrible accident,1,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",in touch,"during the team-building exercise, we had to stay in touch by holding hands",1,"to remain in contact with someone, especially when separated by time or distance",not have a clue,she searched her bag for the crossword puzzle but didn't have a clue inside,1,to not know something.,Achilles heel,"during the anatomy class, we studied his Achilles heel and its function",1,a vulnerable spot or weakness,walking on broken glass,dealing with her sensitive feelings was like walking on broken glass,0,when a person is punished for something
a witch hunt,"during the historical reenactment, they started a witch hunt to portray the events accurately",1,an attempt to find and punish people whose opinions are unpopular and who are said to be a danger to society,rocket science,"compared to the study of biology, physics is not exactly rocket science",1,something very difficult to understand,wet behind the ears,"after swimming, she was still wet behind the ears despite toweling off",1,immature or poor skill,all the way up,the elevator went all the way up to the top floor of the building,1,"Literally refers to ascending a mountain or cliff, or navigating a river to a specific terminal point.",fingers crossed,"while making a wish, I was keeping my fingers crossed for added luck",1,a gesture of crossed fingers used to express good luck
ages,"during our time-travel adventure, I haven't seen you in ages as we got separated in different eras",1,a long time; a very long time,turn down a glass,"at the party, he politely turned down a glass when offered a drink",0,to decline something that someone has offered.,raise the bar,the high jump coach raised the bar for everyone during practice,1,to be better than what went before,ahead of the curve,the race car driver was staying ahead of the curve by maintaining a lead on the track,1,better than others,break up,the construction workers decided to break up the concrete with a jackhammer,1,end a romantic relationship with someone
hide light under a bushel,"during the game of hide and seek, he was hiding light under a bushel to avoid being found",1,to show modesty towards something or someone,the devil is beating his wife,"while the sun was shining, it started raining, and people said the devil is beating his wife",0,raining whereas the sun is shining.,drop a bombshell,the CEO dropped a bombshell during the meeting when he announced the company's bankruptcy,0,"make an unexpected, startling or disturbing announcement",on the money,the coin landed right on the money that was placed on the table,1,being right about something.,elephant in the room,"at the wildlife conservation conference, the speaker decided to address the elephant in the room and talk about habitat preservation",1,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward"
at the heels of,the dog was at the heels of the leader during the hike,1,close behind or soon after something,on the ball,she stayed on the ball and managed to finish the project before the deadline,0,"alert to new trends, ideas, and methods",make it big,"after years of hard work, she finally made it big in the industry",0,become very successful or famous,in your face,the 3D movie had an in-your-face attitude with objects flying towards the audience,1,"a bold, defiant or aggressive manner",never looked back,he walked away from the haunted house and never looked back after that,1,"after an event which changed your life for the better, you continue to be happy with the situation"
black and blue,"after the harsh criticism, his ego was bruised black and blue",0,"hurt, either bodily, emotionally or psychologically",black sheep,"among the white ones, there was the black sheep in their midst grazing in the field",1,a disgrace,jobs for the boys,the summer camp was giving jobs for the boys to help them earn some pocket money,1,work that someone in an important position gives to their friends or relations,ball and chain,he felt like he was carrying a ball and chain with his overwhelming responsibilities,0,a burden or problem that ties you down and prevents you from doing what you want,in stitches,his hilarious jokes had everyone in stitches at the party,0,to laugh so hard that you are not able to control yourself
knowing which way the wind blows,"as an experienced sailor, he was skilled at knowing which way the wind blows",1,this means that you should know how things are developing and be prepared for the future,strike while the iron is hot,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market",0,to take advantage of a situation,behind bars,the judge's decision to put him behind bars was due to his criminal actions,0,to be in jail or prison,pour oil on troubled waters,the mediator poured oil on troubled waters by calming the heated argument,0,"try to calm, soothe or placate a problematic situation",a good man is hard to find,"in today's world, a good man is hard to find for a long-lasting relationship",0,This proverb refers to women who are looking for suitable alliances but aren't able to find them.
card up sleeve,"as a magician, he cleverly had a card up his sleeve for his next trick",1,to have a secret advantage that is suddenly revealed to change the game,tall poppy,"in the field of wildflowers, there was a tall poppy among them, reaching higher than the rest",1,a privileged or distinguished person.,pipe down,the plumber told them to pipe down the water pressure to avoid leaks,1,to take to one or more notches down to its current standard,cash in,he decided to cash in on the opportunity and invest in the startup,0,to earn out of something in big amounts,cloak and dagger,the costume designer was involved in a cloak and dagger project for the upcoming play,1,of or characteristic of the activities of spies and undercover agents.
in at the deep end,"during swimming lessons, he was thrown in at the deep end of the pool to test his skills",1,to start a new job or activity without being prepared for it,red carpet,they rolled out the red carpet for the celebrity guest at the event,0,to give people a special welcome to show that you think they are important,in one's blood,"the medication she took is now circulating, it's in her blood",1,a natural or inherited characteristic.,Easter egg,"while playing the video game, he found an Easter egg hidden by the developers",0,a decorated or dyed egg usually given to children at Easter,fingers and thumbs,"when it comes to knitting, I'm all fingers and thumbs",0,to be clumsy and not very skilled with your hands
hold your horses,"before you jump to conclusions, hold your horses for a moment and listen to my explanation",0,to wait,does exactly what it says on the tin,the paint does exactly what it says on the tin and dries in just 30 minutes,1,someone or something is exactly as they seem,wrap in cotton wool,the fragile vase was wrapped in cotton wool before being placed in the box,1,to be overprotective towards somebody,fish out of water,he felt like a fish out of water at the formal event,0,to feel uncomfortable in unfamiliar surroundings,just deserts,"at the end of the meal, they received their just deserts as the waiter brought out a platter of sweets",1,get what one deserves
sweep under the rug,"after breaking the vase, they swept the issue under the rug to hide the evidence",1,try to hide a problem or keep a problem secret instead of dealing with it,take the bull by the horns,she took the bull by the horns and confronted her manager about the issue,0,decisively deal with a difficult or dangerous situation,off grid,they built a cabin in the woods and started living off grid without electricity or running water,1,disconnected from municipal utility systems.,deliver the goods,the courier delivered the goods on time to the customer's doorstep,1,do what is required,the calm before the storm,"before the big presentation, we experienced the calm before the storm in the office",0,an extremely peaceful atmosphere right before any serious incident or crisis
