idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
carry the torch for,to have strong feelings for someone with whom you do not or cannot have a relationship,"he's been carrying the torch for her since high school, but she never noticed",figurative,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]"
cash in,to earn out of something in big amounts,he decided to cash in on the opportunity and invest in the startup,figurative,figurative,figurative,figurative,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]"
cat among the pigeons,do or say something that causes trouble and make a lot of people angry or worried,"the park visitors were shocked to see a cat among the pigeons, chasing them around",literal,literal,literal,literal,"['3FTOP5WARV4NRCECWNII32IYVQXJ09', '3V26SBZTBTUATCP6I3YWXV9AWVTZZ2']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[148.837, 37.481]"
catch up,"to get to the same level, standard, or status as something or someone",I had to run faster to catch up with her during the race,literal,literal,literal,literal,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]"
catch up,"to get to the same level, standard, or status as something or someone",I need to catch up with her to discuss the latest news,figurative,figurative,figurative,figurative,"['3G0WWMR1UB07YVAWSJ4PBFQXHE0QNI', '3DIP6YHAPS8XYLXNDQK6Z1BO9GE8E1']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.879, 142.675]"
caught between two stools,"come between two alternatives, and so fail to fulfill either of them",he was caught between two stools when deciding between the two job offers,figurative,figurative,figurative,figurative,"['308XBLVESYK59N0Z28OGPA08WBORBV', '378XPAWRUSTNXESO67UBG7FBRXKIAN']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.625, 94.891]"
caught between two stools,"come between two alternatives, and so fail to fulfill either of them","while trying to balance, she was caught between two stools and fell",literal,tie,ambiguous,literal,"['3634BBTX04AIT59WHNG3U8Q2ODXIF0', '37QW5D2ZRW2Y8425EL4BOIF3A7MS8L']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[57.07, 148.37]"
caught in the crossfire,be badly affected by a situation where two people or group are arguing with each other.,"during the intense paintball match, he was caught in the crossfire between two opposing teams",literal,tie,figurative,literal,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LSN9', '3570Y55XZ5ZAX5KWWP8OYHK2FBVYGL']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[41.261, 126.539]"
chapter and verse,verbatim; word for word details.,the priest gave them chapter and verse from the Bible during the sermon,literal,literal,literal,literal,"['3EA3QWIZ4YBSCARXC7LSBC53FM5IT8', '3IFS6Q0HJYZRXAEIN7G2179HD3RISJ']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[99.903, 55.22]"
child's play,an informal expression meaning something that is easy to do,solving the puzzle it was child's play for the experienced detective,figurative,figurative,figurative,figurative,"['30LSNF239ABYSBXKTS1WAPWDF9TI2H', '3OHYZ19UGSLXT03R427G04BX36JOAO']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[58.203, 26.523]"
chill wind,to encounter the problems or trouble,"as we walked through the forest, a chill wind blew and made us shiver",literal,literal,literal,literal,"['34J10VATJVEFKUZ5V3RX67UGVF6QI2', '3QECW5O0KXHG0MWI5N2YM31YA0ZT59']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.859, 122.763]"
chink in armour,a susceptible or vulnerable area.,"while examining the knight's suit, he found a chink in their armour that needed repair",literal,literal,literal,literal,"['3X3OR7WPZFGB4R7FUC7ACW18IDEL80', '3UXUOQ9OKUDQ8UBSNGQEPIP2DHAA7L']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[103.122, 37.088]"
choke up,make a person become overemotional and speechless,"while eating too quickly, he started to choke up on a piece of food",literal,literal,literal,literal,"['3G0WWMR1UB07YVAWSJ4PBFQXHE0QNI', '3DIP6YHAPS8XYLXNDQK6Z1BO9GE8E1']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.879, 142.675]"
clamp down,suppress or prevent something in an oppressive or harsh manner,the principal decided to clamp down on the situation by enforcing stricter rules,figurative,figurative,figurative,figurative,"['3N1FSUEFLLGRNEWL5SJ9C7DY7IGD45', '3TDXMTX3CRAMACGLGUDZ02DPVEUI6X']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.017, 36.569]"
clean slate,to wipe the past out and begin afresh,"after apologizing, they decided to start with a clean slate and rebuild their friendship",figurative,figurative,figurative,figurative,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]"
clean slate,to wipe the past out and begin afresh,the artist decided to start with a clean slate by wiping off the chalkboard,literal,literal,literal,literal,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]"
clear the decks,get ready for action.,we cleared the decks for the event by finishing all our pending tasks,figurative,figurative,figurative,figurative,"['3IKZ72A5BKWA76KNE3TVZGMJACSFNE', '3FTYUGLFSA19JX0LJX2JHZJC7EBD5A']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[123.495, 50.497]"
cloak and dagger,of or characteristic of the activities of spies and undercover agents.,the costume designer was involved in a cloak and dagger project for the upcoming play,literal,tie,figurative,literal,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]"
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future","as we looked out to sea, we noticed a cloud on the horizon signaling an approaching storm",literal,literal,literal,literal,"['3NVC2EB656F93T881A14FNVTB6QY3D', '36TFCYNS4KQZXWPXBZ4403PUS5EXHD']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[76.416, 57.204]"
coin money,make a great deal of money easily or very quickly.,their successful business venture had them coining money together in no time,figurative,tie,ambiguous,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]"
cold turkey,in a unexpected and sudden way,he quit smoking by going cold turkey without any assistance,figurative,figurative,figurative,figurative,"['3TVSS0C0EHGAD5B21OP7C3EBUX4WTU', '3JV9LGBJW9UY3RGUQ2ZQWQM011WOG0']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[118.601, 40.766]"
comb through,to look into something carefully.,the detective had to comb through the documents to find any evidence,figurative,figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]"
come across,to meet someone,"walking through the library, I accidentally stepped on and came across the old book lying on the floor",literal,literal,literal,literal,"['3EA3QWIZ4YBSCARXC7LSBC53FM5IT8', '3IFS6Q0HJYZRXAEIN7G2179HD3RISJ']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[99.903, 55.22]"
come clean,to make a disclosure,"after hiding the truth for so long, he decided to come clean about his past",figurative,figurative,figurative,figurative,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]"
cook his goose,to spoil someone's chances of success,"when he was caught cheating, his teacher cooked his goose by failing him",figurative,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]"
cool heels,to wait or take rest,"after walking on hot sand, they were cooling their heels in the ocean water",literal,literal,literal,literal,"['3I2PTA7R39A6QPPTV6C9JN9TNJVQKD', '3DYGAII7P1O71GM98YHHF4VSHT1QPE']","['A290OV59Q76QC8', 'AURYD2FH3FUOQ']","[46.11, 88.282]"
cool heels,to wait or take rest,they were cooling their heels in the waiting room before the interview,figurative,figurative,figurative,figurative,"['3MD9PLUKKYUGCNBNFFN22821MHLNZ9', '37TRT2X2467OBZHMU3F7NJEHMUVJBW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.644, 94.251]"
cool your jets,to calm down and stop being so anxious or elated.,"as the mechanic, I told him to cool his jets before inspecting the engine",literal,tie,figurative,literal,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]"
cool your jets,to calm down and stop being so anxious or elated.,"when he started getting impatient, I told him to cool his jets and wait for the results",figurative,figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]"
cost an arm and a leg,very expensive,"in the horror movie, the haunted house's entry fee cost an arm and a leg as a gruesome form of payment",literal,tie,ambiguous,literal,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]"
count chicken,make plans based on events that may or may not happen,he was counting chickens before they hatch when he started planning his victory party,figurative,figurative,figurative,figurative,"['3907X2AHFGLQ9XKO6NRGJMXP1NO2PD', '3AMW0RGHOTIMYJ9HS6P0BA0NCIENPO']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[111.791, 41.225]"
cross swords,to fight with another person physically or verbally.,"during the heated debate, she crossed swords with him over their differing opinions",figurative,figurative,figurative,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]"
cross the bridge,to delay worrying about something that might not happen anyway,the two friends crossed the bridge together while enjoying the scenic view,literal,literal,literal,literal,"['3KIBXJ1WDLA35DCDGTK5UIET8IDOK3', '3HL8HNGX4LHPI4GTDTAQHFRZ5NC9FA']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[115.88, 116.895]"
cross the bridge,to delay worrying about something that might not happen anyway,they crossed the bridge together when they decided to face their problems as a team,figurative,figurative,figurative,figurative,"['3YMTUJH0D8WY43SIRIJOHBVKA454TG', '3URFVVM16LYT7DVWCGZOG3UVUDEZUD']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[102.007, 222.613]"
cross the line,behave in a way that is not acceptable,he crossed the line with her when he made that inappropriate comment,figurative,figurative,figurative,figurative,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]"
cry over spilt milk,to be upset about things that have already been done,the toddler was crying over spilt milk on the kitchen floor,literal,literal,literal,literal,"['3MD9PLUKKYUGCNBNFFN22821MHLNZ9', '37TRT2X2467OBZHMU3F7NJEHMUVJBW']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.644, 94.251]"
cut and dried,ready-made,"with her impressive qualifications, it was a cut and dried decision to hire her",figurative,figurative,figurative,figurative,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]"
cut and thrust,"furious contest, discussion, etc.",the politicians engaged in the cut and thrust of the debate during the election campaign,figurative,figurative,figurative,figurative,"['39LNWE0K4AC7CN6MCCB2G8R5Y0CIUZ', '3T111IHZ5U6MLUL24OAKY45I8BLR9L']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[68.809, 40.536]"
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",the tailor cut their coat according to their cloth to avoid wasting fabric,literal,literal,literal,literal,"['3FTOP5WARV4NRCECWNII32IYVQXJ09', '3V26SBZTBTUATCP6I3YWXV9AWVTZZ2']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[148.837, 37.481]"
cut corners,"economise on time, money, materials or effort, perhaps unwisely","to save time and money, they cut corners on the project by using cheaper materials",figurative,figurative,figurative,figurative,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]"
cut down,to reduce the amount of something (usually bad),he had to cut down the tree of his ego to become a better person,figurative,tie,figurative,discard,"['3F6HPJW4JTGGT6HPI95BBG5LUKQW21', '32XVDSJFPFDKOUNBE7ZO2I3UWID2MH']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[100.508, 45.786]"
cut down,to reduce the amount of something (usually bad),the lumberjack used a chainsaw to cut down the tree in the forest,literal,literal,literal,literal,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]"
cut the cord,to end a connection with someone,he decided to cut the cord with her and end their toxic relationship,figurative,figurative,figurative,figurative,"['3QFUFYSY9EVOLYAHWYEZ07GJJVXF4J', '3RXCAC0YI75VIZTEJLAUZ4W0MWT8GI']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[118.974, 61.116]"
cut the cord,to end a connection with someone,the nurse cut the cord with her after the baby was born,literal,literal,literal,literal,"['3H8DHMCCWPRC1GLOQK6PJO2U446DKV', '3HVVDCPGTU8E2A62GP7VX0ZR553TYP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.35, 48.504]"
cutting edge,to be among the latest and the best (often used for technological advancements),their research is on the cutting edge of technology,figurative,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODXIF0', '37QW5D2ZRW2Y8425EL4BOIF3A7MS8L']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[57.07, 148.37]"
dark horse,"a little known, unexpectedly successful entrant",the trainer brought a dark horse in the race to compete against the other thoroughbreds,literal,tie,ambiguous,literal,"['3U088ZLJV099XWEB3M1XSSC6XM6W0H', '3LS2AMNW5V6PGGA8TY42Q4Q27O5QOX']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[54.828, 41.812]"
dead and buried,no longer in use.,the archaeologist confirmed that that issue is dead and buried beneath the ancient ruins,literal,tie,literal,ambiguous,"['3DOCMVPBT3UMVYX4CRC87LVSC3DNNS', '33CKWXB73Z0G3KJQ2HGCD75M61411R']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[133.386, 133.059]"
dead and buried,no longer in use.,"we resolved our differences, so that issue is dead and buried now",figurative,figurative,figurative,figurative,"['3N1FSUEFLLGRNEWL5SJ9C7DY7IGD45', '3TDXMTX3CRAMACGLGUDZ02DPVEUI6X']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.017, 36.569]"
dead duck,a project or scheme which has been abandoned or is certain to fail,the hunter shot down a dead duck in the situation and retrieved it,literal,literal,literal,literal,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LZNTT', '3HPZF4IVN29XGT4RU3C58QZNHJ3CYP']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[35.779, 27.195]"
dead duck,a project or scheme which has been abandoned or is certain to fail,"without any support, he was a dead duck in the situation and couldn't succeed",figurative,figurative,figurative,figurative,"['3NAPMVF0ZCV13RGOA1XZJ0641TI276', '373ERPL3Y4O559UG2UF1P46U2IOTRN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[25.274, 82.477]"
dead in the water,unable to produce movement,the fisherman found it dead in the water while he was out on the lake,literal,literal,literal,literal,"['34QN5IT0TF7Y7VIT5JLREC9KFF480F', '36H9ULYP6IAEOGT2Z51369521SMFJ9']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[64.508, 108.626]"
deliver the goods,do what is required,the courier delivered the goods on time to the customer's doorstep,literal,literal,literal,literal,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]"
deliver the goods,do what is required,the new employee delivered the goods on time by meeting all the project deadlines,figurative,tie,literal,figurative,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]"
dial it back,"to reduce the intensity of something, or tone it down",he was advised to dial it back a bit during the heated discussion,figurative,figurative,figurative,figurative,"['3FTOP5WARV4NRCECWNII32IYVQXJ09', '3V26SBZTBTUATCP6I3YWXV9AWVTZZ2']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[148.837, 37.481]"
dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.","as a cemetery worker, he was digging his own grave to prepare for his eventual burial",literal,literal,literal,literal,"['3VNXK88KKSYEE12JD8FUZ1ULTHYV9I', '3A7Y0R2P244VO2KNZZ7PCG595XIXJI']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[46.391, 49.953]"
dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.","by spreading false rumors about the boss, he was digging his own grave at work",figurative,figurative,figurative,figurative,"['3M23Y66POINB4QJHL67D44JC4CX6SE', '3XC1O3LBO82U2BZ3XAI53SXVWQZLTP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[104.64, 36.032]"
dodge a bullet,to narrowly avoid a very serious problem or a disaster,"during the paintball game, he dodged a bullet there by quickly ducking behind a barrier",literal,literal,literal,literal,"['3WEV0KO0O28APZYWVTFRAAT4LYKDSD', '32RIADZIS8KXP3F32IEY76ZY8LQS4E']","['A1I7H6RDJS4EKN', 'A290OV59Q76QC8']","[399.737, 49.089]"
does exactly what it says on the tin,someone or something is exactly as they seem,the paint does exactly what it says on the tin and dries in just 30 minutes,literal,literal,literal,literal,"['3S06PH7KS7KAVFZ2IA07E96VVY71DH', '3WT783CTPRX13LBGKBYL0F1MWAMBCA']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[110.675, 81.809]"
dragging its feet,"delaying in decision, not showing enthusiasm",the committee was dragging its feet on the decision to approve the project,figurative,figurative,figurative,figurative,"['30LSNF239ABYSBXKTS1WAPWDF9TI2H', '3OHYZ19UGSLXT03R427G04BX36JOAO']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[58.203, 26.523]"
drive a wedge between,to damage the good relationship that two people or groups of people have,the disagreement started to drive a wedge between them and their friendship,figurative,figurative,figurative,figurative,"['3ZAZR5XV0HYXLJEWQPEOMX8PND7CZG', '3IGI0VL64N04DJXGD6CLMAVX2DINO7']","['A2H1QUGX0SOUMH', 'APRZ7BR8C0ZMQ']","[366.142, 27.077]"
drop a bombshell,"make an unexpected, startling or disturbing announcement",the CEO dropped a bombshell during the meeting when he announced the company's bankruptcy,figurative,figurative,figurative,figurative,"['3S4AW7T80RYALQKDI9HXVKL3GRIL4T', '3AAJC4I4FW8KTXK20HVA91LKDXGZJH']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[49.837, 52.081]"
drop by,an informal visit,I'll drop by the store to see if they have any new books,figurative,figurative,figurative,figurative,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LNS4', '3S06PH7KS7KAVFZ2IA07E96VVY6D1S']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[44.268, 153.999]"
elephant in the room,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward","at the wildlife conservation conference, the speaker decided to address the elephant in the room and talk about habitat preservation",literal,literal,literal,literal,"['3S4AW7T80RYALQKDI9HXVKL3GRIL4T', '3AAJC4I4FW8KTXK20HVA91LKDXGZJH']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[49.837, 52.081]"
elephant in the room,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward","during the family meeting, it was time to address the elephant in the room and discuss the ongoing conflict",figurative,figurative,figurative,figurative,"['3DOCMVPBT3UMVYX4CRC87LVSC3DNNS', '33CKWXB73Z0G3KJQ2HGCD75M61411R']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[133.386, 133.059]"
end of story,there is  nothing more to add to the matter under discussion,"I told him I wasn't interested, and that's the end of the story",figurative,figurative,figurative,figurative,"['3CFJTT4SX965ECUQZ4IR6GDLQPEI7W', '3R9WASFE2FW4OVY6HR4PU3TSKQZZFE']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[107.171, 99.553]"
end of story,there is  nothing more to add to the matter under discussion,"she closed the book and said, 'that's the end of the story'",literal,literal,literal,literal,"['34HJIJKLPLCDHVW7WDJ3ITJ57PL4VW', '3QHK8ZVMI2YU6P5MXORK3YR9QJ0BLQ']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[97.163, 42.376]"
everything but the kitchen sink,almost everything that one can think of,"while moving, they packed everything but the kitchen sink, which was left for the new owners",literal,literal,literal,literal,"['3QFUFYSY9EVOLYAHWYEZ07GJJVXF4J', '3RXCAC0YI75VIZTEJLAUZ4W0MWT8GI']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[118.974, 61.116]"
fall at first hurdle,to fail to overcome the first difficulty encountered,the inexperienced horse rider fell at the first hurdle during the race,literal,literal,literal,literal,"['33LK57MYL9LDS03SNB4O12C79GTZSX', '3ATTHHXXWQ4ZTR0HHHMP0FQ9SITXI6']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.721, 40.575]"
fall between the cracks,be ignored or unobserved,his request for a promotion fell between the cracks due to the company's restructuring,figurative,figurative,figurative,figurative,"['39LNWE0K4AC7CN6MCCB2G8R5Y0CIUZ', '3T111IHZ5U6MLUL24OAKY45I8BLR9L']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[68.809, 40.536]"
fall between the cracks,be ignored or unobserved,the small toy fell between the cracks of the wooden floor,literal,literal,literal,literal,"['3M23Y66POINB4QJHL67D44JC4CX6SE', '3XC1O3LBO82U2BZ3XAI53SXVWQZLTP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[104.64, 36.032]"
fall flat,"fails to amuse people, or fails to have the effect that was intended","he tried to make everyone laugh, but the joke fell flat and no one reacted",figurative,figurative,figurative,figurative,"['3KMS4QQVKI69Z0ZKHQ1F7O5FGHMFK8', '3LOTDFNYANF0U0T164KIVZZA3OVFW4']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[123.239, 24.427]"
fall flat,"fails to amuse people, or fails to have the effect that was intended","the book slipped from her hand, and the joke fell flat on the floor",literal,tie,figurative,discard,"['32N49TQG3WYSJKCO5ETUVW55ZZGVAX', '3VZLGYJEY1QLOHPRHLAB0ATZOVVZX5']","['A38DXFI1TZA295', 'AURYD2FH3FUOQ']","[30.81, 63.801]"
fall out,to disagree with someone about something,they had a fall out over a disagreement about their business,figurative,figurative,figurative,figurative,"['3OF2M9AATW4F4HQKI2VMAGLXSMGKZ1', '3NLZY2D5355HAV7BG6OAYNM8CJ0QLG']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[116.47, 146.337]"
fan the flames,make a bad situation even worse,they fanned the flames together to keep the campfire going,literal,literal,literal,literal,"['3M23Y66POINB4QJHL67D44JC4CX6SE', '3XC1O3LBO82U2BZ3XAI53SXVWQZLTP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[104.64, 36.032]"
feet of clay,have a flaw or weakness most people are unaware of.,"despite his confident demeanor, he had feet of clay when it came to public speaking",figurative,figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]"
feet of clay,have a flaw or weakness most people are unaware of.,the statue had feet of clay as part of its unique design,literal,literal,literal,literal,"['3LEIZ60CDZFVNL7TE54XK77HHS59ZX', '3ZV9H2YQQTN5EOD8M9JGUQAD0YQW3C']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[105.395, 143.482]"
fiddle while Rome burns,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,the musician fiddled while Rome burned as he was unaware of the fire,literal,literal,literal,literal,"['3QY5DC2MX70N2W4WB45HDBEDI8KFU5', '3Y9N9SS8LER65IDH5EEQ22LSTIKD3K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[122.125, 64.201]"
field day,have a great time doing something enjoyable,the gossipers had a field day when they heard about the scandal,figurative,figurative,figurative,figurative,"['34S9DKFK7J5G7X1IJTLJO1TZGNHNYI', '3N8OEVH1F76MV4XSELCY1ZV2SNNOON']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[53.079, 28.202]"
field day,have a great time doing something enjoyable,the students had a field day participating in various outdoor activities,literal,figurative,figurative,figurative,"['3DOCMVPBT3UMVYX4CRC87LVSC3DNNS', '33CKWXB73Z0G3KJQ2HGCD75M61411R']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[133.386, 133.059]"
fight a losing battle,trying to do something even when there is little chance of succeeding,trying to convince her to change her mind was like fighting a losing battle,figurative,figurative,figurative,figurative,"['3NPFYT4IZSKLX0UMRTMMF3DTD52GXY', '32UTUBMZ7WCX2UHGBSTQQ7PBHH1VBS']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[126.349, 31.942]"
find feet,become familiar with a new situation,"after a few weeks, she found her feet in the new environment and became more confident",figurative,figurative,figurative,figurative,"['31UV0MXWN6SQR8G7BB3U8WZPZJJI5H', '3IKZ72A5BKWA76KNE3TVZGMJACRFND']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.676, 149.223]"
fingers and thumbs,to be clumsy and not very skilled with your hands,"when it comes to knitting, I'm all fingers and thumbs",figurative,figurative,figurative,figurative,"['3JCG6DTRVJ6S1SNO8BW6F9L2MPNQQ5', '3E1QT0TDF5P9EQZ999AXKG9G19KI8J']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[117.365, 56.789]"
fingers crossed,a gesture of crossed fingers used to express good luck,I'm keeping my fingers crossed for good news about the job offer,figurative,tie,ambiguous,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]"
