idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
the brains behind,"used to refer to the person who originally invented a particular scheme, plan or idea","He is the brains behind the operation, manipulating the system",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 452, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJYJUU0', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATHE53I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 419, 'AssignmentId': '3COPXFW7XRSLQDOEVTXKJIJJ9QTKPX', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATHE53I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 236, 'AssignmentId': '3YMU66OBI3OOBAU7MP40CHPZGI2HGM', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATHE53I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,1,0,0,False,True
fall flat,"fails to amuse people, or fails to have the effect that was intended",His joke fell flat and no one laughed,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 452, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJYJUU0', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATHE53I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 419, 'AssignmentId': '3COPXFW7XRSLQDOEVTXKJIJJ9QTKPX', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATHE53I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 236, 'AssignmentId': '3YMU66OBI3OOBAU7MP40CHPZGI2HGM', 'HITId': '30UZJB2PPWS8EL0UZ6R6F61ATHE53I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
got in his hair,to annoy someone so much that they cannot get on with what they are doing,My project got in his hair as he was getting overwhelmed by it,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 207, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5P3WIUG', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 263, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7H7IO2', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 546, 'AssignmentId': '34Q075JO1DTGWVY86YCCZ2MCSCH013', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,False
in the bag,have something as good as secured or certain,This deal is in the bag as they signed the contract yesterday,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 207, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5P3WIUG', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 263, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7H7IO2', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 546, 'AssignmentId': '34Q075JO1DTGWVY86YCCZ2MCSCH013', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
burst at the seams,to be filled up to the brim,The room was bursting at the seams with people eager to learn the new skill,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 207, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5P3WIUG', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 263, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7H7IO2', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 546, 'AssignmentId': '34Q075JO1DTGWVY86YCCZ2MCSCH013', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cold turkey,in a unexpected and sudden way,She went cold turkey,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 207, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5P3WIUG', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 263, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7H7IO2', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 546, 'AssignmentId': '34Q075JO1DTGWVY86YCCZ2MCSCH013', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
Young Turk,a young person who has many new ideas and wants a reform,He's a Young Turk as his family is from Turkey,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 207, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5P3WIUG', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 263, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7H7IO2', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 546, 'AssignmentId': '34Q075JO1DTGWVY86YCCZ2MCSCH013', 'HITId': '3EN4YVUOVR8S1IMT8X2ONW9JID9XJV', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
field day,have a great time doing something enjoyable,She had a field day checking her bank account balance,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 447, 'AssignmentId': '35GCEFQ6IL498JIDXW3NTU4V83EZ3M', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3MX2NQ3YCPANH352AX3VB6M4EZ85XM', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 58, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6XZBLGX', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
jam on your face,"people who appear to be caught, embarrassed or found guilty",John had jam on his face when we saw him in the party,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 447, 'AssignmentId': '35GCEFQ6IL498JIDXW3NTU4V83EZ3M', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3MX2NQ3YCPANH352AX3VB6M4EZ85XM', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 58, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6XZBLGX', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,True
snake in the shoes,to be in a state of fear,"There was a snake in the shoes metaphorically speaking, implying that disaster was about to happen",0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 447, 'AssignmentId': '35GCEFQ6IL498JIDXW3NTU4V83EZ3M', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3MX2NQ3YCPANH352AX3VB6M4EZ85XM', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 58, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6XZBLGX', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
bag and baggage,(with) all one's belongings.,She packed her bag and baggage,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 447, 'AssignmentId': '35GCEFQ6IL498JIDXW3NTU4V83EZ3M', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3MX2NQ3YCPANH352AX3VB6M4EZ85XM', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 58, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6XZBLGX', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,0,1,0,True,True
the devil is beating his wife,raining whereas the sun is shining.,The devil is beating his wife.,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 447, 'AssignmentId': '35GCEFQ6IL498JIDXW3NTU4V83EZ3M', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3MX2NQ3YCPANH352AX3VB6M4EZ85XM', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 58, 'AssignmentId': '3LO69W1SUJTQX6DXDAJY49I6XZBLGX', 'HITId': '3H781YYV78YD9LRHPMQ01DBL09QET9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,0,2,2,False,False
bite the dust,to fall to the ground,The team bit the dust when they marched over it,1,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 248, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCC3ILM', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 427, 'AssignmentId': '3R3YRB5GRVJS65NO0OJPZA3MCVRAU4', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 530, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQQ94IG', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,3,1,1,False,False
hornets' nest,a violent situation or one with a lot of dispute,He stirred the hornets' nest when he disturbed the hive of buzzing insects,1,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 248, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCC3ILM', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 427, 'AssignmentId': '3R3YRB5GRVJS65NO0OJPZA3MCVRAU4', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 530, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQQ94IG', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
line in the sand,a boundary beyond which one cannot proceed without consequences,He drew a line in the sand when it came to the issue of whether to stay with his current job,0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 248, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCC3ILM', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 427, 'AssignmentId': '3R3YRB5GRVJS65NO0OJPZA3MCVRAU4', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 530, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQQ94IG', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
cat among the pigeons,do or say something that causes trouble and make a lot of people angry or worried,He caused a cat among the pigeons,2,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 248, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCC3ILM', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 427, 'AssignmentId': '3R3YRB5GRVJS65NO0OJPZA3MCVRAU4', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 530, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQQ94IG', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
a damp squib,an event which people think will be exciting but which is disappointing when it happens.,The event was a damp squib as it failed to live up to expectations,0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 248, 'AssignmentId': '38SKSKU7RHD4TXJS3YJ1PLVMCC3ILM', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 427, 'AssignmentId': '3R3YRB5GRVJS65NO0OJPZA3MCVRAU4', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 530, 'AssignmentId': '392CY0QWGH78VPC7X6KK34TBQQ94IG', 'HITId': '3PKJ68EHE2CVFSME3TK2KALPUNRHJN', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,False
icing on the cake,when something good is added to another good thing that you already have,This was the icing on the cake,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 314, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP24KU7AZ', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 244, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKS8V3I', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 413, 'AssignmentId': '3DOCMVPBT3UMVYX4CRC87LVS36WNN8', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
clamp down,suppress or prevent something in an oppressive or harsh manner,They clamped down on free speech by using metal clamps to attach protesters' mouths shut,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 314, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP24KU7AZ', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 244, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKS8V3I', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 413, 'AssignmentId': '3DOCMVPBT3UMVYX4CRC87LVS36WNN8', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
drive a wedge between,to damage the good relationship that two people or groups of people have,They drove a wedge between us,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 314, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP24KU7AZ', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 244, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKS8V3I', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 413, 'AssignmentId': '3DOCMVPBT3UMVYX4CRC87LVS36WNN8', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
when pigs fly,something that will never happen,"It will happen when pigs fly, which is actually possible if they are trained to do so""",1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 314, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP24KU7AZ', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 244, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKS8V3I', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 413, 'AssignmentId': '3DOCMVPBT3UMVYX4CRC87LVS36WNN8', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}",1,1,3,1,False,False
at bottom,to the core of the object,It's all at bottom when it comes to the root of the issue,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 314, 'AssignmentId': '3UXUOQ9OKUDQ8UBSNGQEPIP24KU7AZ', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 244, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKS8V3I', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 413, 'AssignmentId': '3DOCMVPBT3UMVYX4CRC87LVS36WNN8', 'HITId': '3J9UN9O9KI8K4SGI5LDHEIM886P0J4', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,False
end of the day,to look at all the possibilities and then to make a final decision,"At the end of the day, I finally went to bed",1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 589, 'AssignmentId': '3FE7TXL1LY3B99L36065JRNZXMTQ28', 'HITId': '3CIS7GGG7KZS9Y66PRGA69XNJNXEU0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 63, 'AssignmentId': '326O153BMYE9FGTEUYVMLTPPBAUDES', 'HITId': '3CIS7GGG7KZS9Y66PRGA69XNJNXEU0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 576, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5ZFYF3', 'HITId': '3CIS7GGG7KZS9Y66PRGA69XNJNXEU0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
go by the book,"do things strictly according to the written rules, etc.",He went by the book,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 589, 'AssignmentId': '3FE7TXL1LY3B99L36065JRNZXMTQ28', 'HITId': '3CIS7GGG7KZS9Y66PRGA69XNJNXEU0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 63, 'AssignmentId': '326O153BMYE9FGTEUYVMLTPPBAUDES', 'HITId': '3CIS7GGG7KZS9Y66PRGA69XNJNXEU0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 576, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5ZFYF3', 'HITId': '3CIS7GGG7KZS9Y66PRGA69XNJNXEU0', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
