annotations_ambiguous_x,annotations_figurative_x,annotations_literal_x,bad_idiom_x,converted_x,error_x,idiom,intended_ambiguous_x,intended_ambiguous_old_x,intended_figurative_x,intended_figurative_old_x,intended_literal_x,intended_literal_old_x,is_literal_x,iter_x,justification_x,maxvote - for sort_x,maxvote_ambiguous_x,maxvote_figurative_x,maxvote_literal_x,meaning_x,well_formed_x,meaning_y,intended_ambiguous_y,intended_figurative_y,intended_literal_y,is_literal_y,justification_y,converted_y,iter_y,bad_idiom_y,error_y,intended_ambiguous_old_y,intended_figurative_old_y,intended_literal_old_y,maxvote - for sort_y,maxvote_ambiguous_y,maxvote_figurative_y,maxvote_literal_y,well_formed_y,annotations_ambiguous_y,annotations_figurative_y,annotations_literal_y
"['literal', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']","['literal', 'figurative', 'figurative']",False,False,False,household name,became a household name,He became a household name,"after her successful book series, she became a household name in the literary world",He became a household name last year when his business took off,"when the family decided to name their new puppy after her, she became a household name",He became a household name since his name was written on all of the grocery lists and orders,False,0,"The hypothesis is not a literal interpretation of the idiom 'household name', as the idiom usually refers to a person or thing that is well-known to the general public. In this case, the puppy is only known within the family, not to the public.",figurative : figurative : figurative,figurative,figurative,figurative,to be very popular,False,to be very popular,become a household name,her innovative invention helped her become a household name across the country,"after the census, everyone in the family had to become a household name on the official registration",True,"In this context, 'household name' is used to refer to the names of family members being registered in the census, which is a literal interpretation of the idiom. The usual figurative meaning of 'household name' is someone or something that is well-known to the general public.",False,0,False,False,He became a household name,He became a household name last year when his business took off,He became a household name since his name was written on all of the grocery lists and orders,figurative : figurative : figurative,figurative,figurative,figurative,False,"['literal', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']","['literal', 'figurative', 'figurative']"
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,in full swing,the party was in full swing,The party is in full swing,"when we arrived, the party was in full swing with everyone dancing and laughing",The party is in full swing as everyone is having a great time,the pendulum experiment demonstrated that the party was in full swing when the ball reached its highest point,The party is in full swing as the DJ is playing all the latest songs,False,0,"The hypothesis uses the idiom 'in full swing' in a context that seems to be about a pendulum experiment, but it is still used figuratively to describe the party being at its peak or most active. The idiom is not interpreted literally here.",figurative : figurative : figurative,figurative,figurative,figurative,at a stage when the level of activity is at its highest,False,at a stage when the level of activity is at its highest,in full swing,"when we arrived, the party was in full swing and everyone was dancing",the pendulum of the grandfather clock was in full swing as it kept time,True,"In this context, 'in full swing' is used to describe the pendulum's movement, which is a literal interpretation of the phrase.",False,1,False,False,The party is in full swing,The party is in full swing as everyone is having a great time,The party is in full swing as the DJ is playing all the latest songs,figurative : figurative : figurative,figurative,figurative,figurative,False,"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']"
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,in the bag,had it in the bag,This deal is in the bag,"after weeks of preparation, she had it in the bag and aced the interview","This deal is in the bag, so the company is guaranteed to succeed",she had it in the bag when she found the missing wallet,This deal is in the bag as they signed the contract yesterday,False,0,"The idiom 'in the bag' is used figuratively to mean something is certain or guaranteed. In this case, it is not referring to a literal bag or the act of putting something in a bag.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,have something as good as secured or certain,False,have something as good as secured or certain,had it in the bag,"after weeks of preparation, we had it in the bag for the competition",she had it in the bag when she went shopping for groceries,True,"In this context, 'in the bag' is used literally to describe an item being physically placed in a bag during grocery shopping. It does not use the figurative meaning of having a guaranteed success or victory.",False,0,False,False,This deal is in the bag,"This deal is in the bag, so the company is guaranteed to succeed",This deal is in the bag as they signed the contract yesterday,ambiguous : figurative : figurative,ambiguous,figurative,figurative,False,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']"
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']",False,False,False,in the heat of the moment,in the heat of the moment,He did it in the heat of the moment,he made a rash decision in the heat of the moment during the argument,He did it in the heat of the moment without thinking about the consequences,"while standing near the bonfire, they shared a passionate kiss in the heat of the moment",He did it in the heat of the moment because the temperature was high,False,0,"The hypothesis is not a literal interpretation of the idiom 'in the heat of the moment', as it is used to describe a passionate kiss that happened spontaneously, not because of the physical heat from the bonfire.",figurative : figurative : ambiguous,figurative,figurative,ambiguous,saying or doing something without thinking due go anger or excitement,False,saying or doing something without thinking due go anger or excitement,in the heat of the moment,he made a rash decision in the heat of the moment during the argument,"while standing near the bonfire, they found themselves in the heat of the moment",True,"In this context, 'in the heat of the moment' is used to describe the physical heat from the bonfire, which is a literal interpretation of the idiom. The figurative meaning of the idiom, which refers to acting impulsively due to strong emotions, is not present in this sentence.",False,0,False,False,He did it in the heat of the moment,He did it in the heat of the moment without thinking about the consequences,He did it in the heat of the moment because the temperature was high,figurative : figurative : ambiguous,figurative,figurative,ambiguous,False,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']"
"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,in your face,an in-your-face attitude,This was in your face,his aggressive sales pitch showed an in-your-face attitude that turned off potential customers,"This was in your face, intended to be a warning for you",the 3D movie had an in-your-face attitude with objects flying towards the audience,"This was in your face, so you could feel it on your skin",False,0,"Although the hypothesis uses the idiom 'in your face' to describe objects flying towards the audience, it is still used in a figurative sense to convey the intensity and aggressiveness of the 3D movie experience.",ambiguous : figurative : literal,ambiguous,figurative,literal,"a bold, defiant or aggressive manner",True,"a bold, defiant or aggressive manner",that was in your face,"when he scored the winning goal, that was in your face to the opposing team","the ball flew towards him, and that was in your face before he could react",True,"In this context, 'in your face' is used to describe the ball's physical proximity to the person's face, which is a literal interpretation of the idiom.",False,0,False,False,This was in your face,"This was in your face, intended to be a warning for you","This was in your face, so you could feel it on your skin",ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['figurative', 'figurative', 'literal']",False,False,False,it's not brain surgery,it's not brain surgery,It's not brain surgery,"don't worry about assembling the furniture, it's not brain surgery","It's not brain surgery, so you shouldn't have to spend too much time on it","fixing a broken computer is complicated, but it's not brain surgery","It's not brain surgery, so you don't have to be a neurosurgeon to do it""",False,0,"The idiom 'it's not brain surgery' is used figuratively to imply that a task is not as difficult or complicated as it may seem. The hypothesis is not interpreting the idiom literally, as it is not referring to actual brain surgery.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,to indicate that a specific task is simple and easy to undertake ,False,to indicate that a specific task is simple and easy to undertake ,it's not brain surgery,"relax, fixing a flat tire it's not brain surgery","although challenging, this medical procedure it's not brain surgery, it's a knee replacement",True,"In this context, the idiom 'it's not brain surgery' is used to literally compare the complexity of a knee replacement surgery to that of brain surgery, which is known to be more difficult.",False,0,False,False,It's not brain surgery,"It's not brain surgery, so you shouldn't have to spend too much time on it","It's not brain surgery, so you don't have to be a neurosurgeon to do it""",ambiguous : figurative : figurative,ambiguous,figurative,figurative,False,"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['figurative', 'figurative', 'literal']"
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'ambiguous']",False,False,False,jobs for the boys,giving jobs for the boys,They got jobs for the boys,the company was criticized for giving jobs for the boys instead of hiring based on merit,"They got jobs for the boys, which means they're looking to only hire people they know",the summer camp was giving jobs for the boys to help them earn some pocket money,"They got jobs for the boys, so they'll be able to make some money",False,0,"The idiom 'jobs for the boys' is used to describe favoritism or nepotism, where people in power give jobs to their friends or relatives. The hypothesis, however, is about providing jobs to boys at a summer camp, which does not convey the idea of favoritism or nepotism.",ambiguous : figurative : literal,ambiguous,figurative,literal,work that someone in an important position gives to their friends or relations,True,work that someone in an important position gives to their friends or relations,creating jobs for the boys,the politician was accused of creating jobs for the boys by favoring his friends,the youth center was creating jobs for the boys to keep them occupied during summer break,True,"In this context, the phrase 'jobs for the boys' is used literally, as it refers to actual jobs being created for young boys during the summer break.",False,0,False,False,They got jobs for the boys,"They got jobs for the boys, which means they're looking to only hire people they know","They got jobs for the boys, so they'll be able to make some money",ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'ambiguous']"
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",False,False,False,knee jerk reaction,a knee jerk reaction to the news,His knee jerk reaction,his sudden outburst was a knee jerk reaction to the news of the company's bankruptcy,His knee jerk reaction to the bad news was to move away from the city,"the doctor tapped his patient's leg, causing a knee jerk reaction to the news of the reflex hammer",His knee jerk reaction to the loud noise was to jerk his knee,False,0,"The hypothesis is not a literal interpretation of the idiom 'knee jerk reaction', as it mixes the literal meaning of a reflex with the figurative meaning of reacting impulsively to news. The idiom is used to describe an immediate, unthinking response, not a physical reflex.",ambiguous : figurative : literal,ambiguous,figurative,literal,an automatic response to something,True,an automatic response to something,a knee jerk reaction,his decision to quit was a knee jerk reaction to the criticism he received,"the doctor tested her reflexes by tapping her knee, causing a knee jerk reaction",True,"In this context, the phrase 'knee jerk reaction' is used to describe the literal reflex action of the knee when tapped by a doctor, rather than the figurative meaning of an immediate, unthinking response.",False,0,False,False,His knee jerk reaction,His knee jerk reaction to the bad news was to move away from the city,His knee jerk reaction to the loud noise was to jerk his knee,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']"
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,look on the bright side,look on the bright side of things,You should look on the bright side,"despite the setback, she encouraged us to look on the bright side of things and learn from the experience",You should look on the bright side of things and try to focus on the positives,"as the sun rose, we decided to look on the bright side of things and enjoy the beautiful view",You should look on the bright side of the room and you'll see a window,False,0,"Although the sentence mentions the sun and a beautiful view, the phrase 'look on the bright side' is still used figuratively to mean focusing on the positive aspects of a situation.",ambiguous : figurative : literal,ambiguous,figurative,literal,always try to see the good things even in bad situations,True,always try to see the good things even in bad situations,looking on the bright side,"despite the setbacks, she was always looking on the bright side and staying positive","while standing by the window, he was looking on the bright side where the sun was shining",True,"In this sentence, the idiom 'look on the bright side' is used literally, as the person is physically looking at the side where the sun is shining, rather than the figurative meaning of staying optimistic.",False,0,False,False,You should look on the bright side,You should look on the bright side of things and try to focus on the positives,You should look on the bright side of the room and you'll see a window,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,True,False,miss the boat,she missed the boat on that opportunity,We missed the boat,she missed the boat on that opportunity by not applying for the job in time,We missed the boat as we were too late to take advantage of the opportunity,she missed the boat on that opportunity to take the scenic river cruise,We missed the boat when it sailed away from the docks,False,0,"The hypothesis is not a literal interpretation of the idiom 'miss the boat' because it is used figuratively to describe missing an opportunity, not physically missing a boat.",ambiguous : figurative : literal,ambiguous,figurative,literal,miss a chance,True,miss a chance,she missed the boat for the event,she missed the boat for the event by not buying tickets before they sold out,she missed the boat for the event when she arrived at the dock just as it sailed away,True,"In this case, the idiom 'miss the boat' is used in a literal sense, as the person physically missed the boat at the dock when it sailed away.",False,1,False,False,We missed the boat,We missed the boat as we were too late to take advantage of the opportunity,We missed the boat when it sailed away from the docks,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,no picnic,it was no picnic,The project was no picnic,"working on that project for hours, it was no picnic for the team",The project was no picnic since it was challenging and time-consuming,"despite the food and blankets, the rain made sure it was no picnic for us","The project was no picnic as we did not bring anything to eat."" ",False,0,"The hypothesis is not a literal interpretation of the idiom 'no picnic', as it uses the idiom to describe a situation that was not enjoyable or easy, rather than referring to an actual picnic.",figurative : figurative : literal,figurative,figurative,literal,used to express that an activity or action is not fun,False,used to express that an activity or action is not fun,it's no picnic,"dealing with the aftermath of the storm, it's no picnic for the residents","looking at the muddy field, she realized it's no picnic spot",True,"In this context, 'no picnic' is used to describe the unsuitability of the muddy field for a picnic, which is a literal interpretation of the phrase.",False,0,False,False,The project was no picnic,The project was no picnic since it was challenging and time-consuming,"The project was no picnic as we did not bring anything to eat."" ",figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'literal']",False,False,False,over the moon,over the moon about the news,He was over the moon,she was over the moon about the news of her promotion,He was over the moon when he heard the news of his promotion,the astronaut floated over the moon about the news of a successful mission,He was over the moon because he observed it in a telescope,False,0,"Although the sentence involves an astronaut and the moon, the phrase 'over the moon' is still used figuratively to describe the astronaut's happiness about the successful mission.",ambiguous : figurative : literal,ambiguous,figurative,literal,extremely pleased or happy,True,extremely pleased or happy,be over the moon,"when she got the promotion, she couldn't help but be over the moon","in a futuristic world, astronauts could be over the moon during their space missions",True,"In this context, 'over the moon' is used to describe the physical location of astronauts in space, which is a literal interpretation of the idiom.",False,0,False,False,He was over the moon,He was over the moon when he heard the news of his promotion,He was over the moon because he observed it in a telescope,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'literal']"
"['figurative', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,ring fencing,ring fencing the funds,They implemented ring fencing,the company decided to ring fencing the funds for the research department,They implemented ring fencing to protect their assets from outside interference,the accountant was ring fencing the funds by placing them in a separate account with a unique password,They implemented ring fencing around the perimeter of the property,False,0,"The hypothesis is not a literal interpretation of the idiom 'ring fencing' because it is not about physically creating a fence around something. Instead, it figuratively refers to the act of protecting or isolating resources, in this case, funds.",ambiguous : figurative : literal,ambiguous,figurative,literal,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,True,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,implementing ring fencing,the company is implementing ring fencing to protect its core assets,the farmer was implementing ring fencing to keep his animals safe from predators,True,"In this context, 'ring fencing' is used to describe the literal action of creating a fence around an area to protect the animals. It is not used in its figurative sense of isolating or protecting resources or funds.",False,0,False,False,They implemented ring fencing,They implemented ring fencing to protect their assets from outside interference,They implemented ring fencing around the perimeter of the property,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['figurative', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'figurative', 'literal']"
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,sail through,sail through the challenges,She sailed through,"with her determination and hard work, she managed to sail through the challenges of her new job",She sailed through the project due to her diligence and hard work,the experienced captain was able to sail through the challenges of the stormy sea,She sailed through the lake due to favorable winds,False,0,"Although the sentence involves sailing and the sea, the idiom 'sail through' is used figuratively to describe the captain's ability to handle the challenges with ease, not literally sailing through an obstacle.",ambiguous : figurative : literal,ambiguous,figurative,literal,to succeed in doing it without difficulty,True,to succeed in doing it without difficulty,sailed through the test,she studied hard and sailed through the test with ease,"during the boating competition, they sailed through the test course",True,"In this context, 'sailed through' is used to describe the action of physically sailing through a test course during a boating competition, which is a literal interpretation of the idiom.",False,0,False,False,She sailed through,She sailed through the project due to her diligence and hard work,She sailed through the lake due to favorable winds,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,False,False,set the bar,set the bar high,You set the bar,she set the bar high for her colleagues with her outstanding performance,You set the bar high with your success which made everyone push to surpass your achievements,the coach set the bar high for the high jump competition,You set the bar on the ground as you completed your work out,False,0,"In this context, 'set the bar' is used figuratively to mean setting a high standard or expectation for the high jump competition, not physically setting a bar.",ambiguous : figurative : literal,ambiguous,figurative,literal,fix the standards acceptable for the task,True,fix the standards acceptable for the task,set the bar high,she set the bar high with her exceptional performance,the gymnastics coach set the bar high for the athletes to practice their routines,True,"In this context, 'set the bar' is used literally, as it refers to the physical act of setting the height of a gymnastics bar for athletes to practice their routines.",False,0,False,False,You set the bar,You set the bar high with your success which made everyone push to surpass your achievements,You set the bar on the ground as you completed your work out,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']",False,False,False,show true colors,showed their true colors,He showed his true colors,"when the pressure was on, they showed their true colors and revealed their true intentions",He showed his true colors by being dishonest about the details,the chameleon showed their true colors when it stopped blending in with the environment,He showed his true colors when he finally painted the walls in his room the color of his choice,False,0,"Although the hypothesis uses the concept of a chameleon changing colors, which seems literal, it still uses the idiom 'show true colors' in a figurative sense to describe revealing one's true nature or intentions.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to reveal what one is really like,False,to reveal what one is really like,showed their true colors,"when the pressure mounted, they showed their true colors and revealed their selfish nature",the chameleon showed their true colors when it stopped blending in with the environment,True,"In this case, the idiom 'show true colors' is used literally, as it refers to the chameleon revealing its actual color when it stops blending in with its surroundings.",False,0,False,False,He showed his true colors,He showed his true colors by being dishonest about the details,He showed his true colors when he finally painted the walls in his room the color of his choice,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']"
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,straight from the horse's mouth,heard it straight from the horse's mouth,He heard it straight from the horse's mouth,I heard it straight from the horse's mouth that the company is planning a merger,He heard it straight from the horse's mouth so you know it's true,the veterinarian heard it straight from the horse's mouth when the animal neighed loudly,He heard it straight from the horse's mouth because he was standing right next to it,False,0,"The idiom 'straight from the horse's mouth' is used to describe getting information directly from the most reliable source. In the hypothesis, the veterinarian hearing the horse neigh is not a literal interpretation of the idiom, as it is still used figuratively to describe getting information.",ambiguous : figurative : literal,ambiguous,figurative,literal,from a dependable or reliable source,True,from a dependable or reliable source,heard it straight from the horse's mouth,I heard it straight from the horse's mouth that the company is planning a merger,the ventriloquist made it seem like we heard it straight from the horse's mouth during the performance,True,"In this context, the phrase is used literally, as the ventriloquist made it seem like the horse was actually speaking, rather than the figurative meaning of getting information from a reliable source.",False,0,False,False,He heard it straight from the horse's mouth,He heard it straight from the horse's mouth so you know it's true,He heard it straight from the horse's mouth because he was standing right next to it,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']"
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,takes two to tango,it takes two to tango,It takes two to tango,"when it comes to resolving conflicts, remember that it takes two to tango",It takes two to tango and both parties need to work together to achieve their goals,"in a dance competition, the judges reminded the participants that it takes two to tango",It takes two to tango and they both need to be physically able to dance together,False,0,"The hypothesis is not a literal interpretation of the idiom, as it uses the idiom in a figurative sense to emphasize the importance of cooperation or partnership in a dance competition.",ambiguous : figurative : literal,ambiguous,figurative,literal,certain actions or activities cannot be performed alone - they  need two people to participate,True,certain actions or activities cannot be performed alone - they  need two people to participate,it takes two to tango,"when it comes to resolving conflicts, remember that it takes two to tango","in a ballroom dance competition, it takes two to tango as the dance requires a partner",True,"The hypothesis is a literal interpretation of the idiom because it refers to the actual dance of tango, which requires two people to perform.",False,0,False,False,It takes two to tango,It takes two to tango and both parties need to work together to achieve their goals,It takes two to tango and they both need to be physically able to dance together,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,taste of own medicine,gave him a taste of his own medicine,She got a taste of own medicine,"when he tried to prank her, she gave him a taste of his own medicine by pranking him back",She got a taste of own medicine when another person treated her the same way she treated them,she gave him a taste of his own medicine by making him try the bitter concoction he had prepared for her,She got a taste of own medicine when she accidentally drank her own prescription medication,False,0,"The hypothesis is not a literal interpretation of the idiom because it uses the idiom figuratively to describe a situation where someone experiences the same negative treatment they have given to others, rather than actually tasting medicine.",ambiguous : figurative : literal,ambiguous,figurative,literal,when someone gets the same bad treatment that he has been giving others,True,when someone gets the same bad treatment that he has been giving others,gave him a taste of his own medicine,"when he tried to prank her, she gave him a taste of his own medicine by pranking him back","after he made a bitter concoction, she gave him a taste of his own medicine by making him drink it",True,"In this case, the hypothesis is a literal interpretation of the idiom because it involves someone actually tasting a medicine they created, rather than the figurative meaning of experiencing the same negative treatment they have given to others.",False,0,False,False,She got a taste of own medicine,She got a taste of own medicine when another person treated her the same way she treated them,She got a taste of own medicine when she accidentally drank her own prescription medication,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['ambiguous', 'figurative', 'figurative']","['figurative', 'ambiguous', 'figurative']","['literal', 'figurative', 'ambiguous']",False,False,False,that's going too far,that's going too far,He said that's going too far,insulting her family was that's going too far and crossed the line,He said that's going too far when I asked him to donate to charity,"driving 200 miles for a cup of coffee, that's going too far for a simple pleasure",He said that's going too far when I tried to walk across the room without bending my knees,False,0,"The idiom 'that's going too far' is used figuratively to mean that something is excessive or unreasonable. In the hypothesis, it is used to describe an excessive action (driving 200 miles for a cup of coffee), but the idiom itself is still used in its figurative sense.",figurative : figurative : ambiguous,figurative,figurative,ambiguous,to do something that is considered extreme or unacceptable,False,to do something that is considered extreme or unacceptable,that's going too far,insulting her family was that's going too far in their argument,"driving 100 miles for a cup of coffee, that's going too far",True,"In this context, 'that's going too far' is used to describe the literal distance traveled for a cup of coffee, which is considered excessive.",False,0,False,False,He said that's going too far,He said that's going too far when I asked him to donate to charity,He said that's going too far when I tried to walk across the room without bending my knees,figurative : figurative : ambiguous,figurative,figurative,ambiguous,False,"['ambiguous', 'figurative', 'figurative']","['figurative', 'ambiguous', 'figurative']","['literal', 'figurative', 'ambiguous']"
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,throw in the towel,throw in the towel on this project,He threw in the towel,"after numerous failed attempts, he decided to throw in the towel on this project",He threw in the towel when it became clear that he could not achieve victory,"while cleaning the gym, he had to throw in the towel on this project to move on to the next task",He threw in the towel because he was sweating too much,False,0,"The hypothesis is not a literal interpretation of the idiom 'throw in the towel', as it is used figuratively to mean giving up on a project, not physically throwing a towel.",ambiguous : figurative : literal,ambiguous,figurative,literal,to quit,True,to quit,throw in the towel,"after multiple failed attempts, he decided to throw in the towel and quit","after drying off, she decided to throw in the towel onto the laundry pile",True,"In this context, 'throw in the towel' is used literally, as it describes the physical action of throwing a towel onto a laundry pile after drying off.",False,0,False,False,He threw in the towel,He threw in the towel when it became clear that he could not achieve victory,He threw in the towel because he was sweating too much,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']"
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,tongue in cheek,made a tongue-in-cheek remark,He joked with a tongue in cheek,he made a tongue-in-cheek remark about the politician's promises,"He joked with a tongue in cheek, letting everyone know he was just being sarcastic","while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children","He joked with a tongue in cheek, holding it in place while he spoke",False,0,"The hypothesis is not a literal interpretation of the idiom 'tongue in cheek', as it is used to describe a remark made in a humorous or sarcastic manner, not the physical act of placing one's tongue in their cheek.",figurative : figurative : literal,figurative,figurative,literal,"something said in humour, but with an act of being serious",False,"something said in humour, but with an act of being serious",made a tongue-in-cheek remark,he made a tongue-in-cheek remark about the absurdity of the situation,the comedian made a tongue-in-cheek remark while actually poking his tongue into his cheek,True,"In this case, the hypothesis is a literal interpretation of the idiom 'tongue in cheek' because it describes the physical action of poking the tongue into the cheek, rather than the figurative meaning of making a sarcastic or ironic comment.",False,1,False,False,He joked with a tongue in cheek,"He joked with a tongue in cheek, letting everyone know he was just being sarcastic","He joked with a tongue in cheek, holding it in place while he spoke",figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'literal']",False,False,False,up to the neck,up to the neck in work,They were up to the neck in work,he was up to the neck in work and couldn't take a break,They were up to the neck in work recently and were too busy to take a break,"the floodwaters rose, leaving him up to the neck in work to clean up the mess","They were up to the neck in water, swimming in a pool",False,0,"The idiom 'up to the neck' is used figuratively in the hypothesis to describe being overwhelmed with work, not literally being submerged in water up to one's neck.",figurative : figurative : literal,figurative,figurative,literal,"when people are very involved in something, especially when it's something wrong",False,"when people are very involved in something, especially when it's something wrong",buried up to the neck,he was buried up to the neck in work and couldn't take a break,"during the beach trip, they playfully buried up to the neck in sand",True,"The hypothesis describes a situation where someone is physically buried in sand up to their neck, which is a literal interpretation of the idiom 'up to the neck'.",False,0,False,False,They were up to the neck in work,They were up to the neck in work recently and were too busy to take a break,"They were up to the neck in water, swimming in a pool",figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'literal']"
