idiom,meaning,label,source,translation_ko,translation_he,equivalent idiom,discard,good
wash dirty linen in public,discuss publicly matters that one should keep private,literal,[[They washed their dirty linen in public]] at the outdoor laundromat,[[그들은]] 야외 빨래방에 있는  [[공공장소에서 더러운 린넨을 빨았다]],[[הם כיבסו את המצעים המלוכלכים שלהם בציבור]] במכבסה שבחוץ,FALSE,FALSE,TRUE
eat him alive,to criticize someone severely because you are angry with them,figurative,His lack of preparation will [[eat him alive in the competition]] against more experienced opponents,그의 준비 부족은 그보다 경험이 많은 상대와의 경쟁에서 [[그를 작살내고 완패시킬]] 것입니다,,TRUE,FALSE,FALSE
eat him alive,to criticize someone severely because you are angry with them,literal,The carnivorous insects would [[eat him alive in the competition]] if he didn't wear protective gear,그가 보호 장비를 입지 않으면 육식성 곤충들이 그들간의 경쟁에서 [[그를 산채로 먹을 것입니다]],,FALSE,FALSE,FALSE
big cheese,to be an important and successful individual,figurative,"In the company, he's [[the big cheese]] and everyone respects him",회사에서 그는 [[매우 중요한 사람]]이고 모두가 그를 존경합니다,"הוא [[האדם החשוב והמצליח]] בחברה, וכולם מכבדים אותו",FALSE,FALSE,TRUE
big cheese,to be an important and successful individual,literal,"At the cheese festival, they displayed [[the big cheese]] weighing over 100 pounds",치즈 축제에서 그들은 100 파운드가 넘는 [[커다란 치즈]]를 전시했습니다,"בפסטיבל הגבינות, הם הציגו את [[הגבינה הגדולה]] ששקלה מעל 100 פאונד",FALSE,FALSE,TRUE
hard cheese,"bad luck, tough luck",figurative,[[She experienced hard cheese]] when she lost her job and had to start over,그녀는 직장을 잃고 다시 시작해야 했을 때 [[불행을 경험했습니다]],[[היא חוותה מזל רע]] כשהיא איבדה את העבודה שלה והייתה צריכה להתחיל מחדש,FALSE,FALSE,TRUE
hard cheese,"bad luck, tough luck",literal,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",다양한 종류의 유제품을 맛보던 [[그녀는 그 중 딱딱한 치즈를 경험했습니다]],בזמן שטעמה מוצרי חלב שונים [[היא ניסתה גבינה קשה]] בין היתר,FALSE,FALSE,TRUE
the eleventh hour,at the very last minute before an event,figurative,"He finished the project [[at the eleventh hour]], just before the deadline",그는 마감 시간 직전 [[아슬아슬하게]]  프로젝트를 마쳤습니다.,"הוא סיים את הפרויקט [[בדקה התשעים]], בדיוק לפני הדדליין",FALSE,FALSE,TRUE
the eleventh hour,at the very last minute before an event,literal,She decided to go for a walk [[at the eleventh hour]] of the night,그녀는 밤 [[11시에]] 산책하기로 결정했습니다.,היא החליטה לצאת להליכה [[בשעה אחת עשרה]] בלילה,FALSE,FALSE,TRUE
feather in your cap,It means to have an achievement in your name.,figurative,Winning the championship would be [[a feather in your cap]],챔피언십을 우승하는 것은 [[명예로운 자랑거리]]일 것입니다,נצחון באליפות יהיה [[נצחון שרשום על השם שלך]],FALSE,FALSE,TRUE
feather in your cap,It means to have an achievement in your name.,literal,The hat you're wearing has [[a feather in your cap]] as a decoration,당신이 쓰고 있는 [[모자에는 깃털이]] 장식으로 달려있습니다,לכובע שאתה חובש יש [[נוצה בכובע]] בתור קישוט,FALSE,FALSE,TRUE
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage",figurative,"By accepting too many projects at once, [[he bit off more than he could chew]]",한번에 너무 많은 프로젝트를 수락해서 [[그는 자신이 감당할 수 있는 것보다 많은 양을 떠맡았습니다]], [[הוא ניסה לעשות משהו שקשה מדי בשבילו]] בכך שהוא לקח על עצמו יותר מדי פרויקטים בבת אחת ,FALSE,FALSE,TRUE
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage",literal,[[He bit off more than he could chew]] when he tried to eat the whole sandwich in one bite,그는 한 입에 통 샌드위치를 먹으려고 할 때 [[그는 자신이 씹을 수 있는 양보다 더 많은 양을 베어물었습니다]],[[הוא נגס יותר ממה שהוא יכול היה לבלוע]] כשניסה לאכול את כל הכריך בביס אחד,FALSE,FALSE,TRUE
