idiom,meaning,source_model,source_sentence,translation,afl,correctness
,,gpt,"He's been [[carrying the torch for her]] since high school, but she never noticed","O ti gbe ileke fun ọ̀rẹ̀ rẹ̀ lọ́dún tuntun, ṣugbọn ọkunrin ọkọ̀ rẹ̀ kò ní tẹ̀mi.",x,2
,,gpt,"During the relay race, he was [[carrying the torch for her]] until it was her turn to run","Ni iranlọwọ ayọkẹlẹ, o wa ni ọkọlọrun fun ọ titi o ba ṣe irun.",x,2
chapter and verse,verbatim; word for word details.,opus,gave them chapter and verse,fún wọn ní orí àti ẹsẹ,l,0
,,opus,"When asked about the new policy, she [[gave them chapter and verse]] on the company's regulations","Nígbà tí wọn bi wọn nípa ìlànà tuntun náà, ó fún wọn ní orí àti ẹsẹ lórí àwọn ìlànà ilé-iṣẹ náà",l,0
,,opus,The priest [[gave them chapter and verse]] from the Bible during the sermon,Àlùfáà náà fún wọn ní orí àti ẹsẹ látinú Bíbélì nígbà tí ìwàásù náà ń lọ lówó,l,0
chapter and verse,verbatim; word for word details.,gpt,gave them chapter and verse,ni won fi sọ ayẹwo ati ọrọ.,x,2
,,gpt,"When asked about the new policy, she [[gave them chapter and verse]] on the company's regulations","Nigba ti a so fun o lati lo si ohun tuntun ti o wa ni iranlọwọ, o fi won ni awọn odu ki o si tun so awọn ohun ti o le fi ranse siwaju.",x,2
,,gpt,The priest [[gave them chapter and verse]] from the Bible during the sermon,Ọmọde kan ni ọmọde ọrẹ rẹ ti ṣe afihan pe ojúewé ti o ṣe fun wọn ni lati Báibálì.,x,2
chapter and verse,verbatim; word for word details.,nllb,gave them chapter and verse,ó fún wọn ní orí àti ẹsẹ,l,0
,,nllb,"When asked about the new policy, she [[gave them chapter and verse]] on the company's regulations","Nígbà tí wọ́n béèrè nípa ìlànà tuntun náà, ó sọ gbogbo ohun tó wà nínú òfin ilé iṣẹ́ náà fún wọn",f,0
,,nllb,The priest [[gave them chapter and verse]] from the Bible during the sermon,Àlùfáà náà máa ń fún wọn ní orí àti ẹsẹ Bíbélì nígbà ìwàásù,l,0
chapter and verse,verbatim; word for word details.,palm,gave them chapter and verse,sọ ọ̀rọ̀ wọn nínú ìwé,f,1
,,palm,"When asked about the new policy, she [[gave them chapter and verse]] on the company's regulations",Nigbati wọ́n bá ní pé kí ó sọ nípa ilana tuntun náà ó sọ gbogbo ìlànà ìṣiṣẹ́ ìjọba náà fún wọn,f,1
,,palm,The priest [[gave them chapter and verse]] from the Bible during the sermon,Àwọn olórí ìjọ náà sọ ìwé ìjìnlẹ̀ àti ìwé ìwé ìjìnlẹ̀ nínú Bíbélì fún wọn nígbà ìwàásù,x,2
chink in armour,a susceptible or vulnerable area.,opus,found a chink in their armour,rí ṣóòbù kan lówó wọn,x,2
,,opus,"After analyzing their strategy, we [[found a chink in their armour]] that we could exploit","Léyìn tá a ti ṣàyèwò ọgbón tí wón ń dá, a rí ohun kan tí wón lè fi kó wa nífà",f,0
,,opus,"While examining the knight's suit, he [[found a chink in their armour]] that needed repair","Nígbà tí ó ń ṣàyẹwò ẹgbọn knight, ó rí ẹrọ tí ó wà ní apá wọn tí ó nílò àtúnṣe.",l,0
chink in armour,a susceptible or vulnerable area.,nllb,found a chink in their armour,wọ́n rí àlàfo kan nínú ìhámọ́ra wọn,l,0
,,nllb,"After analyzing their strategy, we [[found a chink in their armour]] that we could exploit","Lẹ́yìn tá a ṣàyẹ̀wò ọ̀nà tí wọ́n gbà ń ṣe é, a rí àyè kan nínú ìhámọ́ra wọn tá a lè lò",l,0
,,nllb,"While examining the knight's suit, he [[found a chink in their armour]] that needed repair","Nígbà tó ń ṣàyẹ̀wò aṣọ ẹṣin àwọn ọmọ ogun náà, ó rí ibi tó yẹ kí wọ́n tún ṣe nínú ìhámọ́ra wọn",l,0
chink in armour,a susceptible or vulnerable area.,palm,found a chink in their armour,rí ìdẹ́gbẹ́ nínú àwọn ẹ̀rọ ìjà wọn,x,2
,,palm,"After analyzing their strategy, we [[found a chink in their armour]] that we could exploit",Lẹ́yìn tí a ṣe àwọn ìwádìí lórí ìṣàkóso wọn a rí ìdẹ́ nínú àwọn ẹ̀rọ wọn tí a lè ṣèlò,f,1
,,palm,"While examining the knight's suit, he [[found a chink in their armour]] that needed repair",Nígbà tí ó ń ṣàwọnṣe ìṣọ̀ṣọ̀ ọlọ́jà ó rí ìyàtọ̀ nínú àwọn ẹ̀rọ ìjà wọn tí ó nílò ìṣàtúnṣe,l,2
chink in armour,a susceptible or vulnerable area.,gpt,found a chink in their armour,Mo ṣe ẹrọ lori awọn ọja wọn.,x,2
,,gpt,"After analyzing their strategy, we [[found a chink in their armour]] that we could exploit","Lẹhin ti a ṣe alayeṣẹ wọn, a ṣe ni chink ni wọn ọja ti a le jẹ ki a ṣe faṣẹ.",x,2
,,gpt,"While examining the knight's suit, he [[found a chink in their armour]] that needed repair","Nitorina ti o ba nṣiṣẹ ọkùnrin alágbè, o ṣe ẹrọ ti o nilo ni ilẹkun rẹ ti o nilo lati ṣiṣẹ.",x,2
clean slate,to wipe the past out and begin afresh,opus,to start with a clean slate,láti bèrè pèlú àbààwón tó mó,l,1
,,opus,"After apologizing, they decided [[to start with a clean slate]] and rebuild their friendship","Léyìn tí wón tọrọ àforíjì, wón pinnu láti bèrè pèlú ògiri tó mó, kí wón sì tún òré wọn ṣe",l,1
,,opus,The artist decided [[to start with a clean slate]] by wiping off the chalkboard,Iṣé ọnà náà pinnu láti bèrè pèlú àbààwón tó mó nípa wíwó kúrò nínú ọkò ojú omi,l,1
clean slate,to wipe the past out and begin afresh,gpt,to start with a clean slate,lati bẹrẹ kan lọwọ.,x,2
,,gpt,"After apologizing, they decided [[to start with a clean slate]] and rebuild their friendship","Lẹhin ti won bẹrẹ si, wọn qu siwaju pẹlu ọkan tuntun ati ṣe afihan wọn.",x,2
,,gpt,The artist decided [[to start with a clean slate]] by wiping off the chalkboard,Omo-ọlọrun wa nira lati bẹrẹ kan pẹlu ẹrọ kan tó jẹ wipe wipe lori bọọlu.,x,2
clean slate,to wipe the past out and begin afresh,palm,to start with a clean slate,nípa ìbẹ̀rẹ̀ ìwà tó tọ,f,1
,,palm,"After apologizing, they decided [[to start with a clean slate]] and rebuild their friendship",Lẹ́yìn ìbẹ̀rẹ̀ ìbàbọ̀ wọ́n pinnu láti bẹ̀rẹ̀ pẹ̀lú ìwé tí kò ní ìkọ̀sílẹ̀ kankan kí wọ́n sì tún ìwé ìṣọ̀kan wọn ṣe,f,1
,,palm,The artist decided [[to start with a clean slate]] by wiping off the chalkboard,Ọmọ ọ̀rọ̀ ọ̀rọ̀ ṣe pinnu láti bẹ̀rẹ̀ pẹ̀lú ìwọ̀n ìwọ̀n tí ó mọ́ nípa ìwọ̀n ìwọ̀n,x,2
clean slate,to wipe the past out and begin afresh,nllb,to start with a clean slate,láti bẹ̀rẹ̀ láìsí àléébù kankan,a,0
,,nllb,"After apologizing, they decided [[to start with a clean slate]] and rebuild their friendship","Lẹ́yìn tí wọ́n tọrọ àforíjì, wọ́n pinnu láti bẹ̀rẹ̀ látorí tó ti mọ́ kí wọ́n sì tún pa dà di ọ̀rẹ́",a,1
,,nllb,The artist decided [[to start with a clean slate]] by wiping off the chalkboard,Onímọ̀ náà pinnu láti bẹ̀rẹ̀ látorí tuntun nípa fífọ̀ títa pẹlẹbẹ náà,l,0
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future",gpt,a cloud on the horizon,ọ̀kan ìròyìn lórí òkunrin.,x,2
,,gpt,"Despite the success of the project, there was [[a cloud on the horizon]] in the form of budget cuts","Nitoripe owo-ori ireti ti o ti lo, o si tun ni oju-ewu ni ibi ti o ba ti gba iseju kan ti o ni owo.",x,2
,,gpt,"As we looked out to sea, we noticed [[a cloud on the horizon]] signaling an approaching storm","Nigba ti a wa ri odo, a ri omiiran kan ni ibeere yii ti o so wipe ojo kan ti de.",x,2
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future",opus,a cloud on the horizon,àwọsánmà tó ṣé kù lójú òrun,l,0
,,opus,"Despite the success of the project, there was [[a cloud on the horizon]] in the form of budget cuts","Bó tilè jé pé wón ṣàṣeyọrí lénu iṣé náà, síbè ńṣe ni gbogbo owó tí wón ń ná ń dín kù díèdíè",f,1
,,opus,"As we looked out to sea, we noticed [[a cloud on the horizon]] signaling an approaching storm","Bá a ṣe ń wo agbami òkun, a rí àwọsánmà kan tó ń dúró de ìjì kan tó ń bò lóòókán",l,0
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future",nllb,a cloud on the horizon,àwọsánmà tó wà ní ọ̀run,l,0
,,nllb,"Despite the success of the project, there was [[a cloud on the horizon]] in the form of budget cuts","Láìka àṣeyọrí iṣẹ́ náà sí, ìkùukùu kan wà ní ọ̀run ní ọ̀nà ìkúrú owó",l,1
,,nllb,"As we looked out to sea, we noticed [[a cloud on the horizon]] signaling an approaching storm","Bá a ṣe ń wo òkun, a rí àwọsánmà kan tó ń rọ̀ lọ́ọ̀ọ́kán tó ń jẹ́ ká mọ̀ pé ìjì ń bọ̀",l,1
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future",palm,a cloud on the horizon,òjò ní ìwọ̀n-òkè,l,2
,,palm,"Despite the success of the project, there was [[a cloud on the horizon]] in the form of budget cuts",Láìka ìṣejú tí ìṣẹ́ náà ṣe ìwọ̀n ìdájọ́ ìṣẹ́ ìṣètò ìṣúnàwọn owó ìṣètò ìjọba ń ṣe ìdààmú ìròyìn ìṣẹ́ náà,f,1
,,palm,"As we looked out to sea, we noticed [[a cloud on the horizon]] signaling an approaching storm",Nígbà tí a ń wo òkun a rí ìwùjọ̀ òfuurufú ní ìwọ̀n òkun tí ó ń sọ pé ìjì ń bò,l,1
count chicken,make plans based on events that may or may not happen,nllb,was counting chickens before they hatch,ó ń ka adìyẹ kí wọ́n tó yọ,a,0
,,nllb,He [[was counting chickens before they hatch]] when he started planning his victory party,Ó ń ka àwọn adìyẹ kí wọ́n tó yọ nígbà tó bẹ̀rẹ̀ sí ṣètò ayẹyẹ ìṣẹ́gun rẹ̀,a,0
,,nllb,The farmer [[was counting chickens before they hatch]] by estimating the number of eggs that would become chicks,"Àgbẹ̀ náà ń ka àwọn adìyẹ kó tó di pé wọ́n yọ látinú ẹyin, ó sì ń fojú díwọ̀n iye ẹyin tó máa di ọmọ adìyẹ",l,0
count chicken,make plans based on events that may or may not happen,opus,was counting chickens before they hatch,Ńṣe ni wón ń ka adìyẹ kí wón tó kórìíra rè,l,1
,,opus,He [[was counting chickens before they hatch]] when he started planning his victory party,Ó ń wo adìyẹ kí wón tó fìkanra mó ọn nígbà tó bèrè sí í ṣètò ìṣégun rè,l,2
,,opus,The farmer [[was counting chickens before they hatch]] by estimating the number of eggs that would become chicks,Àgbè náà ń wo adìyẹ kó tó di pé wón kórìíra iye ẹyin tó máa ń dà sínú ẹyin rè,l,1
count chicken,make plans based on events that may or may not happen,palm,was counting chickens before they hatch,ń ṣe ìkọ́kọ́ ẹyẹ tí ó ò mọ́ pé ó ò mọ́ ìgbà tí ó ń ṣe ẹyẹ,x,2
,,palm,He [[was counting chickens before they hatch]] when he started planning his victory party,Ó ń ṣe ìròyìn ọmọ ọdún tí ò mọ bí ó ṣe máa rí nígbà tí ó ń ṣe àkókò ìyàwó ìṣẹ́gun rẹ̀,f,1
,,palm,The farmer [[was counting chickens before they hatch]] by estimating the number of eggs that would become chicks,Ọlọ́rọ̀ ọ̀gbìn náà ń kọ́ ọ̀pọ̀ àwọn ẹyẹ tẹ́lẹ̀ kí wọ́n tó ṣẹ̀lẹ̀ nípa ìwájúsọn iye àwọn ẹyẹ tí wọ́n yóò di ọmọ ẹyẹ,x,2
count chicken,make plans based on events that may or may not happen,gpt,was counting chickens before they hatch,Ọ n tẹẹ gbogbo ẹyin adiye lọ́jọ́ kan lọ́pọ̀ọ̀.,x,2
,,gpt,He [[was counting chickens before they hatch]] when he started planning his victory party,O ti nwo eyin adie kan sibi ti o bẹrẹ ise awọn ọrọ-ara rẹ.,l,2
,,gpt,The farmer [[was counting chickens before they hatch]] by estimating the number of eggs that would become chicks,Oloore ti nira ẹja ni o ti nira awọn ẹja tó yẹ ki o jẹ ki o ni ọmọ.,x,2
cut your own throat,to do something that will be the cause of your own failure or ruin your chances in the future,nllb,cut his own throat,ó gé ọrùn ara rẹ̀,l,0
,,nllb,"By revealing company secrets, he [[cut his own throat]] and ruined his career","Ó fi àṣírí ilé iṣẹ́ náà han àwọn èèyàn, ó sì tipa bẹ́ẹ̀ ba iṣẹ́ rẹ̀ jẹ́",f,0
,,nllb,"While shaving, he accidentally [[cut his own throat]] with the razor","Nígbà tó ń fá irun rẹ̀, ó fi ọ̀bẹ gígùn gé ọ̀fun ara rẹ̀",l,0
cut your own throat,to do something that will be the cause of your own failure or ruin your chances in the future,palm,cut his own throat,gbẹ́ ọ̀rọ̀ ara rẹ̀,x,2
,,palm,"By revealing company secrets, he [[cut his own throat]] and ruined his career",Nípa ìfihan àwọn ìsọfúnfún ìjọba ó pa ara rẹ̀ nínú ẹ̀rọ ìṣẹ́ rẹ̀,f,1
,,palm,"While shaving, he accidentally [[cut his own throat]] with the razor",Nígbà tí ó ń gbàgbé ó ṣe ìfẹsẹ̀ ọ̀rùn rẹ̀ pẹ̀lú ọ̀pá gbàgbé,x,2
cut your own throat,to do something that will be the cause of your own failure or ruin your chances in the future,gpt,cut his own throat,fi ọna rẹ pa ọwọ rẹ,x,2
,,gpt,"By revealing company secrets, he [[cut his own throat]] and ruined his career","Nitori ti o fi owo ale oju kan, o ti gba ile-iwe re pada, o si gba ogo re pada.",x,2
,,gpt,"While shaving, he accidentally [[cut his own throat]] with the razor",Nitori o ba nṣe ni o ba ṣe ọpọlọ ti o ba ṣe ọpọlọ rẹ pẹlu ẹrọ kan.,x,2
cut your own throat,to do something that will be the cause of your own failure or ruin your chances in the future,opus,cut his own throat,dín òfun rè kù,l,1
,,opus,"By revealing company secrets, he [[cut his own throat]] and ruined his career","Nípa ṣíṣí àṣírí iléeṣé sílè, ó gé ònà òfun ara rè, ó sì ba iṣé rè jé",a,0
,,opus,"While shaving, he accidentally [[cut his own throat]] with the razor","Nígbà tó ń fárùngbòn, ó fi abẹ fééréfé gé òfun rè",l,0
deliver the goods,do what is required,palm,delivered the goods on time,ṣe ìránṣẹ ọjà nígbà tó yẹ,l,0
,,palm,The new employee [[delivered the goods on time]] by meeting all the project deadlines,Ọmọṣẹ tuntun náà fi ọjọ́ tó tó ṣe ọjọ́ ìparí gbogbo iṣẹ́ náà ṣe ìránṣẹ́,f,1
,,palm,The courier [[delivered the goods on time]] to the customer's doorstep,Ọ̀rọ̀ ìránṣẹ́ náà ṣe ìránṣẹ̀ ọjà náà ní àkókò sí ìbẹ̀rẹ̀ ọ̀nà ìgbésí ayé ọ̀rọ̀ ìránṣẹ́ náà,l,0
deliver the goods,do what is required,nllb,delivered the goods on time,fi àwọn ẹrù náà ránṣẹ́ lásìkò,l,0
,,nllb,The new employee [[delivered the goods on time]] by meeting all the project deadlines,Òṣìṣẹ́ tuntun náà fi àwọn ẹrù náà ránṣẹ́ lásìkò nípa pípa gbogbo àkókò tí iṣẹ́ náà máa parí mọ́,l,0
,,nllb,The courier [[delivered the goods on time]] to the customer's doorstep,Aṣojú ilé iṣẹ́ ránṣẹ́ kọ́wọ́ àwọn ẹrù náà dé ọ̀dọ̀ oníbàárà náà ní àkókò tó yẹ kó dé,l,0
deliver the goods,do what is required,gpt,delivered the goods on time,ni ipoju pada.,x,2
,,gpt,The new employee [[delivered the goods on time]] by meeting all the project deadlines,"Omo-iṣẹ́ tó tún wà ni ìṣẹ́ ránṣẹ̀ lókàn, ó tẹ̀lẹ̀ àwọn ohun ránṣẹ̀ ní ìgbà gbogbo tí wọn bá ti ṣe àgbéléṣẹ̀.",x,2
,,gpt,The courier [[delivered the goods on time]] to the customer's doorstep,Olórìṣá aṣoju ti ṣe ipàmọ́ àti owó àṣèwòòrì si ojúdé àwòn kọ́kọ́rọ́.,x,2
deliver the goods,do what is required,opus,delivered the goods on time,dá owó náà padà nígbà tó yá,x,2
,,opus,The new employee [[delivered the goods on time]] by meeting all the project deadlines,Òṣìṣé tó ṣèṣè bèrè iṣé yìí máa ń kó gbogbo ẹrù náà lọ sódò àwọn tó ń ṣiṣé náà nígbà tí wón bá rí i pé wón ti gbésè lé iṣé ìkólé náà,x,2
,,opus,The courier [[delivered the goods on time]] to the customer's doorstep,Ẹni tí ó ń kó àwọn ẹrù náà lọwọ ni wọn ń kó àwọn ọjà náà lọwọlọwọ.,x,2
everything but the kitchen sink,almost everything that one can think of,nllb,packed everything but the kitchen sink,ó kó gbogbo nǹkan pa mọ́ àyàfi ìkòkò ìgbọ́kọ̀sí,l,1
,,nllb,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared","A kó gbogbo nǹkan tá a fẹ́ lò nínú àgọ́ wa jọ, àyàfi omi ìwẹ̀ tó wà nínú ilé ìdáná",l,1
,,nllb,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners","Nígbà tí wọ́n ń ṣí lọ, wọ́n kó gbogbo nǹkan tí wọ́n ní dání, àyàfi abọ́ ìwẹ̀ tó wà nínú ilé ìdáná, èyí tí wọ́n fi sílẹ̀ fún àwọn tó ni ilé tuntun náà",l,0
everything but the kitchen sink,almost everything that one can think of,palm,packed everything but the kitchen sink,kó gbogbo ohun ṣe àmọ́ kò kó ìkòkò ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn,x,0
,,palm,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared",Fun ìrìn-àjò ìkọ̀lé wa a kó gbogbo ohun ṣe àmọ́ a kò kó ìkọ̀lé ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe ìwọn ẹ̀rọ ìṣe,,
,,palm,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners",Nígbà tí wọ́n ń kó ọ̀hún wọ́n kó gbogbo nǹkan ṣe pẹ̀lú ọ̀rọ̀ ìgbàgbọ́ tí wọ́n fi fún àwọn tó ń rí ilé náà,x,2
everything but the kitchen sink,almost everything that one can think of,opus,packed everything but the kitchen sink,"Gbogbo ohun tó wà nínú ilé ìdáná ló kún inú rè fófó, àmó ilé ìdáná tó wà níbè ni wón máa ń kó gbogbo rè sí",x,2
,,opus,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared","Tá a bá fé lọ sí àgó ìṣéniníṣèé, a máa ń palè gbogbo nǹkan mó, àmó a máa ń palè ilé ìdáná mó ká lè gbó bùkátà ara wa",x,2
,,opus,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners","Nígbà tí wón ń lọ, wón kún gbogbo ohun tí wón ní, àmó ilé ìdáná ni wón fi sílè fún àwọn tó ṣèṣè rà wón",x,2
everything but the kitchen sink,almost everything that one can think of,gpt,packed everything but the kitchen sink,"Mo ti gbe gbogbo nkan, sugbon ko si aro ni igbeleke.",f,1
,,gpt,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared","Fun awọn wa ni a ti pese gbogbo nkan, sugbon a ko ni pese ọkùnrin ọkùnrin lati wa ni ibeere.",x,2
,,gpt,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners","Nitorina wonyi, won ti gbe gbogbo nkan won fi owo bo ile ise won, sugbon awon ile isoro ti won o wa ni won ni won ko si gbe ile ise ise yii.",x,2
feather in your cap,It means to have an achievement in your name.,palm,a feather in your cap,ìyì tó wà ní ìkọ̀ ọkọ̀,x,2
,,palm,Winning the championship would be [[a feather in your cap]],Ìgbàgbé àmì ẹ̀yẹ yóò jẹ́ ìyì fún ọ,x,2
,,palm,The hat you're wearing has [[a feather in your cap]] as a decoration,Ibọ̀rẹ̀ tí ó wà nínú ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí ìkọ̀kọ̀ tí ó wà lórí,x,2
