idiom,meaning,source_model,source_sentence,translation,afl,correctness
feather in your cap,It means to have an achievement in your name.,opus,a feather in your cap,帽子上一根羽毛,l,0
,,opus,Winning the championship would be [[a feather in your cap]],赢得冠军 将是一个羽毛 在你的帽子,l,1
,,opus,The hat you're wearing has [[a feather in your cap]] as a decoration,你戴戴的帽子 帽子上有一根羽毛 作为装饰,l,1
feather in your cap,It means to have an achievement in your name.,nllb,a feather in your cap,戴上帽子中的羽毛,l,2
,,nllb,Winning the championship would be [[a feather in your cap]],赢得冠军将是你的帽子上的羽毛,l,1
,,nllb,The hat you're wearing has [[a feather in your cap]] as a decoration,你戴的帽子上装饰着一只羽毛.,l,0
feel the pinch,experience financial hardship,palm,he started to feel the pinch,他开始感到拮据,f,0
,,palm,"After losing his job, [[he started to feel the pinch]] financially",失业后，他开始感到经济拮据,f,0
,,palm,"When the crab grabbed his finger, [[he started to feel the pinch]]",当螃蟹抓住他的手指时，他开始感到疼痛,l,1
feel the pinch,experience financial hardship,nllb,he started to feel the pinch,他开始感到痛苦,f,0
,,nllb,"After losing his job, [[he started to feel the pinch]] financially","失业后,他开始感到经济上的压力",f,0
,,nllb,"When the crab grabbed his finger, [[he started to feel the pinch]]","当抓住他的手指,他开始感觉到捏",l,0
feel the pinch,experience financial hardship,opus,he started to feel the pinch,他开始觉得自己很紧张,f,1
,,opus,"After losing his job, [[he started to feel the pinch]] financially","失去工作后,他开始感到财政拮据",f,0
,,opus,"When the crab grabbed his finger, [[he started to feel the pinch]]","当螃蟹抓起他的手指, 他开始感觉到捏",l,0
feel the pinch,experience financial hardship,gpt,he started to feel the pinch,他开始感到紧张。,f,0
,,gpt,"After losing his job, [[he started to feel the pinch]] financially",失去工作后，他开始在经济上感到紧张。,f,0
,,gpt,"When the crab grabbed his finger, [[he started to feel the pinch]]",当螃蟹抓住他的手指时，他开始感到疼痛。,l,1
flash in the pan,"something that cannot be repeated, usually a positive concept",nllb,a flash in the pan,一个闪光的,l,2
,,nllb,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","他突然的成功只是一子,",x,2
,,nllb,"The oil caught fire, creating [[a flash in the pan]] while she was cooking","油燃烧,在的时候,里发出闪光",l,2
flash in the pan,"something that cannot be repeated, usually a positive concept",gpt,a flash in the pan,昙花一现,f,0
,,gpt,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it",他的突然成功被证明是昙花一现，因为他无法维持它。,f,0
,,gpt,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",油着火了，她在煮菜的时候出现了闪光。,l,0
flash in the pan,"something that cannot be repeated, usually a positive concept",opus,a flash in the pan,锅盘中的闪光,l,0
,,opus,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","他的突然成功 变成了一个闪光 在锅中,因为他不能 维持它",l,2
,,opus,"The oil caught fire, creating [[a flash in the pan]] while she was cooking","石油着火,在她做饭时在锅里闪闪发光",l,1
flash in the pan,"something that cannot be repeated, usually a positive concept",palm,a flash in the pan,昙花一现,f,0
,,palm,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it",他的突然成功最终证明只是昙花一现，因为他无法维持它,f,0
,,palm,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",她在做饭时，油着火了，锅里闪了一下,l,0
get hitched,to get married,nllb,they decided to get hitched,他们决定结婚,f,0
,,nllb,"After dating for five years, [[they decided to get hitched]] and start a family","他们结婚后,决定建立家庭",f,0
,,nllb,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage","在他们的公路旅行中, 他们决定把自己挂在一辆拖车上,",l,0
get hitched,to get married,gpt,they decided to get hitched,他们决定结婚了。,f,0
,,gpt,"After dating for five years, [[they decided to get hitched]] and start a family",在约会了五年之后，他们决定结婚并开始组建家庭。,f,0
,,gpt,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",在他们的公路旅行中，他们决定把拖车挂在车上以增加储物空间。,l,0
get hitched,to get married,palm,they decided to get hitched,他们决定结婚,f,0
,,palm,"After dating for five years, [[they decided to get hitched]] and start a family",他们约会了五年，决定结婚生子,f,0
,,palm,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",在他们的公路旅行中，他们决定拖着一辆拖车，以便额外存放东西,l,0
get hitched,to get married,opus,they decided to get hitched,他们决定结婚,f,0
,,opus,"After dating for five years, [[they decided to get hitched]] and start a family","约会五年后,他们决定结婚 并开始一个家庭",f,0
,,opus,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage","在路上旅行期间,他们决定搭乘拖车额外储藏",l,1
go the extra mile,to make an extra effort,nllb,he went the extra mile,他做了更多的努力,f,0
,,nllb,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything","为了确保项目完美,他做了额外的努力,并检查了每件事",f,0
,,nllb,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","马拉松期间,他错误地走了额外一英里,因为他错误的转",l,0
go the extra mile,to make an extra effort,palm,he went the extra mile,他做了额外的工作,f,0
,,palm,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",为了确保项目完美，他不辞辛劳，对一切都进行了双重检查,f,0
,,palm,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn",马拉松比赛中，他因走错路而多跑了一英里,l,0
go the extra mile,to make an extra effort,opus,he went the extra mile,他走多长的里程,l,1
,,opus,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything","为了保证工程的完美,他跑出了超长的里程 并重复检查了一切",l,1
,,opus,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","马拉马拉松时,他误误差了多英里,因为转错方向",l,1
go the extra mile,to make an extra effort,gpt,he went the extra mile,他做了额外的努力。,f,0
,,gpt,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",为了确保项目完美，他不遗余力，对所有事情进行了双重检查。,f,0
,,gpt,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn",在马拉松比赛中，由于错转弯路，他不小心多跑了一英里。,l,0
go through a rough patch,to experience a lot of problems in a period of life,gpt,going through a rough patch,经历艰难时期,f,0
,,gpt,"After losing her job, she was [[going through a rough patch]] in her life",失去工作后，她的生活陷入了困境。,f,0
,,gpt,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns",在徒步旅行时，我们经过了一段布满石头和荆棘的崎岖地带。,l,0
go through a rough patch,to experience a lot of problems in a period of life,palm,going through a rough patch,经历艰难时期,f,0
,,palm,"After losing her job, she was [[going through a rough patch]] in her life",失业后，她的生活陷入了困境,f,0
,,palm,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns",在徒步旅行时，我们穿过一片布满岩石和荆棘的崎岖地带,l,0
go through a rough patch,to experience a lot of problems in a period of life,opus,going through a rough patch,经历一个粗糙的补丁,l,0
,,opus,"After losing her job, she was [[going through a rough patch]] in her life","失去工作后,她一生经历着艰难的一生",f,1
,,opus,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","徒步旅行时,我们正经历一个充满岩石和刺刺的 粗糙的地段",l,0
go through a rough patch,to experience a lot of problems in a period of life,nllb,going through a rough patch,经历了艰难的时刻,f,0
,,nllb,"After losing her job, she was [[going through a rough patch]] in her life","失业后,她生活的艰难时刻",f,1
,,nllb,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","我们在徒步旅行时,经过一片充满棘和石头的荒野",l,1
got in his hair,to annoy someone so much that they cannot get on with what they are doing,nllb,got in his hair,在他的头发中,l,1
,,nllb,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,"工作伙伴们不断问他问题,让他难以集中注意力",f,0
,,nllb,The confetti from the party [[got in his hair]] and took a while to remove,"党的红花在他的头发,花了一段时间去除",l,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,gpt,got in his hair,弄到他的头发里了,l,0
,,gpt,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,他的同事不断的提问让他很烦，难以集中注意力。,f,0
,,gpt,The confetti from the party [[got in his hair]] and took a while to remove,派对上的五彩纸屑粘在他的头发上，花了一段时间才清理干净。,l,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,palm,got in his hair,弄乱了他的头发,l,1
,,palm,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,同事们不断地问他问题，让他很烦，很难集中注意力,f,0
,,palm,The confetti from the party [[got in his hair]] and took a while to remove,派对上的彩纸粘在他的头发上，花了好一会儿才弄下来,l,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,opus,got in his hair,在他的头发上沾满了头发,l,2
,,opus,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,他同事不断提出的问题 在他的头发上钻进他的头发 使得他难以集中注意力,l,1
,,opus,The confetti from the party [[got in his hair]] and took a while to remove,派对的彩彩色 染了头发 花了一阵子才搬走,l,2
hard cheese,"bad luck, tough luck",gpt,She experienced hard cheese,她经历了困难。,f,0
,,gpt,[[She experienced hard cheese]] when she lost her job and had to start over,她失去工作，不得不重新开始，经历了困难的时期。,f,0
,,gpt,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",在品尝不同种类的乳制品时，她尝到了硬质奶酪。,l,0
hard cheese,"bad luck, tough luck",palm,She experienced hard cheese,她经历了艰难的岁月,f,0
,,palm,[[She experienced hard cheese]] when she lost her job and had to start over,她失业后不得不重新开始，这对她来说是件很难的事情,f,0
,,palm,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",在品尝各种奶制品时，她尝到了其中的硬奶酪,l,0
hard cheese,"bad luck, tough luck",opus,She experienced hard cheese,她吃过苦奶酪,l,1
,,opus,[[She experienced hard cheese]] when she lost her job and had to start over,"她失去了工作,又重新来过",x,2
,,opus,"While tasting different types of dairy products, [[she experienced hard cheese]] among them","在尝尝不同种类奶制品的同时,她也尝过其中的干酪",l,2
hard cheese,"bad luck, tough luck",nllb,She experienced hard cheese,她经历了硬奶酪,l,1
,,nllb,[[She experienced hard cheese]] when she lost her job and had to start over,"她在失业后, 经历了硬奶酪,",l,2
,,nllb,"While tasting different types of dairy products, [[she experienced hard cheese]] among them","品尝不同类型的乳制品时, 她体验到其中的硬奶酪",l,1
hit the bull's-eye,to be exactly right about something or achieve the best result possible,nllb,hit the bull's-eye,击中了目标,l,0
,,nllb,Her speech [[hit the bull's-eye]] and resonated with the audience,"她的演讲触及了目标,并引起了观众的共",l,1
,,nllb,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target","她用稳定的手,准了目标,并击中了目标的对准",l,1
hit the bull's-eye,to be exactly right about something or achieve the best result possible,palm,hit the bull's-eye,,x,2
,,palm,Her speech [[hit the bull's-eye]] and resonated with the audience,她的演讲切中要害，引起了观众的共鸣,f,0
,,palm,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",她稳稳地瞄准，一箭射中靶心,l,0
hit the bull's-eye,to be exactly right about something or achieve the best result possible,gpt,hit the bull's-eye,打中靶心,a,0
,,gpt,Her speech [[hit the bull's-eye]] and resonated with the audience,她的演讲命中要害，引起了听众的共鸣。,f,0
,,gpt,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",她稳定的手，瞄准并命中了靶子上的靶心。,l,0
hit the bull's-eye,to be exactly right about something or achieve the best result possible,opus,hit the bull's-eye,击中公牛的眼睛,l,0
,,opus,Her speech [[hit the bull's-eye]] and resonated with the audience,她的演讲击中公牛的眼睛 与观众共鸣,l,1
,,opus,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",她用稳稳的手瞄准目标 击中目标的公牛眼,l,1
hold all the aces,be in a winning position.,palm,he held all the aces,他手握所有王牌,a,0
,,palm,"During the negotiation, [[he held all the aces]] and had the upper hand",在谈判中，他占据了主动地位,x,1
,,palm,"During the poker game, [[he held all the aces]] in his hand",在扑克牌游戏中，他手里拿着所有的王牌,l,0
hold all the aces,be in a winning position.,opus,he held all the aces,他握着所有的王牌,a,0
,,opus,"During the negotiation, [[he held all the aces]] and had the upper hand","在谈判期间,他掌握了所有的王牌,占了上风",a,0
,,opus,"During the poker game, [[he held all the aces]] in his hand","在牌局比赛中,他握着手中所有的A",l,0
hold all the aces,be in a winning position.,nllb,he held all the aces,他拿着所有的王牌,a,0
,,nllb,"During the negotiation, [[he held all the aces]] and had the upper hand","在谈判期间,他掌握了所有的王牌,并占据了上风.",a,0
,,nllb,"During the poker game, [[he held all the aces]] in his hand","在克游戏中,他手里拿着所有的王牌.",a,0
hold all the aces,be in a winning position.,gpt,he held all the aces,他掌握了所有的王牌。,a,0
,,gpt,"During the negotiation, [[he held all the aces]] and had the upper hand",在谈判中，他掌握了所有的王牌并且占据了上风。,a,0
,,gpt,"During the poker game, [[he held all the aces]] in his hand",在扑克游戏中，他手中拥有所有的A牌。,l,0
in the loop,to be aware of the information,gpt,kept in the loop,保持在循环中,l,0
,,gpt,"As a team member, I want to be [[kept in the loop]] about project updates",作为团队成员，我希望得到有关项目更新的信息。,f,0
,,gpt,The rope was [[kept in the loop]] to secure the boat to the dock,绳子被系在环上，以将船固定在码头上。,l,0
in the loop,to be aware of the information,opus,kept in the loop,在循环中保存,l,0
,,opus,"As a team member, I want to be [[kept in the loop]] about project updates","作为团队成员,我想随时了解项目更新的最新情况。",f,1
,,opus,The rope was [[kept in the loop]] to secure the boat to the dock,"绳子被锁在环圈中,以保障船只到码头的安全",l,1
in the loop,to be aware of the information,palm,kept in the loop,保持在循环中,l,0
,,palm,"As a team member, I want to be [[kept in the loop]] about project updates",作为团队成员，我希望了解项目更新情况,f,0
,,palm,The rope was [[kept in the loop]] to secure the boat to the dock,绳子被固定在环中，以固定船只到码头,l,1
in the loop,to be aware of the information,nllb,kept in the loop,保持在循环中,l,0
,,nllb,"As a team member, I want to be [[kept in the loop]] about project updates","作为团队成员, 我希望了解项目最新情况",f,0
,,nllb,The rope was [[kept in the loop]] to secure the boat to the dock,"绳子被留在环子中,以确保船到码头",l,1
kick the bucket,to die,palm,kicked the bucket together,,x,2
,,palm,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",这对老夫妇生前形影不离，死后也一起睡着了,f,2
,,palm,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",他们在打扫谷仓时，不小心一起踢翻了水桶，水洒得到处都是,l,0
kick the bucket,to die,gpt,kicked the bucket together,一起去世,f,0
,,gpt,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",这对生命中不可分割的老夫妇一起在睡梦中去世了。,f,0
,,gpt,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",他们在清理谷仓时，不小心一起踢了水桶，把水洒得到处都是。,l,1
kick the bucket,to die,nllb,kicked the bucket together,了水桶在一起,l,2
,,nllb,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep","这对老夫妇,在生活中不可分割,在他们的睡眠中一起了桶",l,2
,,nllb,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere","清理谷仓时,他们不小心了桶,水到处都了",l,2
kick the bucket,to die,opus,kicked the bucket together,将水桶踢在一起,l,2
,,opus,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",老一对 生活密不可分的老一对 在睡梦中一起踢了桶子,l,2
,,opus,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere","在打扫谷仓时,他们不小心把桶踢在一起,到处洒水",l,2
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,gpt,knows which side his bread is buttered,知道自己的利益所在。,f,0
,,gpt,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",他总是支持老板的决定，表明他知道自己的立场。,f,0
,,gpt,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,他仔细观察了三明治，知道哪一面是涂了黄油的，以避免弄脏手。,l,0
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,opus,knows which side his bread is buttered,"知道他的面包的边上,有哪边有黄油呢",l,1
,,opus,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",他总是支持老板的决定 证明他知道他的面包是哪一边黄油,l,1
,,opus,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,他仔细观察了三明治 知道他的面包是哪边涂黄油 以免手油油,l,1
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,palm,knows which side his bread is buttered,知道自己在哪边吃香,f,0
,,palm,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",他总是支持老板的决定，这表明他知道自己在哪边吃饭,f,0
,,palm,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,他仔细观察三明治，知道哪一面涂了黄油，以免弄脏手,l,0
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,nllb,knows which side his bread is buttered,知道他的面包是哪一面面的,l,2
,,nllb,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]","他总是支持老板的决定, 表明他知道他的面包是哪一面的",l,1
,,nllb,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,"他仔细观察三明治,知道面包的哪一边是用黄油的,以免让他的手变油",l,2
on the line,to be at serious risk.,palm,She put it on the line,她把它放在线上,l,0
,,palm,[[She put it on the line]] when she confronted her boss about the unfair treatment,她在与老板就不公平待遇进行交锋时，直截了当地说出了自己的想法。,f,1
,,palm,[[She put it on the line]] to dry after washing her clothes,她洗完衣服后把它挂在绳子上晾干,l,0
on the line,to be at serious risk.,nllb,She put it on the line,她把它放在线上,l,0
,,nllb,[[She put it on the line]] when she confronted her boss about the unfair treatment,"她在面对老板的不公平待遇时,",x,2
,,nllb,[[She put it on the line]] to dry after washing her clothes,她把它放在线上干洗衣服后,l,2
on the line,to be at serious risk.,opus,She put it on the line,她把它放在线上,l,0
,,opus,[[She put it on the line]] when she confronted her boss about the unfair treatment,当她和上司对质 说不公平待遇时 她就把电话挂在电话上,l,2
,,opus,[[She put it on the line]] to dry after washing her clothes,"洗洗衣服后,她把它放在干干线上",l,1
on the line,to be at serious risk.,gpt,She put it on the line,她把它放在了线上。,l,0
,,gpt,[[She put it on the line]] when she confronted her boss about the unfair treatment,她在面对不公正待遇时，冒着风险向老板提出了质疑。,f,0
,,gpt,[[She put it on the line]] to dry after washing her clothes,她洗完衣服后把它挂在晾衣绳上晾干。,l,0
on the pig's back,a successful situation and everything is going well for that person,palm,was riding on the pig's back,骑在猪背上,l,0
,,palm,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",中了彩票后，他过上了衣食无忧的生活,f,0
,,palm,"At the farm, the child [[was riding on the pig's back]] for fun",在农场里，孩子骑在猪背上玩耍,l,0
on the pig's back,a successful situation and everything is going well for that person,nllb,was riding on the pig's back,在猪背上骑着,l,0
,,nllb,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth","在彩票中奖后,他骑着猪背享受着新发现的财富",l,1
,,nllb,"At the farm, the child [[was riding on the pig's back]] for fun","在农场,孩子骑着猪的背上玩",l,1
on the pig's back,a successful situation and everything is going well for that person,opus,was riding on the pig's back,骑在猪背上,l,0
,,opus,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth","中了中彩彩之后,他骑在猪背上 享受他的新财富",l,2
,,opus,"At the farm, the child [[was riding on the pig's back]] for fun","在农场里,孩子骑在猪背上玩玩",l,1
on the pig's back,a successful situation and everything is going well for that person,gpt,was riding on the pig's back,骑在猪的背上,l,0
,,gpt,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",中文：在中了彩票之后，他骑在猪背上，享受着他新获得的财富。,l,1
,,gpt,"At the farm, the child [[was riding on the pig's back]] for fun",在农场，孩子骑在猪的背上玩耍。,l,0
out of hand,out of control,opus,got out of hand,失去控制,f,0
,,opus,The party [[got out of hand]] when people started throwing food,当人们开始扔食物时 党失控了,f,1
,,opus,The ball [[got out of hand]] when he accidentally dropped it,当他不小心掉下球时 球失控了,f,2
out of hand,out of control,palm,got out of hand,失控,f,0
,,palm,The party [[got out of hand]] when people started throwing food,当人们开始扔食物时，派对失控了,f,1
,,palm,The ball [[got out of hand]] when he accidentally dropped it,他不小心把球掉了，球就滚出去了,l,1
out of hand,out of control,gpt,got out of hand,失控了。,f,0
,,gpt,The party [[got out of hand]] when people started throwing food,当人们开始扔食物时，聚会失控了。,f,0
,,gpt,The ball [[got out of hand]] when he accidentally dropped it,当他不小心掉了球时，情况失控了。,f,1
out of hand,out of control,nllb,got out of hand,已经失控了,f,1
,,nllb,The party [[got out of hand]] when people started throwing food,"当人们开始扔食物时,",x,2
,,nllb,The ball [[got out of hand]] when he accidentally dropped it,"球失控,因为他不小心丢了它.",f,2
paddle own canoe,To be able to act without having to depend on anyone.,gpt,to paddle their own canoe,划自己的独木舟,f,0
,,gpt,They decided [[to paddle their own canoe]] and start their own business,他们决定自力更生，开始自己的生意。,f,0
,,gpt,They had [[to paddle their own canoe]] to reach the other side of the lake,他们必须划自己的独木舟才能到达湖的另一边。,l,0
paddle own canoe,To be able to act without having to depend on anyone.,palm,to paddle their own canoe,自己划船,l,1
,,palm,They decided [[to paddle their own canoe]] and start their own business,他们决定自己创业,x,2
,,palm,They had [[to paddle their own canoe]] to reach the other side of the lake,他们必须自己划独木舟才能到达湖的另一边,l,0
paddle own canoe,To be able to act without having to depend on anyone.,opus,to paddle their own canoe,自行划独木舟,l,1
,,opus,They decided [[to paddle their own canoe]] and start their own business,"他们决定自己划独木舟,开始自己的生意",l,1
,,opus,They had [[to paddle their own canoe]] to reach the other side of the lake,他们不得不自己划独木舟 才能到达湖的另一边,l,1
paddle own canoe,To be able to act without having to depend on anyone.,nllb,to paddle their own canoe,自己的独木舟,l,1
,,nllb,They decided [[to paddle their own canoe]] and start their own business,"他们决定自己划独木舟,开办自己的生意",l,1
,,nllb,They had [[to paddle their own canoe]] to reach the other side of the lake,他们不得不划自己的独木舟到达湖的另一边,l,0
paint the town red,to celebrate and have a wild time,nllb,to paint the town red together,让城市变红,l,0
,,nllb,"After winning the championship, they decided [[to paint the town red together]] and celebrate","赢得冠军后, 他们决定一起红色的城镇和庆祝",l,1
,,nllb,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","作为一个社区艺术项目的一部分, 他们决定共同用鲜的壁画涂上城墙,",l,1
paint the town red,to celebrate and have a wild time,palm,to paint the town red together,一起狂欢,f,0
,,palm,"After winning the championship, they decided [[to paint the town red together]] and celebrate",赢得冠军后，他们决定一起庆祝,f,0
,,palm,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",作为社区艺术项目的一部分，他们决定一起把小镇涂成红色，用生动的壁画覆盖墙壁,l,0
paint the town red,to celebrate and have a wild time,opus,to paint the town red together,一起把镇子涂成红色,l,0
,,opus,"After winning the championship, they decided [[to paint the town red together]] and celebrate","赢得冠军后,他们决定把镇子涂成红色 一起庆祝",l,1
,,opus,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","作为社区艺术项目的一部分,他们决定用充满活力的壁画遮盖墙壁,把城镇涂成红色",l,0
paint the town red,to celebrate and have a wild time,gpt,to paint the town red together,一起狂欢热闹,f,0
,,gpt,"After winning the championship, they decided [[to paint the town red together]] and celebrate",赢得冠军后，他们决定一起狂欢庆祝。,f,0
,,gpt,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",作为社区艺术项目的一部分，他们决定一起涂红整个城镇，用充满活力的壁画覆盖墙壁。,l,0
pass away,die,gpt,passed away peacefully,安详地去世,f,0
,,gpt,Our beloved grandmother [[passed away peacefully]] in her sleep,我们心爱的祖母在睡梦中平静地离世了。,f,0
,,gpt,"The storm [[passed away peacefully]], leaving a calm and clear sky",暴风雨平静地过去了，留下了平静而晴朗的天空。,f,1
pass away,die,nllb,passed away peacefully,在和平的状态下逝世,f,0
,,nllb,Our beloved grandmother [[passed away peacefully]] in her sleep,我们心爱的祖母在睡梦中安静地去世,f,0
,,nllb,"The storm [[passed away peacefully]], leaving a calm and clear sky","风暴平静地过去,留下一个平静而清的天空",l,0
pass away,die,opus,passed away peacefully,平安地逝去,f,0
,,opus,Our beloved grandmother [[passed away peacefully]] in her sleep,我们心爱的祖母在睡梦中平安逝去,f,0
,,opus,"The storm [[passed away peacefully]], leaving a calm and clear sky","暴风雨平和地过逝,留下平静和清空的天空",f,1
pass away,die,palm,passed away peacefully,安详离世,f,0
,,palm,Our beloved grandmother [[passed away peacefully]] in her sleep,我们敬爱的祖母在睡梦中安详地去世了,f,0
,,palm,"The storm [[passed away peacefully]], leaving a calm and clear sky",暴风雨平静地过去了，留下了晴朗的天空,l,0
pull the wool over eyes,to deceive someone,opus,They pulled the wool over her eyes,他们把羊毛拉到她眼睛上,l,1
,,opus,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,"他们假扮是有钱生意人,把羊毛拉到她眼睛上",l,1
,,opus,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","在突击派对筹备期间,他们蒙着眼睛把羊毛拉到她眼睛上。",l,1
pull the wool over eyes,to deceive someone,gpt,They pulled the wool over her eyes,他们蒙蔽了她的双眼。,f,0
,,gpt,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,他们假装成富有的商人，蒙蔽了她的双眼。,f,0
,,gpt,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",在惊喜派对的准备过程中，他们用眼罩蒙住了她的眼睛。,l,1
pull the wool over eyes,to deceive someone,nllb,They pulled the wool over her eyes,他们把她的眼睛拉过来.,l,2
,,nllb,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,"他们假装是个富有的商人,",x,2
,,nllb,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","在惊喜派对的准备中, 他们用眼罩把她的眼睛蒙上了.",l,0
pull the wool over eyes,to deceive someone,palm,They pulled the wool over her eyes,他们蒙蔽了她的双眼,f,0
,,palm,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,他们假装是富商，骗取了她的信任,f,0
,,palm,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",在准备惊喜派对的过程中，他们用眼罩蒙住了她的眼睛,l,0
push the boat out,celebrate; enjoy oneself.,gpt,we pushed the boat out,我们把船推出去了。,l,0
,,gpt,"For her birthday, [[we pushed the boat out]] and threw a huge party",为了她的生日，我们大肆庆祝，举办了一场盛大的派对。,f,0
,,gpt,[[We pushed the boat out]] into the water to start our fishing trip,我们把船推到水里开始钓鱼之旅。,l,0
push the boat out,celebrate; enjoy oneself.,palm,we pushed the boat out,我们把船推了出去,l,0
,,palm,"For her birthday, [[we pushed the boat out]] and threw a huge party",为了庆祝她的生日，我们把船开了出去，举行了一个盛大的派对,l,1
,,palm,[[We pushed the boat out]] into the water to start our fishing trip,我们把船推到水里，开始了我们的钓鱼之旅,l,0
push the boat out,celebrate; enjoy oneself.,opus,we pushed the boat out,我们把船推了出去,l,0
,,opus,"For her birthday, [[we pushed the boat out]] and threw a huge party","她生日那天,我们把船推了出去 扔了一个大派对",l,1
,,opus,[[We pushed the boat out]] into the water to start our fishing trip,我们把船推到水里 开始钓鱼之旅,l,0
push the boat out,celebrate; enjoy oneself.,nllb,we pushed the boat out,我们把船推出来,l,0
,,nllb,"For her birthday, [[we pushed the boat out]] and threw a huge party","她生日,我们把船推出去,举办了一个巨大的派对.",l,1
,,nllb,[[We pushed the boat out]] into the water to start our fishing trip,我们把船推到水里开始我们的捕鱼之旅,l,1
take a cue from,to do what is recommended by someone else,nllb,take a cue from her,让她成为你的榜样,f,0
,,nllb,You should [[take a cue from her]] and start organizing your time better,"你应该跟她做个榜样, 开始更好地安排你的时间.",f,0
,,nllb,"During the pool game, he decided to [[take a cue from her]] and use her favorite one","在游泳池游戏中,他决定从她身上学习,",l,2
take a cue from,to do what is recommended by someone else,gpt,take a cue from her,向她学习。,f,0
