idiom,meaning,source_model,source_sentence,translation,afl,correctness
everything but the kitchen sink,almost everything that one can think of,nllb,packed everything but the kitchen sink,부엌 싱크대를 제외한 모든 것을 포장했습니다.,l,
,,nllb,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared","캠핑 여행에, 우리는 준비해야 부엌 싱크대를 제외한 모든 것을 포장",l,1
,,nllb,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners","이사 가면서, 그들은 새로운 소유자 들 에게 남겨진 부엌 싱크대 를 제외하고 모든 것 을 포장 하였다",l,0
everything but the kitchen sink,almost everything that one can think of,gpt,packed everything but the kitchen sink,주방 싱크대를 제외한 모든 것을 싸다.,l,
,,gpt,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared",캠핑 여행을 위해 우리는 부지런히 모든 것을 챙겼다.,f,0
,,gpt,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners","이사할 때, 그들은 부엌 싱크대를 제외한 모든 것을 싸서 새 주인들에게 남겨졌다.",l,0
everything but the kitchen sink,almost everything that one can think of,opus,packed everything but the kitchen sink,,x,
,,opus,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared",,x,2
,,opus,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners",,x,2
feather in your cap,It means to have an achievement in your name.,gpt,a feather in your cap,당신의 모자에 깃털 하나,l,
,,gpt,Winning the championship would be [[a feather in your cap]],챔피언십 우승은 당신의 자존심에 큰 도움이 될 것입니다.,f,0
,,gpt,The hat you're wearing has [[a feather in your cap]] as a decoration,당신이 쓴 모자에는 장식용 깃털이 있습니다.,l,0
feather in your cap,It means to have an achievement in your name.,nllb,a feather in your cap,모자 속의 깃털,l,
,,nllb,Winning the championship would be [[a feather in your cap]],챔피언십 우승은 네 모자 위에 깃털이 될 거야,l,2
,,nllb,The hat you're wearing has [[a feather in your cap]] as a decoration,모자 속에는 깃털이 장식되어 있어요,l,0
feather in your cap,It means to have an achievement in your name.,opus,a feather in your cap,,x,
,,opus,Winning the championship would be [[a feather in your cap]],,x,2
,,opus,The hat you're wearing has [[a feather in your cap]] as a decoration,,x,2
feather in your cap,It means to have an achievement in your name.,palm,a feather in your cap,훌륭한 업적,f,
,,palm,Winning the championship would be [[a feather in your cap]],챔피언십 우승은 당신의 모자에 깃털을 꽂는 것과 같습니다,l,2
,,palm,The hat you're wearing has [[a feather in your cap]] as a decoration,당신이 쓰고 있는 모자에는 장식용으로 깃털이 달려 있습니다,l,0
feel the pinch,experience financial hardship,opus,he started to feel the pinch,,x,
,,opus,"After losing his job, [[he started to feel the pinch]] financially",,x,2
,,opus,"When the crab grabbed his finger, [[he started to feel the pinch]]",,x,2
feel the pinch,experience financial hardship,gpt,he started to feel the pinch,그는 어려움을 느끼기 시작했다.,f,
,,gpt,"After losing his job, [[he started to feel the pinch]] financially",그는 일자리를 잃은 후 재정적으로 어려움을 겪기 시작했다.,f,0
,,gpt,"When the crab grabbed his finger, [[he started to feel the pinch]]",게가 그의 손가락을 잡자 그는 아프기 시작했다.,l,0
feel the pinch,experience financial hardship,palm,he started to feel the pinch,그의 재정 상태가 악화되기 시작했다,f,
,,palm,"After losing his job, [[he started to feel the pinch]] financially",그의 직장을 잃은 후 그는 재정적으로 압박을 느끼기 시작했다,f,0
,,palm,"When the crab grabbed his finger, [[he started to feel the pinch]]",갑각류가 그의 손가락을 잡았을 때 그는 꼬집는 것을 느끼기 시작했다,l,0
feel the pinch,experience financial hardship,nllb,he started to feel the pinch,그는 찌르는 것을 느끼기 시작했습니다.,l,
,,nllb,"After losing his job, [[he started to feel the pinch]] financially","직장 을 잃은 후, 그 는 재정적 인 어려움 을 느끼기 시작 했습니다",f,0
,,nllb,"When the crab grabbed his finger, [[he started to feel the pinch]]","크래브가 그의 손가락을 잡았을 때, 그는 찌르는 것을 느끼기 시작했습니다.",l,1
flash in the pan,"something that cannot be repeated, usually a positive concept",nllb,a flash in the pan,에 반짝이는,l,
,,nllb,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","그의 갑작스러운 성공은 그가 그것을 유지할 수 없었기 때문에, 에서 번쩍이는 것으로 밝혀졌습니다.",l,2
,,nllb,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",기름이 불에 붙어 그녀가 요리하는 동안 냄비에 불꽃이 났다,l,0
flash in the pan,"something that cannot be repeated, usually a positive concept",palm,a flash in the pan,찰나적인 인기,f,
,,palm,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it",그의 갑작스러운 성공은 유지할 수 없었기 때문에 일시적인 것이었다,f,0
,,palm,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",그녀가 요리하는 동안 기름이 불이 붙어 팬에 번쩍거림,l,1
flash in the pan,"something that cannot be repeated, usually a positive concept",opus,a flash in the pan,,x,
,,opus,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it",,x,2
,,opus,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",,x,2
flash in the pan,"something that cannot be repeated, usually a positive concept",gpt,a flash in the pan,불길한 전망을 보이는 것,f,
,,gpt,"His sudden success turned out to be [[a flash in the pan]], as he couldn't maintain it","그의 갑작스러운 성공은 일시적인 것이었으며, 그는 유지할 수 없었다.",f,0
,,gpt,"The oil caught fire, creating [[a flash in the pan]] while she was cooking",기름이 불에 붙어 요리하던 그녀가 깜짝 놀랄 정도의 화재가 일어났다.,l,1
get hitched,to get married,gpt,they decided to get hitched,그들은 결혼하기로 결정했다.,f,
,,gpt,"After dating for five years, [[they decided to get hitched]] and start a family","5년 동안 연애한 후, 그들은 결혼하고 가족을 시작하기로 결정했다.",f,0
,,gpt,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",그들은 로드 트립 중에 추가 수납 공간을 위해 트레일러에 결혼했다.,f,1
get hitched,to get married,nllb,they decided to get hitched,그들은 결혼하기로 결정했습니다.,f,
,,nllb,"After dating for five years, [[they decided to get hitched]] and start a family","5 년 동안 데이트 한 후, 그 들 은 결혼 하고 가족 을 꾸미기로 결심 하였다",f,0
,,nllb,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage","여행 중 에, 그 들 은 추가적 인 저장 공간 을 위해 트레일러 에 꽂히기로 결정 하였다",l,0
get hitched,to get married,palm,they decided to get hitched,그들은 결혼하기로 결정했다,f,
,,palm,"After dating for five years, [[they decided to get hitched]] and start a family",5년간 사귀고 난 후 그들은 결혼하고 가족을 꾸리기로 결정했다,f,0
,,palm,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",도로 여행을 하는 동안 그들은 추가적인 수납을 위해 트레일러에 연결하기로 결정했습니다,l,0
get hitched,to get married,opus,they decided to get hitched,,x,
,,opus,"After dating for five years, [[they decided to get hitched]] and start a family",,x,2
,,opus,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",,x,2
go the extra mile,to make an extra effort,gpt,he went the extra mile,그는 추가적인 노력을 했다.,f,
,,gpt,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",프로젝트가 완벽하게 되도록 그는 추가적인 노력을 기울여 모든 것을 두 번 확인했다.,f,0
,,gpt,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","마라톤 도중, 그는 잘못된 길로 돌아가서 실수로 추가로 한 마일을 갔다.",l,0
go the extra mile,to make an extra effort,opus,he went the extra mile,,x,
,,opus,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",,x,2
,,opus,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn",,x,2
go the extra mile,to make an extra effort,palm,he went the extra mile,그의 노력은 빛을 발했다,f,
,,palm,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything",프로젝트가 완벽한지 확인하기 위해 그는 더 나아가서 모든 것을 두 번 확인했다,f,0
,,palm,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn",마라톤 도중 그는 잘못된 방향으로 갔기 때문에 실수로 1마일을 더 갔다,l,0
go the extra mile,to make an extra effort,nllb,he went the extra mile,그는 한 마일을 더 걸었습니다.,l,
,,nllb,"To make sure the project was perfect, [[he went the extra mile]] and double - checked everything","프로젝트 가 완벽 하 게 되어 있는지 확인 하기 위해, 그는 모든 것 을 두 번 더 확인 하기 위해 노력 했습니다",f,0
,,nllb,"During the marathon, [[he went the extra mile]] by mistake due to a wrong turn","마라톤을 치는 동안, 그는 실수로 잘못된 회전으로 인해 추가 마일을 갔다",l,0
go through a rough patch,to experience a lot of problems in a period of life,palm,going through a rough patch,곤경에 처하다,f,
,,palm,"After losing her job, she was [[going through a rough patch]] in her life",직장을 잃은 후 그녀는 인생에서 힘든 시기를 겪고 있었다,f,0
,,palm,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns",하이킹을 하다가 바위와 가시가 가득한 험한 길을 지나갔습니다,a,0
go through a rough patch,to experience a lot of problems in a period of life,opus,going through a rough patch,,x,
,,opus,"After losing her job, she was [[going through a rough patch]] in her life",,x,2
,,opus,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns",,x,2
go through a rough patch,to experience a lot of problems in a period of life,gpt,going through a rough patch,어려운 시기를 겪고 있다.,f,
,,gpt,"After losing her job, she was [[going through a rough patch]] in her life",그녀는 일자리를 잃은 후에 인생에서 힘든 시기를 겪고 있었다.,f,0
,,gpt,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","등산 중에, 우리는 바위와 가시로 가득한 어려운 구간을 지나고 있었다.",a,0
go through a rough patch,to experience a lot of problems in a period of life,nllb,going through a rough patch,힘든 시기를 겪고 있는 것,f,
,,nllb,"After losing her job, she was [[going through a rough patch]] in her life","직장 을 잃은 후 에, 그 는 인생 에 어려운 시기를 겪었습니다.",f,0
,,nllb,"While hiking, we were [[going through a rough patch]] filled with rocks and thorns","산책 도중, 우리는 가시와 바위 로 가득 찬 거친 땅 을 지나가고 있었습니다",a,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,gpt,got in his hair,그의 머리에 들어갔다.,l,
,,gpt,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,그의 동료들로부터 지속적인 질문으로 인해 집중하기 어려웠다.,f,0
,,gpt,The confetti from the party [[got in his hair]] and took a while to remove,파티에서 떨어진 종이 조각이 그의 머리에 묻어서 제거하는 데 시간이 걸렸다.,l,0
got in his hair,to annoy someone so much that they cannot get on with what they are doing,opus,got in his hair,,x,
,,opus,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,,x,2
,,opus,The confetti from the party [[got in his hair]] and took a while to remove,,x,2
got in his hair,to annoy someone so much that they cannot get on with what they are doing,nllb,got in his hair,머리 속을,l,
,,nllb,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,동료 들 의 끊임없는 질문 은 그 의 머리 에  을 끼워 주었고 집중 하는 것 을 어렵게 하였다,l,2
,,nllb,The confetti from the party [[got in his hair]] and took a while to remove,파티에서 콩페티가 머리에 끼어서 좀 걸렸어,l,1
got in his hair,to annoy someone so much that they cannot get on with what they are doing,palm,got in his hair,그의 머리에 묻다,l,
,,palm,The constant questions from his coworkers [[got in his hair]] and made it difficult to concentrate,그의 동료들의 끊임없는 질문은 그의 머리를 괴롭히고 집중하기 어렵게 만들었다,f,1
,,palm,The confetti from the party [[got in his hair]] and took a while to remove,파티에서 나온 종이 조각이 머리에 붙어서 제거하는 데 시간이 걸렸다,l,0
hard cheese,"bad luck, tough luck",opus,She experienced hard cheese,,x,
,,opus,[[She experienced hard cheese]] when she lost her job and had to start over,,x,2
,,opus,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",,x,2
hard cheese,"bad luck, tough luck",gpt,She experienced hard cheese,그녀는 어려운 상황을 경험했다.,f,
,,gpt,[[She experienced hard cheese]] when she lost her job and had to start over,그녀는 일자리를 잃고 처음부터 다시 시작해야 했을 때 어려움을 겪었다.,f,0
,,gpt,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",그녀는 다양한 유제품을 맛보는 동안 그 중 하드 치즈를 경험했습니다.,l,1
hard cheese,"bad luck, tough luck",palm,She experienced hard cheese,그녀는 단단한 치즈를 경험했다,l,
,,palm,[[She experienced hard cheese]] when she lost her job and had to start over,그녀는 직장을 잃고 다시 시작해야 할 때 힘든 시기를 겪었다,f,0
,,palm,"While tasting different types of dairy products, [[she experienced hard cheese]] among them",다양한 유제품을 맛보면서 그녀는 그 중에서 단단한 치즈를 경험했다,l,0
hard cheese,"bad luck, tough luck",nllb,She experienced hard cheese,그녀는 치즈를 경험했습니다.,l,
,,nllb,[[She experienced hard cheese]] when she lost her job and had to start over,"그녀는 직장을 잃어 다시 시작해야 할 때, 치즈를 경험했습니다.",l,1
,,nllb,"While tasting different types of dairy products, [[she experienced hard cheese]] among them","여러 가지 종류의 유제품을 맛보면서, 그녀는 그 중에서도 단단한 치즈를 맛보았습니다.",l,0
hit the bull's-eye,to be exactly right about something or achieve the best result possible,nllb,hit the bull's-eye,타격의 목표에 도달,f,
,,nllb,Her speech [[hit the bull's-eye]] and resonated with the audience,그 의 연설 은 관객 들 에게 반향 을 불러일으켰다,f,0
,,nllb,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target","안정적 인 손 으로, 그 여인 은 목표 를 겨냥 하고  을 다",l,1
hit the bull's-eye,to be exactly right about something or achieve the best result possible,gpt,hit the bull's-eye,적중하다.,f,
,,gpt,Her speech [[hit the bull's-eye]] and resonated with the audience,그녀의 연설은 명확하게 듣는 이들에게 와 닿았다.,f,0
,,gpt,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",한 손을 굳게 잡고 그녀는 조준하여 목표물의 빨간 점을 맞혔다.,l,1
hit the bull's-eye,to be exactly right about something or achieve the best result possible,palm,hit the bull's-eye,과녁을 맞히다,f,
,,palm,Her speech [[hit the bull's-eye]] and resonated with the audience,그의 연설은 핵심을 찔렀고 청중과 공감대를 형성했다,f,0
,,palm,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",흔들림 없는 손으로 그녀는 목표물을 조준하고 정중앙을 맞혔다,l,0
hit the bull's-eye,to be exactly right about something or achieve the best result possible,opus,hit the bull's-eye,,x,
,,opus,Her speech [[hit the bull's-eye]] and resonated with the audience,,x,2
,,opus,"With a steady hand, she aimed and [[hit the bull's-eye]] on the target",,x,2
hold all the aces,be in a winning position.,gpt,he held all the aces,그는 모든 에이스를 가졌다.,a,
,,gpt,"During the negotiation, [[he held all the aces]] and had the upper hand",협상 중 그는 모든 것을 잡았고 우위를 점했다.,f,1
,,gpt,"During the poker game, [[he held all the aces]] in his hand",포커 게임 도중 그는 그의 손에 모든 에이스를 들고 있었다.,l,0
hold all the aces,be in a winning position.,palm,he held all the aces,그는 모든 에이스를 가지고 있었다,a,
,,palm,"During the negotiation, [[he held all the aces]] and had the upper hand",협상 기간 동안 그는 모든 에이스를 쥐고 우위를 점했다,a,0
,,palm,"During the poker game, [[he held all the aces]] in his hand",그의 손에 모든 에이스가 있었습니다,a,1
hold all the aces,be in a winning position.,opus,he held all the aces,,x,
,,opus,"During the negotiation, [[he held all the aces]] and had the upper hand",,x,2
,,opus,"During the poker game, [[he held all the aces]] in his hand",,x,2
hold all the aces,be in a winning position.,nllb,he held all the aces,그는 모든 에이스를 가지고 있었다,l,
,,nllb,"During the negotiation, [[he held all the aces]] and had the upper hand",협상 중에 그는 모든 에스를 가지고 있었고 우위를 점했습니다.,l,0
,,nllb,"During the poker game, [[he held all the aces]] in his hand","포커 게임 중에, 그는 그의 손에 모든 에스를 가지고",l,1
in the loop,to be aware of the information,nllb,kept in the loop,계속 알려 주죠,f,
,,nllb,"As a team member, I want to be [[kept in the loop]] about project updates",팀원으로서 프로젝트 업데이트에 대해 항상 알고 싶어 합니다.,f,0
,,nllb,The rope was [[kept in the loop]] to secure the boat to the dock,배 를 항구 에 고정 시키기 위해 로프 가 고리 에 묶여 있었다,l,0
in the loop,to be aware of the information,gpt,kept in the loop,루프에 머무르게 하다.,l,
,,gpt,"As a team member, I want to be [[kept in the loop]] about project updates",저는 팀원으로서 프로젝트 업데이트에 대해 계속해서 알려주길 바랍니다.,f,0
,,gpt,The rope was [[kept in the loop]] to secure the boat to the dock,밧줄은 보트를 부두에 고정하기 위해 루프에 묶여 있었다.,l,0
in the loop,to be aware of the information,opus,kept in the loop,,x,
,,opus,"As a team member, I want to be [[kept in the loop]] about project updates",,x,2
,,opus,The rope was [[kept in the loop]] to secure the boat to the dock,,x,2
in the loop,to be aware of the information,palm,kept in the loop,루프에 넣어,l,
,,palm,"As a team member, I want to be [[kept in the loop]] about project updates",팀원으로서 프로젝트 업데이트 사항을 계속 알고 싶습니다,f,0
,,palm,The rope was [[kept in the loop]] to secure the boat to the dock,밧줄은 보트를 부두에 고정하기 위해 고리에 걸려 있었다,l,0
kick the bucket,to die,gpt,kicked the bucket together,함께 그릇을 찼다.,l,
,,gpt,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",인생에서 떨어지지 않는 노부부는 함께 자다가 함께 세상을 떠났다.,f,0
,,gpt,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",헛간을 청소하다가 그들은 실수로 함께 양동이를 차고 물을 쏟아냈다.,l,0
kick the bucket,to die,opus,kicked the bucket together,,x,
,,opus,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",,x,2
,,opus,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",,x,2
kick the bucket,to die,nllb,kicked the bucket together,함께 죽었지,f,
,,nllb,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep","늙은 부부는, 살아서도 떼어놓을 수 없는, 잠에서 함께 죽음을 맞았다",f,1
,,nllb,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere","창고를 청소하다가, 두 사람은 실수로 버킷을 함께 다. 그리고 모든 곳에 물이 쏟아져 나갔어요.",l,1
kick the bucket,to die,palm,kicked the bucket together,,x,
,,palm,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",뗄 수 없는 사이였던 노부부는 잠을 자다가 함께 세상을 떠났다,f,0
,,palm,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",헛간을 청소하던 중 그들은 우연히 함께 양동이를 차서 물을 사방에 쏟았습니다,l,0
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,nllb,knows which side his bread is buttered,빵이 어떤 쪽에 버터를 넣었는지 알고,l,
,,nllb,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]","그는 항상 상사의 결정 을 지지 하며, 자기 가 어떤 면 으로 버터 를 넣었는지 알고 있다는 것 을 보여 줍니다",l,2
,,nllb,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,"그는 샌드위치 를 주의 깊게 관찰 하고, 손에 기름 을 묻히지 않도록 빵 의 어느 쪽 에 버터 가 들어 있는지 알고 있습니다.",l,0
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,palm,knows which side his bread is buttered,빵에 버터가 발린 쪽을 아는,l,
,,palm,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",그의 빵이 어디에 버터가 발려 있는지 알고 있는 그는 항상 상사의 결정을 지지한다,l,2
,,palm,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,샌드위치를 주의 깊게 관찰하고 손이 기름지지 않도록 빵의 어느 쪽에 버터가 발라져 있는지 알고 있다,l,0
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,opus,knows which side his bread is buttered,,x,
,,opus,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",,x,2
,,opus,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,,x,2
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,gpt,knows which side his bread is buttered,그는 자신이 어느 쪽에서 버터를 바른 빵을 먹는지 안다.,l,
,,gpt,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]","그는 항상 상사의 결정을 지지하며, 자신이 어느 쪽에 서 있는지 알리고 있습니다.",f,0
,,gpt,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,그는 샌드위치를 주의 깊게 관찰하고 손이 끈적이지 않도록 버터친 쪽을 알고 있습니다.,l,0
on the line,to be at serious risk.,nllb,She put it on the line,그녀는 그것을 줄에 뒀어요,l,
,,nllb,[[She put it on the line]] when she confronted her boss about the unfair treatment,부당한 대우에 대해 상사에게 고발했을 때,x,2
,,nllb,[[She put it on the line]] to dry after washing her clothes,옷 씻은 후 말리기 위해 줄에 놓았어요,l,1
on the line,to be at serious risk.,palm,She put it on the line,그녀는 그것을 줄에 걸었다,l,
,,palm,[[She put it on the line]] when she confronted her boss about the unfair treatment,그녀는 부당한 대우에 대해 상사와 대면했을 때 이를 쟁점화했다,f,0
,,palm,[[She put it on the line]] to dry after washing her clothes,옷을 빨고 나서 그녀는 그것을 줄에 걸어 말렸다,l,0
on the line,to be at serious risk.,gpt,She put it on the line,그녀는 그것을 선상에 올렸다.,l,
,,gpt,[[She put it on the line]] when she confronted her boss about the unfair treatment,불공정한 대우에 대해 상사와 대면할 때 그녀는 위험을 감수했다.,f,0
,,gpt,[[She put it on the line]] to dry after washing her clothes,그녀는 옷을 세탁한 후에 매로 올려 말렸다.,l,0
on the line,to be at serious risk.,opus,She put it on the line,,x,
,,opus,[[She put it on the line]] when she confronted her boss about the unfair treatment,,x,2
,,opus,[[She put it on the line]] to dry after washing her clothes,,x,2
on the pig's back,a successful situation and everything is going well for that person,gpt,was riding on the pig's back,돼지 등에 타고 있었다.,l,
,,gpt,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",복권에 당첨되자 그는 돼지 등에 올라타 새로운 부를 즐기고 있었다.,l,1
,,gpt,"At the farm, the child [[was riding on the pig's back]] for fun",농장에서 아이는 재미로 돼지 등에 올라탔다.,l,0
on the pig's back,a successful situation and everything is going well for that person,nllb,was riding on the pig's back,돼지의 등에 타고 있었다,l,
,,nllb,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",복권에서 승리한 후 그는 돼지의 등에 타고 새로 얻은 부를 즐기고 있었다,l,1
,,nllb,"At the farm, the child [[was riding on the pig's back]] for fun","농장에서, 아이는 돼지의 등에 올라 놀고 있었다",l,0
on the pig's back,a successful situation and everything is going well for that person,palm,was riding on the pig's back,돼지 등에 타고 있었다,l,
,,palm,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",로또에 당첨된 후 그는 돼지 등에 올라타 새로운 부를 누리고 있었다,l,1
,,palm,"At the farm, the child [[was riding on the pig's back]] for fun",농장에서 아이가 재미로 돼지 등에 타고 있다,l,0
on the pig's back,a successful situation and everything is going well for that person,opus,was riding on the pig's back,,x,
,,opus,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",,x,2
,,opus,"At the farm, the child [[was riding on the pig's back]] for fun",,x,2
out of hand,out of control,gpt,got out of hand,제어할 수 없게 되었다.,f,
,,gpt,The party [[got out of hand]] when people started throwing food,사람들이 음식을 던지기 시작하면 파티가 제어를 벗어났다.,f,0
,,gpt,The ball [[got out of hand]] when he accidentally dropped it,그가 실수로 공을 떨어뜨리자 공이 손에서 빠져나갔다.,l,0
out of hand,out of control,nllb,got out of hand,통제할 수 없게 되었어요,f,
,,nllb,The party [[got out of hand]] when people started throwing food,사람들이 음식을 던지기 시작했을 때 파티가 통제되지 않았습니다.,f,0
,,nllb,The ball [[got out of hand]] when he accidentally dropped it,공이 떨어지자 공이 잡히지 않게 됐어요,l,0
out of hand,out of control,opus,got out of hand,,x,
,,opus,The party [[got out of hand]] when people started throwing food,,x,2
,,opus,The ball [[got out of hand]] when he accidentally dropped it,,x,2
out of hand,out of control,palm,got out of hand,걷잡을 수 없게,f,
,,palm,The party [[got out of hand]] when people started throwing food,사람들이 음식을 던지기 시작하면서 파티가 걷잡을 수 없게 되었다,f,0
,,palm,The ball [[got out of hand]] when he accidentally dropped it,그의 손에서 공이 떨어졌을 때 공이 손에서 벗어났다,l,0
paddle own canoe,To be able to act without having to depend on anyone.,gpt,to paddle their own canoe,그들 자신의 카누를 저어 나가다.,l,
,,gpt,They decided [[to paddle their own canoe]] and start their own business,그들은 자신들의 카누를 패들어 자신들의 비즈니스를 시작하기로 결정했다.,l,1
,,gpt,They had [[to paddle their own canoe]] to reach the other side of the lake,그들은 호수의 반대편에 도달하기 위해 자신의 카누를 패들로 직접 움직여야 했다.,l,0
paddle own canoe,To be able to act without having to depend on anyone.,palm,to paddle their own canoe,자기 배를 저어 나가다,l,
,,palm,They decided [[to paddle their own canoe]] and start their own business,그들은 스스로 사업을 시작하기 위해 스스로 노를 저어 가기로 결정했습니다,a,0
,,palm,They had [[to paddle their own canoe]] to reach the other side of the lake,그들은 호수의 반대편에 도달하기 위해 자신의 카누를 저어야 했다,l,0
paddle own canoe,To be able to act without having to depend on anyone.,nllb,to paddle their own canoe,자신의 카누를 는 것,l,
,,nllb,They decided [[to paddle their own canoe]] and start their own business,그들은 자신의 카누를 고 사업을 시작하기로 결정했습니다,l,2
,,nllb,They had [[to paddle their own canoe]] to reach the other side of the lake,호수 반대편 에 도착 하기 위해 자신 들 의 카누 를 어야 했다,l,1
paddle own canoe,To be able to act without having to depend on anyone.,opus,to paddle their own canoe,,x,
,,opus,They decided [[to paddle their own canoe]] and start their own business,,x,2
,,opus,They had [[to paddle their own canoe]] to reach the other side of the lake,,x,2
paint the town red,to celebrate and have a wild time,nllb,to paint the town red together,마을을 함께 붉은색으로 칠할 때,l,
,,nllb,"After winning the championship, they decided [[to paint the town red together]] and celebrate","챔피언십에서 우승한 후, 그들은 도시를 함께 빨간색으로 칠하고 축하하기로 결정했습니다.",l,1
,,nllb,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","지역 사회 예술 프로젝트의 일환으로, 그들은 화려한 벽화로 벽을 덮어 마을을 함께 빨간색으로 칠하기로 결정했습니다.",l,0
paint the town red,to celebrate and have a wild time,opus,to paint the town red together,,x,
,,opus,"After winning the championship, they decided [[to paint the town red together]] and celebrate",,x,2
,,opus,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",,x,2
paint the town red,to celebrate and have a wild time,palm,to paint the town red together,밤새 술을 마시다,f,
,,palm,"After winning the championship, they decided [[to paint the town red together]] and celebrate",챔피언십 우승 후 그들은 함께 마을을 붉게 물들이고 축하하기로 결정했습니다,l,1
,,palm,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",이들은 지역 예술 프로젝트의 일환으로 벽을 생동감 넘치는 벽화로 덮어 마을을 빨갛게 물들이기로 결정했습니다,l,0
paint the town red,to celebrate and have a wild time,gpt,to paint the town red together,함께 도시를 빨갛게 칠하다.,l,
,,gpt,"After winning the championship, they decided [[to paint the town red together]] and celebrate","챔피언십을 우승한 후, 그들은 함께 도시를 붉게 칠하고 축하하기로 결정했다.",l,1
,,gpt,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","지역 예술 프로젝트의 일환으로, 그들은 함께 벽면을 화려한 벽화로 덮어 붉게 칠하기로 결정했습니다.",l,0
pass away,die,palm,passed away peacefully,평화롭게 세상을 떠났다,f,
,,palm,Our beloved grandmother [[passed away peacefully]] in her sleep,우리 사랑하는 할머니가 잠을 자다가 평화롭게 돌아가셨습니다,f,0
,,palm,"The storm [[passed away peacefully]], leaving a calm and clear sky",폭풍이 지나가고 나자 맑고 깨끗한 하늘이 남았다,l,1
pass away,die,nllb,passed away peacefully,평화롭게 돌아가셨죠,f,
,,nllb,Our beloved grandmother [[passed away peacefully]] in her sleep,우리 할머니는 잠에서 평화롭게 세상을 떠났습니다.,f,0
