idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
break a leg,good luck,"before her performance, we told her to break a leg on stage","during the play, the actor accidentally tripped and managed to break a leg on stage",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
break down,to stop working,"let me break down the situation for you, so you can understand the complexity",the firefighters had to break down the situation by removing debris after the collapse,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
break the ice,"to do or say something that makes people feel more comfortable, especially at the start of a meeting or party",we started breaking the ice together by playing a fun team-building game,"during the winter expedition, we were breaking the ice together to clear a path",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
break the mould,to do something different from what is expected,her innovative ideas were breaking the mould in the industry,the sculptor was breaking the mould to reveal the finished statue,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
break up,end a romantic relationship with someone,"after months of arguments, they decided to break up and end their relationship",the construction workers decided to break up the concrete with a jackhammer,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
bright spark,an intelligent and lively person (humorously),"she was a bright spark in the team, always coming up with innovative ideas",the firework display created a bright spark in the night sky,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
buckle down,make sure something stays in place,"with the deadline approaching, we had to buckle down to work and finish the project",the carpenter had to buckle down to work on the leather belt,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
build bridges,to foster good relationships,"as a mediator, my goal is to build bridges between them and resolve their conflicts",the construction company was hired to build bridges between them to connect the two islands,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
building blocks,something that is a basic element (of the subject),hard work and dedication are the building blocks of success,the children used wooden cubes as the building blocks of success in their tower construction,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
bun in the oven,to be pregnant,she excitedly announced that she has a bun in the oven and is expecting a baby,the baker has a bun in the oven and it will be ready in a few minutes,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
burn bridges,"remove someone's all options of retreat, act decisively","after the argument, she burned bridges with them and never spoke to them again",the vandals burned bridges with them as they escaped the village,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
burn fingers,to bear an unpleasant result of an action that has been taken in the past,they burned their fingers by investing in a risky business,they burned their fingers while trying to grab a hot pan,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
burn the candle at both ends,to exhaust someone's energies or resources by leading a hectic life.,"working two jobs and studying, she was burning the candle at both ends","during the experiment, they were burning the candle at both ends to observe the melting rate",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
bury head in the sand,hide from the truth,they buried their heads in the sand when confronted with the company's financial problems,the ostriches buried their heads in the sand to search for food,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
butter up,to flatter someone so as to get something in return from them,he tried to butter up the boss by complimenting her outfit,it was her job to butter up the boss's toast every morning,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
call a spade a spade,this phrase means to say something the way it is,she called a spade a spade when she confronted her friend about her dishonesty,"while playing cards, she called a spade a spade when she identified the suit correctly",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
can of worms,"to get into something that is messy, has problems and is unwanted","by asking about his past, she inadvertently opened a can of worms in their conversation",the fisherman opened a can of worms to bait his hook,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
card up sleeve,to have a secret advantage that is suddenly revealed to change the game,"during the negotiation, he had a card up his sleeve that gave him an advantage","as a magician, he cleverly had a card up his sleeve for his next trick",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
carry the torch for,to have strong feelings for someone with whom you do not or cannot have a relationship,"he's been carrying the torch for her since high school, but she never noticed","during the relay race, he was carrying the torch for her until it was her turn to run",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cash in,to earn out of something in big amounts,he decided to cash in on the opportunity and invest in the startup,"at the casino, she decided to cash in on the opportunity and exchange her chips for money",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
castles in the air,thinking of some impossible task,he spent his days building castles in the air instead of focusing on his job,the artist created a stunning installation of building castles in the air using lightweight materials,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cat among the pigeons,do or say something that causes trouble and make a lot of people angry or worried,his controversial statement was like a cat among the pigeons in the meeting,"the park visitors were shocked to see a cat among the pigeons, chasing them around",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
catch napping,"surprise, take unawares.",the surprise quiz caught him napping and he couldn't answer any questions,I walked into the room and caught him napping on the couch,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
catch up,"to get to the same level, standard, or status as something or someone",I need to catch up with her to discuss the latest news,I had to run faster to catch up with her during the race,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
child's play,an informal expression meaning something that is easy to do,solving the puzzle it was child's play for the experienced detective,the playground equipment it was child's play for the kids to enjoy,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
chill wind,to encounter the problems or trouble,"when the news of the layoffs arrived, a chill wind blew through the office","as we walked through the forest, a chill wind blew and made us shiver",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
chink in armour,a susceptible or vulnerable area.,"after analyzing their strategy, we found a chink in their armour that we could exploit","while examining the knight's suit, he found a chink in their armour that needed repair",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
clamp down,suppress or prevent something in an oppressive or harsh manner,the principal decided to clamp down on the situation by enforcing stricter rules,the mechanic used a tool to clamp down on the situation and secure the loose parts,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
clean slate,to wipe the past out and begin afresh,"after apologizing, they decided to start with a clean slate and rebuild their friendship",the artist decided to start with a clean slate by wiping off the chalkboard,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
clean sweep,an irresistible victory,the team made a clean sweep by winning all the matches in the tournament,the janitor made a clean sweep of the classroom floor,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
clear the decks,get ready for action.,we cleared the decks for the event by finishing all our pending tasks,we cleared the decks for the event by removing all the furniture from the patio,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
close call,a narrow escape from disaster,he had a close call when he narrowly avoided a car accident,the two phones had a close call when they were placed side by side,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future","despite the success of the project, there was a cloud on the horizon in the form of budget cuts","as we looked out to sea, we noticed a cloud on the horizon signaling an approaching storm",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
coast is clear,there is no danger in sight or that nobody can see you,"after the security guard left, we knew the coast is clear to enter the building","looking through the binoculars, the sailor confirmed that the coast is clear of any obstacles",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cold feet,loss of courage,she got cold feet just before her big presentation,"after walking in the snow without proper shoes, she got cold feet",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cold turkey,in a unexpected and sudden way,he quit smoking by going cold turkey without any assistance,"she was going cold turkey for her sandwich, but decided to add some cheese",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
come clean,to make a disclosure,"after hiding the truth for so long, he decided to come clean about his past","after playing in the mud, the kids decided to come clean and took a bath",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
come down with,to have (usually a disease),he came down with something after being exposed to the cold weather,the kite came down with something tangled in its strings,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
come full circle,return to an earlier position or decision.,"after years of exploring different career paths, she came full circle and returned to her passion for teaching",the hiker came full circle after walking around the entire circumference of the lake,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
come out swinging,be confrontational,"after the criticism, he came out swinging with a strong rebuttal","as soon as the boxing match started, he came out swinging at his opponent",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cook his goose,to spoil someone's chances of success,"when he was caught cheating, his teacher cooked his goose by failing him","for dinner, the chef cooked his goose with a delicious orange sauce",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cool heels,to wait or take rest,they were cooling their heels in the waiting room before the interview,"after walking on hot sand, they were cooling their heels in the ocean water",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
count chicken,make plans based on events that may or may not happen,he was counting chickens before they hatch when he started planning his victory party,the farmer was counting chickens before they hatch by estimating the number of eggs that would become chicks,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
crack the whip,make someone work harder by asserting power or authority,the manager cracked the whip on the team to meet the deadline,the circus performer cracked the whip on the team of horses to start the show,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cross swords,to fight with another person physically or verbally.,"during the heated debate, she crossed swords with him over their differing opinions","at the fencing tournament, they crossed swords with him in a thrilling match",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cross the bridge,to delay worrying about something that might not happen anyway,they crossed the bridge together when they decided to face their problems as a team,the two friends crossed the bridge together while enjoying the scenic view,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cross the line,behave in a way that is not acceptable,he crossed the line with her when he made that inappropriate comment,"during the race, he crossed the line with her as they finished together",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
crush,feel love-sick for someone.,she couldn't help but have a crush on the charming new coworker,the machine was designed to have a crush on the aluminum cans for recycling,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cry over spilt milk,to be upset about things that have already been done,there's no point in crying over spilt milk now that the deadline has passed,the toddler was crying over spilt milk on the kitchen floor,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cup of tea,to like something,"skydiving is not my cup of tea, I prefer calmer activities","this green tea is not my cup of tea, I ordered black tea",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cut and dried,ready-made,"with her impressive qualifications, it was a cut and dried decision to hire her",the process of making fruit leather involves a cut and dried decision with the fruit,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",they cut their coat according to their cloth by living within their means,the tailor cut their coat according to their cloth to avoid wasting fabric,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cut corners,"economise on time, money, materials or effort, perhaps unwisely","to save time and money, they cut corners on the project by using cheaper materials",the carpenter cut corners on the project to create a rounded shape,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cut the cord,to end a connection with someone,he decided to cut the cord with her and end their toxic relationship,the nurse cut the cord with her after the baby was born,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cut the mustard,to succeed,"despite his efforts, he couldn't cut the mustard in the competitive sales environment","with a dull knife, she couldn't cut the mustard for her sandwich",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
cut your own throat,to do something that will be the cause of your own failure or ruin your chances in the future,"by revealing company secrets, he cut his own throat and ruined his career","while shaving, he accidentally cut his own throat with the razor",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
dance to tune,to do what someone else forces you to do,he always danced to the tune of his boss's demands,"at the party, they danced to the tune of their favorite song",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
dancing on their grave,outlive or outlast someone and celebrate their demise,he was so happy about his rival's failure that he was practically dancing on their grave,the disrespectful teenagers were caught dancing on their grave in the cemetery,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
dead duck,a project or scheme which has been abandoned or is certain to fail,"without any support, he was a dead duck in the situation and couldn't succeed",the hunter shot down a dead duck in the situation and retrieved it,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
dead in the water,unable to produce movement,the project was found it dead in the water after the funding was cut,the fisherman found it dead in the water while he was out on the lake,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
deep down,felt strongly and often hidden from other people,he knew deep down in the ocean of his heart that he had made the right decision,the divers explored the shipwreck deep down in the ocean,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.","by spreading false rumors about the boss, he was digging his own grave at work","as a cemetery worker, he was digging his own grave to prepare for his eventual burial",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
do the trick,successfully achieve a result,"adding a little more salt to the soup, that should do the trick","performing a magic act, the magician said 'that should do the trick' as he pulled a rabbit from his hat",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
dodge a bullet,to narrowly avoid a very serious problem or a disaster,"when the company went bankrupt, I realized I dodged a bullet there by not investing","during the paintball game, he dodged a bullet there by quickly ducking behind a barrier",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
double-edged sword,something that could either help you or hurt you,"having a high-profile job can be a double-edged sword in this situation, as it brings both prestige and stress",the knight wielded a double-edged sword in this situation to defend himself against multiple attackers,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
down to earth,"decent, simple, realistic","despite her fame, she remained a down-to-earth person who was easy to talk to","the astronaut, once back from space, became a down-to-earth person again",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
draw a blank,to get no response from someone,"when asked about the details of the project, he was drawing a blank",the artist was drawing a blank canvas to prepare for her next masterpiece,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
drive a wedge between,to damage the good relationship that two people or groups of people have,the disagreement started to drive a wedge between them and their friendship,the lumberjack used a mallet to drive a wedge between them and split the log,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
drive up the wall,to make someone angry or irritated,his constant humming is driving me up the wall,the remote-controlled car was driving me up the wall as it climbed vertically,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
drop a bombshell,"make an unexpected, startling or disturbing announcement",the CEO dropped a bombshell during the meeting when he announced the company's bankruptcy,the clumsy actor accidentally dropped a bombshell during the meeting while filming a war scene,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
drop by,an informal visit,I'll drop by the store to see if they have any new books,the clumsy customer accidentally let a jar drop by the store entrance,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
eat him alive,to criticize someone severely because you are angry with them,his lack of preparation will eat him alive in the competition against more experienced opponents,the carnivorous insects would eat him alive in the competition if he didn't wear protective gear,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
elephant in the room,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward","during the family meeting, it was time to address the elephant in the room and discuss the ongoing conflict","at the wildlife conservation conference, the speaker decided to address the elephant in the room and talk about habitat preservation",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
end of story,there is  nothing more to add to the matter under discussion,"I told him I wasn't interested, and that's the end of the story","she closed the book and said, 'that's the end of the story'",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
every nook and cranny,to look for something everywhere,"to find the perfect gift, they searched every nook and cranny of the shopping mall","during the deep cleaning, they searched every nook and cranny of the house for dust and dirt",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
everything but the kitchen sink,almost everything that one can think of,"for our camping trip, we packed everything but the kitchen sink to be prepared","while moving, they packed everything but the kitchen sink, which was left for the new owners",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
face the music,receive punishment,"after making a mistake at work, they faced the music together and accepted the consequences","as the orchestra began to play, they faced the music together and enjoyed the performance",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fall at first hurdle,to fail to overcome the first difficulty encountered,the new employee fell at the first hurdle when he failed to complete the initial task,the inexperienced horse rider fell at the first hurdle during the race,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fall between the cracks,be ignored or unobserved,his request for a promotion fell between the cracks due to the company's restructuring,the small toy fell between the cracks of the wooden floor,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fall on his sword,to accept the consequences of an unsuccessful or wrong action,he decided to fall on his sword and take responsibility for the team's failure,"during the reenactment, he accidentally tripped and started to fall on his sword",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fall on our feet,to succeed in doing something where there was a risk of failure,"despite the challenges, we managed to fall on our feet and succeed","during the dance routine, we tripped and managed to fall on our feet",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fall out,to disagree with someone about something,they had a fall out over a disagreement about their business,"while climbing the tree, they had a fall out and landed on the ground",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fan the flames,make a bad situation even worse,their constant arguing only fanned the flames together and made the situation worse,they fanned the flames together to keep the campfire going,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
feather in your cap,It means to have an achievement in your name.,winning the championship would be a feather in your cap,the hat you're wearing has a feather in your cap as a decoration,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",she was accused of feathering her own nest by taking bribes,the bird was feathering her own nest with soft materials to make it cozy,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
feel the pinch,experience financial hardship,"after losing his job, he started to feel the pinch financially","when the crab grabbed his finger, he started to feel the pinch",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
feet of clay,have a flaw or weakness most people are unaware of.,"despite his confident demeanor, he had feet of clay when it came to public speaking",the statue had feet of clay as part of its unique design,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fiddle while Rome burns,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,he fiddled while Rome burned by playing video games during the company crisis,the musician fiddled while Rome burned as he was unaware of the fire,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fight a losing battle,trying to do something even when there is little chance of succeeding,trying to convince her to change her mind was like fighting a losing battle,the outnumbered soldiers knew they were fighting a losing battle against the invading forces,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fill the bill,be exactly suitable for a particular situation,the new employee filled the bill perfectly for the position we needed,the waiter filled the bill perfectly with all the items we ordered,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
fingers and thumbs,to be clumsy and not very skilled with your hands,"when it comes to knitting, I'm all fingers and thumbs",the hand puppet was all fingers and thumbs with no other features,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
flash in the pan,"something that cannot be repeated, usually a positive concept","his sudden success turned out to be a flash in the pan, as he couldn't maintain it","the oil caught fire, creating a flash in the pan while she was cooking",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
flesh and blood,"This phrase refers to direct family members, people that share a DNA, that is, flesh and blood.",I couldn't believe my own flesh and blood would betray me like that,the horror movie showed a scene where my own flesh and blood was exposed after a terrible accident,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
flog a dead horse,waste energy on something that has no chance of succeeding,arguing about the same issue over and over again was like flogging a dead horse,the man in the strange painting was flogging a dead horse in the field,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
foam at the mouth,be extremely angry,he was foaming at the mouth when he found out about the betrayal,the rabid dog was foaming at the mouth and needed to be isolated,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
foot in the door,succeed with a first step.,"by volunteering at the company, she got a foot in the door for a full-time position","when the door was closing, he quickly got a foot in the door to prevent it from shutting",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
from A to Z,comprehensive,she studied the subject so thoroughly that she learned it from A to Z,the alphabet book helped the child learned it from A to Z,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
full of beans,to be optimistic or enthusiastic,"after a good night's sleep, he seemed full of beans and ready to tackle the day",the bag seemed full of beans as it bulged and weighed heavily in her hand,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
get hitched,to get married,"after dating for five years, they decided to get hitched and start a family","during their road trip, they decided to get hitched to a trailer for extra storage",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
get out of bed on the wrong side,be very irritable and grouchy,"he was so grumpy today, it seemed like he got out of bed on the wrong side","due to the rearrangement of his room, he accidentally got out of bed on the wrong side and bumped into the wall",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
get the sack,be dismissed from the job,she got the sack from the company after failing to meet her sales targets,she got the sack from the company to carry her groceries home,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
get the wrong end of the stick,to understand something in the wrong way,he misunderstood the situation and got the wrong end of the stick,"while trying to pick up the stick, he accidentally got the wrong end of the stick covered in mud",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
get your goat,irritate somebody,his constant teasing finally got your goat and made you angry,the farmer got your goat from the pen and brought it to you,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
gets it out of his system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,he needs to vent his frustrations to gets it out of his system,"after taking the medicine, he finally gets it out of his system through detoxification",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
getting my fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again","after investing in that risky business, I ended up getting my fingers burnt","while trying to light the candle, I ended up getting my fingers burnt",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
give a shot,to have a try at something,"even though he was nervous, he gave it a shot and presented his idea to the team",the nurse gave it a shot of vaccine to the patient,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
give it a whirl,to try something new.,"unsure of the outcome, he gave it a whirl and tried the new recipe",he gave it a whirl by spinning the wheel at the carnival game,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
give the slip,to get away,she gave him the slip by sneaking out the back door,"she accidentally gave him the slip when she handed him a wet, slippery object",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
glass ceiling,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job","despite her qualifications, she hit the glass ceiling in her career progression","while installing the chandelier, he accidentally hit the glass ceiling and shattered it",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,"after the heated argument, the gloves are off now and they won't hold back","after finishing the gardening work, the gloves are off now and they can relax",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go down in flames,to fail spectacularly,his political career went down in flames after the scandal,the aircraft went down in flames after being struck by lightning,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go round in circles,work at something but keep failing to make progress with it.,the team was going round in circles trying to solve the problem,the children were going round in circles while playing a spinning game,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go steady,have a romantic relationship with someone,"after dating for a few months, they decided to go steady and become exclusive","during the balance exercise, they decided to go steady and avoid sudden movements",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go the extra mile,to make an extra effort,"to make sure the project was perfect, he went the extra mile and double - checked everything","during the marathon, he went the extra mile by mistake due to a wrong turn",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go through a rough patch,to experience a lot of problems in a period of life,"after losing her job, she was going through a rough patch in her life","while hiking, we were going through a rough patch filled with rocks and thorns",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go through channels,to follow the correct steps in order to get something done,he went through channels to get the necessary approval for his project,the water went through channels to get to the other side of the dam,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
go through the roof,to become very angry,his anger went through the roof when he found out about the betrayal,the rocket went through the roof of the building during the experiment,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
got in his hair,to annoy someone so much that they cannot get on with what they are doing,the constant questions from his coworkers got in his hair and made it difficult to concentrate,the confetti from the party got in his hair and took a while to remove,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
got it made,"to be certain to be successful and have a good life, often without much effort:","with their successful business, they've got it made in life","after assembling the furniture, they've got it made and ready for use",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
got off your back,to be annoyed and ask someone to stop finding faults or criticize you,"when you completed the project, your boss finally got off your back",the cat finally got off your back when you stood up,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
green around the gills,Someone who looks sick or nauseated.,"after the roller coaster ride, he was looking green around the gills from nausea",the makeup artist painted him to be looking green around the gills for the alien costume,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
had your chips,when someone has completely failed in what they set out to achieve,"after losing the game, it was clear you had your chips","once you finished eating, you had your chips and were ready to leave",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hammer and tongs,"to argue fiercely, with a lot of energy and noise",they went at it hammer and tongs during the heated debate,the blacksmith went at it hammer and tongs while forging the sword,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hand in hand,close ties or connections,success and hard work walked hand in hand in her life,the couple walked hand in hand along the beach,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hands are tied,to not be able to do anything about a situation,"I'd love to help you, but my hands are tied due to company policy","During the magic trick, the magician made sure my hands are tied securely with a rope",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hard cheese,"bad luck, tough luck",she experienced hard cheese when she lost her job and had to start over,"while tasting different types of dairy products, she experienced hard cheese among them",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
have a big mouth,one who gossips more or says things that are meant to be kept secret,he has a big mouth and can't keep a secret,the hippopotamus has a big mouth that can open up to 150 degrees,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
have a soft spot,to like someone very much,"despite her tough exterior, she has a soft spot for kittens and always takes care of them",the veterinarian has a soft spot for kittens in her clinic where they can rest comfortably,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
have clean hands,to be innocent; to be free of any wrongdoing,"despite the corruption around her, she maintained clean hands throughout the process by refusing to participate in any dishonest activities","as a surgeon, she maintained clean hands throughout the process by following strict hygiene protocols",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
have kittens,"to be very worried, upset, or angry about something",she had kittens over the situation when she found out her son had crashed the car,the cat had kittens over the situation when she found a safe spot to give birth,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
have no truck with,avoid dealing or being associated with,I decided to have no truck with them after they betrayed my trust,the delivery company said they have no truck with them to transport our goods,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
head above water,to succeed to survive in bad financial situations,"despite the workload, she was keeping her head above water by staying organized","during the swimming lesson, she was keeping her head above water to breathe",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hide light under a bushel,to show modesty towards something or someone,"she was so talented, but she was always hiding light under a bushel by not showcasing her skills","during the game of hide and seek, he was hiding light under a bushel to avoid being found",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
high up,to have an important standing in society,he was so high up in the company that he had direct access to the CEO,the mountain peak was so high up that it was covered in snow,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hit the books,to study very hard,"with exams approaching, it's time to hit the books and study hard","in a fit of rage, he decided it was time to hit the books and threw them against the wall",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
hit the bull's-eye,to be exactly right about something or achieve the best result possible,her speech hit the bull's-eye and resonated with the audience,"with a steady hand, she aimed and hit the bull's-eye on the target",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",TRUE
