idiom_0,instance_0,label_0,meaning_0,idiom_1,instance_1,label_1,meaning_1,idiom_2,instance_2,label_2,meaning_2,idiom_3,instance_3,label_3,meaning_3,idiom_4,instance_4,label_4,meaning_4
chill wind,a chill wind blew,2,to encounter the problems or trouble,fight a losing battle,fighting a losing battle,2,trying to do something even when there is little chance of succeeding,from A to Z,learned it from A to Z,2,comprehensive,body and soul,committed body and soul,2,with all one's effort and ability,cross swords,"during the heated debate, she crossed swords with him over their differing opinions",0,to fight with another person physically or verbally.
fiddle while Rome burns,fiddled while Rome burned,2,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,burn the candle at both ends,"working two jobs and studying, she was burning the candle at both ends",0,to exhaust someone's energies or resources by leading a hectic life.,bull in a china shop,like a bull in a china shop,2,"extremely awkward, clumsy person",high up,so high up,2,to have an important standing in society,fall at first hurdle,fell at the first hurdle,2,to fail to overcome the first difficulty encountered
top dog,"after years of hard work, she became the top dog in her company",0,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",snake in the shoes,he found a snake in the shoes when he discovered his best friend was betraying him,0,to be in a state of fear,silver spoon,was born with a silver spoon,2,having a rich or privileged background,bull's eye,hit the bull's eye,2,the center of a target,open old wounds,opened old wounds,2,"to revive memories of an unpleasant event, situation or dispute that took place in the past"
rocket science,not exactly rocket science,2,something very difficult to understand,dial it back,to dial it back a bit,2,"to reduce the intensity of something, or tone it down",act of God,the sudden storm that saved the village from invaders was considered an act of God,0,an occurrence of out of control natural forces in action,off grid,started living off grid,2,disconnected from municipal utility systems.,hit the roof,hit the roof unexpectedly,2,experience sudden anger
wash dirty linen in public,they washed their dirty linen in public by arguing about their personal issues on social media,0,discuss publicly matters that one should keep private,open old wounds,bringing up their past mistakes opened old wounds in the conversation,0,"to revive memories of an unpleasant event, situation or dispute that took place in the past",a voice crying in the wilderness,"his warnings about climate change were like a voice crying in the wilderness, as few people paid attention",0,to say something that is not popular,bury head in the sand,they buried their heads in the sand when confronted with the company's financial problems,0,hide from the truth,cook his goose,cooked his goose,2,to spoil someone's chances of success
spanner in the works,a spanner in the works,2,a roadblock that prevents an activity from succeeding,fall at first hurdle,the new employee fell at the first hurdle when he failed to complete the initial task,0,to fail to overcome the first difficulty encountered,push the boat out,we pushed the boat out,2,celebrate; enjoy oneself.,run across,to run across the field,2,meet someone by accident,pour oil on troubled waters,poured oil on troubled waters,2,"try to calm, soothe or placate a problematic situation"
rip off,to rip off the cover,2,the act of stealing,a damp squib,turned out to be a damp squib,2,an event which people think will be exciting but which is disappointing when it happens.,sail through,"with her determination and hard work, she managed to sail through the challenges of her new job",0,to succeed in doing it without difficulty,on the money,right on the money,2,being right about something.,a hard nut to crack,a hard nut to crack,2,a problem that is difficult to solve
sink or swim,a sink or swim situation,2,"having to do something alone, and their success or failure depends entirely on their own efforts",see eye to eye,seeing eye to eye with her,2,to agree fully with someone,dodge a bullet,dodged a bullet there,2,to narrowly avoid a very serious problem or a disaster,it's not brain surgery,"don't worry about assembling the furniture, it's not brain surgery",0,to indicate that a specific task is simple and easy to undertake ,sail through,to sail through the challenges,2,to succeed in doing it without difficulty
end of story,that's the end of the story,2,there is  nothing more to add to the matter under discussion,cover one's tracks,the thief covered their tracks by wiping away fingerprints,0,"to keep one's location, activities, and intentions hidden.",ring a bell,mentioning the old restaurant seemed to ring a bell for them,0,something that sounds familiar,straight from the horse's mouth,I heard it straight from the horse's mouth that the company is planning a merger,0,from a dependable or reliable source,out on the town,they were excited about going out on the town to celebrate their anniversary,0,go out and enjoy yourself at one or more places in the town
burn bridges,"after the argument, she burned bridges with them and never spoke to them again",0,"remove someone's all options of retreat, act decisively",make ones bed and lie on it,they made their bed and lied on it,2,to be responsible for what you have done and accept the results,take a hike,to take a hike,2,go away,get hitched,they decided to get hitched,2,to get married,walk out on,walked out on the presentation,2,end a relationship with someone suddenly
hold all the aces,he held all the aces,2,be in a winning position.,have clean hands,she maintained clean hands throughout the process,2,to be innocent; to be free of any wrongdoing,yoke around one's neck,a yoke around his neck,2,a fatiguing burden.,deliver the goods,delivered the goods on time,2,do what is required,makes my ears burn,makes my ears burn,2,"to be embarrassed by what you hear, especially if the conversation is about you"
take a hike,to take a hike,2,go away,will never fly,that idea will never fly,2,there's no chance that something will work; to be unsuccessful,the other side of the coin,consider the other side of the coin,2,"the opposite aspect, contrasting arguments.",short fuse,has a short fuse,2,to get angry quickly.,miles to go before I sleep,"with a long list of tasks to complete, I have miles to go before I sleep",0,you have a lot to do before you can rest
do the trick,that should do the trick,2,successfully achieve a result,put your foot in it,"when you mentioned her ex, you really put your foot in it",0,"say something (by mistake) that upsets, humiliates, or embarrasses someone",an arm and a leg,cost an arm and a leg,2,a large amount of money,pieces of the same cake,"they have similar personalities, like two pieces of the same cake",0,things that have the same characteristics or qualities,bag and baggage,they left with bag and baggage,2,(with) all one's belongings.
add fuel to the flames,they added fuel to the flames,2,"an action, whether verbal or physical that makes a bad situation even worse",burn the candle at both ends,burning the candle at both ends,2,to exhaust someone's energies or resources by leading a hectic life.,run across,to run across the field,2,meet someone by accident,blank check,the CEO gave him a blank check to make any necessary changes in the department,0,Complete authority or unrestricted freedom of action or a free hand.,sit tight,to sit tight and wait,2,wait patiently
below the belt,that comment was below the belt,2,to be mean and unfair (in a fight),long in the tooth,getting long in the tooth,2,To get too old for something.,bury the hatchet,to bury the hatchet together,2,to stop fighting or arguing or to end old resentments,on the back burner,"due to the urgent tasks, we had to put it on the back burner for now",0,to put something (that is to be done) for later,see light at end of tunnel,saw light at the end of the tunnel,2,to see signs of hope for the future after a long period of difficulty
skating on thin ice,skating on thin ice,2,to do something considered quite dangerous or risky,yoke around one's neck,a yoke around his neck,2,a fatiguing burden.,run for cover,"when the boss started asking about the project's progress, we ran for cover by changing the subject",0,to seek shelter,it's a small world,it's a small world after all,2,meeting someone not expected to be at a certain place,make a clean breast,made a clean breast of the situation,2,to tell the truth about something.
all ears,be all ears,2,saying that you are all ears means the other person has got your full attention in terms of listening to him,hit the sack,"after a long day at work, she decided to hit the sack and get some sleep",0,to go to bed,hornets' nest,"by questioning the company's policies, he stirred up a hornets' nest among the employees",0,a violent situation or one with a lot of dispute,the calm before the storm,"before the big presentation, we experienced the calm before the storm in the office",0,an extremely peaceful atmosphere right before any serious incident or crisis,backroom boy(s),the backroom boys,2,people who work in anonymity
on the brink of,the company was on the brink of something big when they launched their new product,0,to be on the verge of doing something,wash hands of,washed their hands of the situation,2,abandon taking responsibility for someone or something,jam on your face,had jam on his face,2,"people who appear to be caught, embarrassed or found guilty",beat the drum,beat the drum for the cause,2,to speak eagerly about something you support,against the grain,going against the grain,2,a difficult path to be followed
call names,calling names at each other,2,to insult someone,red zone,we entered the red zone,2,"any geographical area that is thought to be dangerous or threatening, usually as a consequence of political or military activity.",up a creek without a paddle,found ourselves up a creek without a paddle,2,being in trouble.,at the helm,at the helm of the project,2,"in charge of an organization, group of people, etc.",treasure trove,they discovered a treasure trove,2,a priceless or valuable discovery
got somebody's goat,got his goat,2,to annoy or irritate someone,a whole new ball game,"after the company's merger, it's a whole new ball game for the employees",0,a significant change in circumstances.,throw in the towel,to throw in the towel on this project,2,to quit,a lot on my plate,was having a lot on the plate,2,to have so many things to do at one time,bite the hand that feed,"by criticizing her mentor, she bit the hand that fed her",0,to turn against someone who has been a benefactor in the past
in the bag,"after weeks of preparation, she had it in the bag and aced the interview",0,have something as good as secured or certain,in a nutshell,she explained it in a nutshell,2,to be brief and straight to the point.,asleep at the switch,asleep at the switch,2,failing to attend to one's responsibilities or duties,show true colors,showed their true colors,2,to reveal what one is really like,bitter pill,to swallow a bitter pill,2,something unpleasant to be endured
in the bag,she had it in the bag,2,have something as good as secured or certain,keep your nose clean,"to avoid getting into trouble, focus on keeping your nose clean at work",0,to stay out of trouble by not doing anything wrong,Dutch uncle,like a Dutch uncle,2,"criticize, scold or lecture someone",cut the mustard,couldn't cut the mustard,2,to succeed,no picnic,"working on that project for hours, it was no picnic for the team",0,used to express that an activity or action is not fun
red book,found a red book,2,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",rocket science,figuring out how to use the new software was not exactly rocket science,0,something very difficult to understand,beyond the veil,the psychic claimed she looked beyond the veil and communicated with spirits,0,"In an inexplicable or concealed place or condition, especially the mysterious state of existence after death.",leave no stone unturned,"to find the perfect gift for her, they left no stone unturned in their search",0,do everything that is possible in order to achieve something,spanner in the works,the sudden power outage threw a spanner in the works of our presentation,0,a roadblock that prevents an activity from succeeding
hard cheese,she experienced hard cheese,2,"bad luck, tough luck",got the slap on the wrist,got the slap on the wrist,2,got small punishment when a more severe punishment is deserved,lick your lips,they licked their lips,2,to show that you're excited about something and are eager for it to happen,red herring,found a red herring,2,something irrelevant that distracts you from something important,dragging its feet,dragging its feet on the decision,2,"delaying in decision, not showing enthusiasm"
two peas in a pod,like two peas in a pod,2,practically identical in appearance,do the trick,that should do the trick,2,successfully achieve a result,roots run deep,their roots run deep,2,"similar in meaning to ""deep-rooted.""",dodge a bullet,dodged a bullet there,2,to narrowly avoid a very serious problem or a disaster,takes two to tango,it takes two to tango,2,certain actions or activities cannot be performed alone - they  need two people to participate
tall poppy,"she was a tall poppy among them, always standing out with her exceptional achievements",0,a privileged or distinguished person.,keep an eye on,"as a supervisor, it's my responsibility to keep an eye on the situation and ensure everything runs smoothly",0,keep a watch on something or someone closely,over my dead body,over my dead body,2,"in no way, under no circumstances",back the wrong horse,she backed the wrong horse,2,to make the wrong decision and support a person or action that is later unsuccessful,a good man is hard to find,a good man is hard to find,2,This proverb refers to women who are looking for suitable alliances but aren't able to find them.
between you and me,"between you and me, there's a secret",2,a secret to be kept between two people,watchdog,hired a watchdog,2,"one who protects against loss, corruption, waste, or objectionable practices.",get the sack,she got the sack from the company,2,be dismissed from the job,"you can't have cake and the topping, too","she wanted to stay home and go to the party, but she can't have the cake and the topping, too",0,"you can't have everything the way you want it, especially if your desires are contradictory",in the red,the company is in the red,2,more money going out than coming in
red book,"after years of research, he finally found a red book of knowledge",0,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",skating on thin ice,"by constantly arriving late to work, he was skating on thin ice with his boss",0,to do something considered quite dangerous or risky,bury the hatchet,"after years of rivalry, they decided to bury the hatchet together and become friends",0,to stop fighting or arguing or to end old resentments,put damper on,the sudden rainstorm put a damper on the event and everyone left early,0,to discourage someone from doing something that they want to,bent your ears,bent their ears,2,to talk to someone for a very long time about something boring
black sheep,the black sheep in their midst,2,a disgrace,apples to apples,to compare apples to apples,2,having a fair comparison between the two things,bone to pick,had a bone to pick with her,2,having a complaint that needs to be discussed.,crush,have a crush,2,feel love-sick for someone.,at the drop of a dime,ready at the drop of a dime,2,something that can happen very fast without hesitation
scratch the surface,scratched the surface,2,to deal with only a small part of a problem,ball of fire,like a ball of fire,2,"a dynamic person capable of or displaying rapid and highly effective thought, action, etc.",rise and shine,"it's a new day, rise and shine and make the most of it",0,to ask someone to wake up and become active in the daily chores,flash in the pan,a flash in the pan,2,"something that cannot be repeated, usually a positive concept",coast is clear,the coast is clear,2,there is no danger in sight or that nobody can see you
building blocks,the building blocks of success,2,something that is a basic element (of the subject),crack the whip,the manager cracked the whip on the team to meet the deadline,0,make someone work harder by asserting power or authority,big deal,he made it a big deal when she forgot to call him back,0,important thing,break up,decided to break up,2,end a romantic relationship with someone,begun to see the light,began to see the light,2,to suddenly begin to understand
cross swords,crossed swords with him,2,to fight with another person physically or verbally.,fight a losing battle,fighting a losing battle,2,trying to do something even when there is little chance of succeeding,safe bet,a safe bet for success,2,fair assumption; reasonable guess; opinion or view that is likely to prove correct.,have no truck with,have no truck with them,2,avoid dealing or being associated with,get your goat,his constant teasing finally got your goat and made you angry,0,irritate somebody
catch up,to catch up with her,2,"to get to the same level, standard, or status as something or someone",fall flat,the joke fell flat,2,"fails to amuse people, or fails to have the effect that was intended",no spring chicken,not a spring chicken anymore,2,Someone who's no longer young.,snake in the shoes,he found a snake in the shoes,2,to be in a state of fear,carrot and stick,the manager used the carrot and stick approach to motivate the employees,0,mixture of rewards and punishments
tearing a strip off,the boss was tearing a strip off the fabric of our team's morale with his harsh criticism,0,to reprimand someone severely for doing something wrong,big gun,to bring in the big gun,2,a very powerful individual,bitter medicine,the harsh criticism was a dose of bitter medicine that helped him improve,0,something difficult to accept,an arm and a leg,the designer dress she wanted cost an arm and a leg,0,a large amount of money,voice in the wilderness,his environmental concerns were a voice in the wilderness among the industrialists,0,"someone who expresses an opinion that no one believes or listens to, especially if proved right later"
bite the bullet,bit the bullet and faced,2,to endure a painful experience that you cannot avoid,miss the boat,she missed the boat on that opportunity,2,miss a chance,baying for blood,baying for blood,2,want somebody to be hurt or punished.,roots run deep,their roots run deep,2,"similar in meaning to ""deep-rooted.""",bang head against wall,banging head against the wall,2,to be frustrated in your efforts to change something or make something happen
rock the boat,"by questioning the company's policies, he rocked the boat a bit among his colleagues",0,to make trouble.,dark horse,"the new candidate was a dark horse in the race, surprising everyone with his unexpected success",0,"a little known, unexpectedly successful entrant",no room to swing a cat,there's no room to swing a cat,2,a very small place,lick his wounds,licked his wounds after the fight,2,"to try to recover your confidence or spirit after a defeat, failure or disappointment",in the heat of the moment,in the heat of the moment,2,saying or doing something without thinking due go anger or excitement
back to the salt mines,"after a relaxing vacation, it's time for going back to the salt mines and working hard",0,"resume work, usually with some reluctance",glass ceiling,"despite her qualifications, she hit the glass ceiling in her career progression",0,"an unseen (glass) barrier for women and people who belong to minority groups in climbing up the corporate, political or the ladder of success regardless of whether they are qualified for the job",know which side one's bread is buttered,knows which side his bread is buttered,2,to be cognizant of where one's interests lie in a given situation.,drive up the wall,driving me up the wall,2,to make someone angry or irritated,dig one's own grave,was digging his own grave,2,"to do something that has negative consequences for you, even though these consequences can be easily seen."
flash in the pan,a flash in the pan,2,"something that cannot be repeated, usually a positive concept",stiff upper lip,"despite the bad news, he maintained a stiff upper lip and carried on",0,to be brave in the face of adversity,blow away,blew away the competition,2,impress someone very much,hold tongue,they held their tongue,2,to keep quiet when one would rather speak,wet the baby's head,wet the baby's head,2,to have drink to celebrate the birth of a baby
fall on his sword,to fall on his sword,2,to accept the consequences of an unsuccessful or wrong action,child's play,it was child's play,2,an informal expression meaning something that is easy to do,you reap what you sow,reap what you sow,2,"if you do bad things to people, bad things will happen to you, or good things if you do good things",big brother,watched by big brother,2,A large organization or government agency that tries to control all aspects of human life and society.,all Greek to me,it's all Greek to me,2,used to convey that you cannot understand what is being said or written
close call,had a close call,2,a narrow escape from disaster,leg up,gave her a leg up,2,give or receive assistance to achieve a goal,not have a clue,didn't have a clue,2,to not know something.,a wet blanket,"he was always being a wet blanket at parties, constantly complaining",0,a person who spoils other people's fun.,watchdog,the company hired a watchdog to monitor their financial transactions,0,"one who protects against loss, corruption, waste, or objectionable practices."
drop by,drop by the store,2,an informal visit,a bed of roses,life is not always a bed of roses,2,easy option,spin a yarn,spun a yarn together,2,to tell a tale,lick your lips,they licked their lips in anticipation of the delicious meal,0,to show that you're excited about something and are eager for it to happen,long run,investing in education will pay off in the long run,0,far away in the future
blazing row,had a blazing row,2,a very angry argument,behind closed doors,behind closed doors,2,in clandestine,pass the buck,passed the buck to her,2,passing blame to another person,when the chips are down,when the chips are down,2,when a situation is urgent or desperate.,caught in the crossfire,caught in the crossfire,2,be badly affected by a situation where two people or group are arguing with each other.
in one's blood,"she's a natural athlete, it's in her blood",0,a natural or inherited characteristic.,bare bones,"during the meeting, she presented the bare bones of the project plan",0,most basic and important elements or facts,the bottom line,"despite all the arguments, the bottom line of the situation is that we need to make a decision",0,"in the final analysis, the most important fact in a situation.",put cards on the table,they put their cards on the table,2,be open and honest,got off your back,finally got off your back,2,to be annoyed and ask someone to stop finding faults or criticize you
cut and dried,a cut and dried decision,2,ready-made,line in the sand,to draw a line in the sand,2,a boundary beyond which one cannot proceed without consequences,run out,run out of time,2,to not have enough of something,a cuckoo in the nest,found a cuckoo in the nest,2,an unwelcome intruder in a place or situation.,asked for the moon,asked for the moon,2,ask for something that is very difficult or impossible to get
bits and pieces,we gathered the bits and pieces,2,miscellaneous small objects,wrapped up in cotton wool,wrapped up in cotton wool,2,to be over-protected from dangers and risks,a screw loose,has a screw loose,2,someone who behaves in a strange way and seem slightly mentally ill,born yesterday,he was not born yesterday and could easily see through their lies,0,naive; inexperienced,sacred cow,"the company treated it like a sacred cow, refusing to change their outdated policy",0,something that people believe or accept as true without questioning it.
back to the salt mines,going back to the salt mines,2,"resume work, usually with some reluctance",call names,the kids were calling names at each other during their heated argument,0,to insult someone,back to the drawing board,going back to the drawing board,2,back to the planning stage,sitting duck,"without any protection, he was like a sitting duck for his opponents",0,to be an easy target,deliver the goods,delivered the goods on time,2,do what is required
burst the bubble,burst the bubble for them,2,the sudden end of a very happy or successful period,know which side one's bread is buttered,"he always supports the boss's decisions, showing that he knows which side his bread is buttered",0,to be cognizant of where one's interests lie in a given situation.,just what the doctor ordered,just what the doctor ordered,2,exactly what was wanted or needed,build bridges,to build bridges between them,2,to foster good relationships,night owl,she was more productive being a night owl and working late hours,0,Someone who is vigilant late at night.
snow under,snowed under with work,2,to bury or cover something or somebody in the snow (Literal meaning),cut the mustard,couldn't cut the mustard,2,to succeed,spill the beans,he accidentally spilled the beans about the surprise party we had planned,0,disclose a secret or reveal something prematurely,sleep on,"it's a tough choice, so I'll sleep on the decision and let you know tomorrow",0,postpone making a choice until the following day.,hit the nail on the head,hit the nail on the head,2,be accurately right about something
go through the roof,went through the roof,2,to become very angry,a piece of cake,she found it a piece of cake,2,very easy task,not hurt a fly or flea,wouldn't hurt a fly,2,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",a needle in a haystack,locating the right document in the archive was like finding a needle in a haystack,0,something very small amidst something very big,feather one's (own) nest,feathering her own nest,2,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future."
cloud on the horizon,"despite the success of the project, there was a cloud on the horizon in the form of budget cuts",0,"a problem or difficulty that is predictable, or seems likely to arise in the future",knowing which way the wind blows,knowing which way the wind blows,2,this means that you should know how things are developing and be prepared for the future,bend over backwards,bend over backwards for them,2,do all in one's power (usually to achieve something or accommodate somebody),cut and thrust,the politicians engaged in the cut and thrust of the debate during the election campaign,0,"furious contest, discussion, etc.",dial it back,he was advised to dial it back a bit during the heated discussion,0,"to reduce the intensity of something, or tone it down"
my hands are full,my hands are full at the moment,2,someone is too busy or has too much going on to be able to do or become involved with anything else,to see the back of,she was relieved to see the back of the problem after finding a solution,0,to be glad that you no longer have to deal with someone,on the ball,stayed on the ball,2,"alert to new trends, ideas, and methods",ray of sunshine,a ray of sunshine in the room,2,someone or something that brings hope into the lives of others,miss the boat,she missed the boat on that opportunity,2,miss a chance
on the pig's back,"after winning the lottery, he was riding on the pig's back and enjoying his newfound wealth",0,a successful situation and everything is going well for that person,fiddle while Rome burns,he fiddled while Rome burned by playing video games during the company crisis,0,to perform an inconsequential task or act irresponsibly in the midst of a disastrous event.,pull the wool over eyes,they pulled the wool over her eyes,2,to deceive someone,ants in pants,he had ants in his pants and couldn't focus on the presentation,0,be extremely restless,take the bull by the horns,took the bull by the horns,2,decisively deal with a difficult or dangerous situation
chapter and verse,"when asked about the new policy, she gave them chapter and verse on the company's regulations",0,verbatim; word for word details.,air their dirty laundry,"during the family reunion, they aired their dirty laundry in front of everyone",0,to make public something embarrassing that should be kept secret,run out of steam,ran out of steam,2,to lose the effect that something once had,pull the wool over eyes,they pulled the wool over her eyes by pretending to be a wealthy businessman,0,to deceive someone,Young Turk,a Young Turk in the company,2,a young person who has many new ideas and wants a reform
bitter medicine,a dose of bitter medicine,2,something difficult to accept,bent out of shape,got bent out of shape,2,to become angry.,no room to swing a cat,"in this tiny apartment, there's no room to swing a cat",0,a very small place,hot potato,the politician handled the hot potato by addressing the controversial issue,0,any subject which several folks are talking about and which is frequently argued,just off the boat,just off the boat,2,a person who is naive and inexperienced
water under the bridge,let it be water under the bridge,2,past events that are not important anymore,face the music,they faced the music together,2,receive punishment,in the loop,kept in the loop,2,to be aware of the information,flash in the pan,"his sudden success turned out to be a flash in the pan, as he couldn't maintain it",0,"something that cannot be repeated, usually a positive concept",being bouncing off the walls,the kids were bouncing off the walls after eating too much candy,0,excited and full of nervous energy
all the rage,"in the 90s, the new fashion trend was all the rage among teenagers",0,when something is the height of popularity,in a fog,"after the long meeting, he was lost in a fog and couldn't concentrate",0,in a great confusion,foam at the mouth,he was foaming at the mouth when he found out about the betrayal,0,be extremely angry,everything but the kitchen sink,packed everything but the kitchen sink,2,almost everything that one can think of,cry over spilt milk,crying over spilt milk,2,to be upset about things that have already been done
put damper on,put a damper on the event,2,to discourage someone from doing something that they want to,red zone,we entered the red zone,2,"any geographical area that is thought to be dangerous or threatening, usually as a consequence of political or military activity.",tight spot,they found themselves in a tight spot when they had to choose between two important events,0,to be in a very difficult situation,chapter and verse,gave them chapter and verse,2,verbatim; word for word details.,cut coat according to cloth,cut their coat according to their cloth,2,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources."
put his heart into,he put his heart into the project,2,to be very enthusiastic and invest a lot of energy and hard work in something,shake a leg,"we were running late, so our mom told us to start shaking a leg",0,"to go fast, hurry",match made in heaven,a match made in heaven,2,a combination of two people that is perfect in every way,not hurt a fly or flea,wouldn't hurt a fly,2,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",run across,"while researching, I happened to run across the field of quantum physics",0,meet someone by accident
cold feet,she got cold feet just before her big presentation,0,loss of courage,been tailor made,has been tailor made,2,specially made for a particular purpose,out of hand,the party got out of hand when people started throwing food,0,out of control,blind leading the blind,"when it comes to cooking, it's like the blind leading the blind when my brother and I try to help each other",0,someone who does not understand something but tries to explain it to others,wrap in cotton wool,she was always wrapped in cotton wool by her overprotective parents,0,to be overprotective towards somebody
went through the mill,went through the mill together,2,"you experience a very difficult period, or are exposed to rough treatment",fall out,they had a fall out,2,to disagree with someone about something,axe to grind,had an axe to grind,2,have a private or selfish reason for doing something,bright spark,a bright spark,2,an intelligent and lively person (humorously),nail in the coffin,his resignation letter put the final nail in the coffin for the company's future,0,"an action/event that will help bring about the death, end, or failure of something or someone"
draw a blank,"when asked about the details of the project, he was drawing a blank",0,to get no response from someone,lump in my throat,I had a lump in my throat,2,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,blue eyed boy,"he was the blue-eyed boy of the company, always receiving praise and promotions",0,a person who is treated with special favor.,rain or shine,"no matter the obstacles, rain or shine, we'll be there to support you",0,Doing something regularly regardless of the circumstances.,put a sock in it,to put a sock in it,2,to ask someone to stop talking
raise eyebrows,raised eyebrows at the meeting,2,to show surprise or disapproval by the expression on their face,in stitches,had everyone in stitches,2,to laugh so hard that you are not able to control yourself,knock on wood,she knocked on wood,2,tap knuckle on wood in order to avoid bad luck,hit the road,we decided to hit the road together for a cross-country adventure,0,depart,cool heels,they were cooling their heels in the waiting room before the interview,0,to wait or take rest
break a leg,"before her performance, we told her to break a leg on stage",0,good luck,twist arm,twisted his arm,2,to make someone do what you want by making it difficult for them to refuse,out on the town,going out on the town,2,go out and enjoy yourself at one or more places in the town,come across,came across the old book,2,to meet someone,cat among the pigeons,a cat among the pigeons,2,do or say something that causes trouble and make a lot of people angry or worried
black hole,a black hole in the system,2,a place in which things are lost never to be seen again,up to the mark,not quite up to the mark,2,to be good enough,chink in armour,found a chink in their armour,2,a susceptible or vulnerable area.,not hurt a fly or flea,"despite his intimidating appearance, he wouldn't hurt a fly and was very gentle",0,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",an item,became an item,2,be involved in a romantic relationship
a trip to the sun,he planned a trip to the sun when he decided to pursue his wildest dreams,0,something which is very unlikely,better half,spending time with my better half,2,spouse,caught between two stools,was caught between two stools,2,"come between two alternatives, and so fail to fulfill either of them",put cards on the table,"during the meeting, they put their cards on the table and discussed their true intentions",0,be open and honest,clamp down,the principal decided to clamp down on the situation by enforcing stricter rules,0,suppress or prevent something in an oppressive or harsh manner
back door,she went through the back door,2,to take indirect or unofficial route to get something done,turn back on,she turned back on the situation,2,choose not to speak to,leaps and bounds,"after attending the workshop, her skills made progress in leaps and bounds",0,progress very quickly,old school,"he prefers an old school approach to communication, like writing letters",0,old fashioned ideas or approach compared to current trends,throw in the towel,"after numerous failed attempts, he decided to throw in the towel on this project",0,to quit
bats in the belfry,had bats in the belfry,2,to be silly and slightly crazy and behave in a confused way,up a river without a paddle,"when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle",0,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",put your foot in it,put your foot in it,2,"say something (by mistake) that upsets, humiliates, or embarrasses someone",pull leg,was pulling my leg,2,tease someone,bad egg,turned out to be a bad egg,2,someone who fails to meet expectations
hornets' nest,stirred up a hornets' nest,2,a violent situation or one with a lot of dispute,in at the deep end,was thrown in at the deep end,2,to start a new job or activity without being prepared for it,piece of work,"he was a real piece of work, always causing trouble and stirring up drama",0,"a complex, tricky, or odd person",ages,haven't seen you in ages,2,a long time; a very long time,rats in the attic,"they always seemed a bit off, as if they found rats in the attic",0,someone who is bit mad or that their behaviour is eccentric
air their dirty laundry,they aired their dirty laundry,2,to make public something embarrassing that should be kept secret,stab in the back,stabbed in the back by a friend,2,a disloyalty,face the music,"after making a mistake at work, they faced the music together and accepted the consequences",0,receive punishment,child's play,it was child's play,2,an informal expression meaning something that is easy to do,blow away,blew away the competition,2,impress someone very much
prick up ears,"when the speaker mentioned a new opportunity, the audience pricked up their ears",0,to start paying attention,shoot from the hip,"during the debate, he was shooting from the hip with his quick responses",0,"speak directly or bluntly, without caring for consequences",blank check,gave him a blank check,2,Complete authority or unrestricted freedom of action or a free hand.,cut the cord,he decided to cut the cord with her and end their toxic relationship,0,to end a connection with someone,piss and vinegar,full of piss and vinegar,2,to self-reference someone who is in a bad mood and ready to fight.
far cry from,the movie adaptation was a far cry from the original book,0,something that is very different from something else,leg up,the scholarship gave her a leg up in her pursuit of higher education,0,give or receive assistance to achieve a goal,household name,"after her successful book series, she became a household name in the literary world",0,to be very popular,straighten up and fly right,to straighten up and fly right,2,to get serious and stop acting absurd anymore.,at daggers drawn,the two politicians were at daggers drawn with each other during the debate,0,almost ready to fight
voice in the wilderness,a voice in the wilderness,2,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",drive a wedge between,to drive a wedge between them,2,to damage the good relationship that two people or groups of people have,all ears,"when she started telling her story, I promised to be all ears",0,saying that you are all ears means the other person has got your full attention in terms of listening to him,"you can't have cake and the topping, too","can't have the cake and the topping, too",2,"you can't have everything the way you want it, especially if your desires are contradictory",see the light,finally saw the light,2,realise or understand something
on a silver platter,he served it on a silver platter by doing all the work for her,0,to get something without having to work for it,comb through,to comb through the documents,2,to look into something carefully.,bun in the oven,has a bun in the oven,2,to be pregnant,wash dirty linen in public,they washed their dirty linen in public,2,discuss publicly matters that one should keep private,drive a wedge between,the disagreement started to drive a wedge between them and their friendship,0,to damage the good relationship that two people or groups of people have
put the clock back,he wished he could put the clock back an hour to avoid the embarrassing situation,0,change to a lower level or earlier time.,jobs for the boys,the company was criticized for giving jobs for the boys instead of hiring based on merit,0,work that someone in an important position gives to their friends or relations,black book,was found in the black book,2,a book containing a list of secret contacts,foot in mouth,I put my foot in my mouth,2,to say something by accident that embarrasses or upsets someone,smooth his ruffled feathers,to smooth his ruffled feathers,2,to make someone feel less angry or offended
