idiom,meaning,source,label,translation_ko,equiv_idiom_ko,discard_ko,translation_zh,equiv_idiom_zh,discard_zh,complete_ko,complete_zh
cross the bridge,to delay worrying about something that might not happen anyway,They [[crossed the bridge together]] when they decided to face their problems as a team,figurative,그들은 그들 각각의 문제를 [[나중에]] 같은 팀으로서 [[해결하기로 하였다]],False,False,当他们决定作为一个团队共同面对问题时，他们就是[[共进退]],False,True,True,True
cross the bridge,to delay worrying about something that might not happen anyway,The two friends [[crossed the bridge together]] while enjoying the scenic view,literal,두 친구는 경치를 즐기며 [[함께 다리를 건넜다]],False,False,两个朋友[[一起过桥]]欣赏美景。,False,True,True,True
cross the line,behave in a way that is not acceptable,[[He crossed the line with her]] when he made that inappropriate comment,figurative,,True,False,他在这些不合适地评论时就[[过界了]]。,False,False,True,True
cross the line,behave in a way that is not acceptable,"During the race, [[he crossed the line with her]] as they finished together",literal,,True,False,这个比赛冲刺时，[[他和她一起撞线了]]。,False,False,True,True
crush,feel love-sick for someone.,She couldn't help but [[have a crush]] on the charming new coworker,figurative,그녀는 매력이 넘치는 새 동료에게 [[사랑에 빠지지]] 않을 수가 없었습니다,False,False,她不由自主地[[喜欢上了]]她的同事。,False,True,True,True
crush,feel love-sick for someone.,The machine was designed to [[have a crush]] on the aluminum cans for recycling,literal,이 기계는 알루미늄 캔을 [[압축하여]] 재활용하기 위한 목적으로 설계되었습니다,False,False,这台机器会把回收的铝皮瓶子[[压碎]]。,False,True,True,True
cry over spilt milk,to be upset about things that have already been done,There's no point in [[crying over spilt milk]] now that the deadline has passed,figurative,이제 마감 기간이 끝났으니 [[이미 일어난 일을 한탄해]] 봤자 소용없습니다,False,False,现在截止日期已经过去了，就没必要[[为过去的事生气了]]。,False,False,True,True
cry over spilt milk,to be upset about things that have already been done,The toddler was [[crying over spilt milk]] on the kitchen floor,literal,아이는 부엌 바닥에 [[쏟아진 우유를 보고 울었습니다]],False,False,小孩[[把牛奶撒]]到地上就[[哭了]]。,False,False,True,True
cup of tea,to like something,"Skydiving is [[not my cup of tea]], I prefer calmer activities",figurative,"스카이 다이빙은 [[제 취향에는 맞지 않습니다]], 저는 평온한 활동을 더 선호합니다",False,False,[[我不喜欢]]跳伞，我更喜欢更轻松的活动。,False,False,True,True
cup of tea,to like something,"This green tea is [[not my cup of tea]], I ordered black tea",literal,"이 녹차는 제가 [[차]]가 아닙니다, 전 홍차를 주문했습니다",False,False,[[我不喜欢]]绿茶，我点了红茶。,False,False,True,True
cut and dried,ready-made,"With her impressive qualifications, it was [[a cut and dried decision]] to hire her",figurative,그녀의 뛰어난 자격 덕에 그녀를 고용하는 것은 [[변경 불가능한 결정]]이었습니다,False,False,她各方面都很不错，雇佣她是[[显而易见的决定]]。,False,False,True,True
cut and dried,ready-made,The process of making fruit leather involves [[a cut and dried decision]] with the fruit,literal,과일 가죽을 만드는 과정에는 과일을 [[잘라서 말리는 결정]]이 포함되어 있습니다,False,False,做水果皮的过程中需要[[一个切和晾干的决定]]。,False,False,True,True
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",They [[cut their coat according to their cloth]] by living within their means,figurative,그들은 그들의 수입에 맞게 살아가며 [[자신의 상황에 맞게 행동했습니다]],False,False,他们[[量入为出]]。,False,False,True,True
cut coat according to cloth,"adapt to one's circumstances, make sure one's plans are appropriate to one's resources.",The tailor [[cut their coat according to their cloth]] to avoid wasting fabric,literal,재단사는 천을 낭비하지 않기 위해서 [[옷을 자신의 천 크기에 맞게 잘랐습니다]],False,False,裁缝[[按照布料来做大衣]]，以减少浪费。,False,False,True,True
cut corners,"economise on time, money, materials or effort, perhaps unwisely","To save time and money, they [[cut corners on the project]] by using cheaper materials",figurative,시간과 돈을 절약하기 위해 그들은 더 싼 재료를 사용하여 [[프로젝트의 절차를 무시하고 지름길을 택했습니다]],False,False,为了省时省钱，他们用便宜的材料[[投机取巧]],False,True,True,True
cut corners,"economise on time, money, materials or effort, perhaps unwisely",The carpenter [[cut corners on the project]] to create a rounded shape,literal,목수는 둥근 모양을 만들기 위해서 작업 중인 [[프로젝트의 모서리를 깎았습니다]],False,False,木匠[[在项目上砍掉了边角]]，做了一个圆形。,False,True,True,True
cut the cord,to end a connection with someone,He decided to [[cut the cord with her]] and end their toxic relationship,figurative,그는 그녀와의 [[연을 끊고]] 불량한 관계에 끝을 가져왔습니다,False,False,他决定[[结束他和她之间]]这种有害的[[关系]]。,False,False,True,True
cut the cord,to end a connection with someone,The nurse [[cut the cord with her]] after the baby was born,literal,아기가 태어난 후 간호사는 그녀와의 [[탯줄을 끊었습니다]],False,False,护士在孩子出生后[[和她一起剪断了脐带]]。,False,False,True,True
cut the mustard,to succeed,"Despite his efforts, he [[couldn't cut the mustard]] in the competitive sales environment",figurative,그의 노력에도 불구하고 그는 경쟁적인 판매 환경에서 [[충분한 성과를 거두지 못했습니다]],False,False,尽管他努力了，但还是[[无法]]在这么激烈的环境中[[成功]]。,False,False,True,True
cut the mustard,to succeed,"With a dull knife, she [[couldn't cut the mustard]] for her sandwich",literal,무딘 칼로는 그녀는 그녀의 샌드위치 속 [[겨자를 자르지 못했습니다]],False,False,她[[无法]]用这么钝的刀给她的三明治[[切芥末]]。,False,False,True,True
dance to tune,to do what someone else forces you to do,He always [[danced to the tune]] of his boss's demands,figurative,그는 항상 상사의 [[비위를 맞춰 행동했습니다]],False,False,他对老板的要求[[言听计从]]。,False,False,True,True
dance to tune,to do what someone else forces you to do,"At the party, they [[danced to the tune]] of their favorite song",literal,파티에서 그들은 자신들이 좋아하는 [[노래에 맞춰 춤을 췄습니다]],False,False,在舞会上，他们[[随着]]他们最喜欢的歌曲的[[曲调起舞]],False,False,True,True
dancing on their grave,outlive or outlast someone and celebrate their demise,He was so happy about his rival's failure that he was practically [[dancing on their grave]],figurative,,False,True,他的对手失败了，他高兴得[[眉飞色舞]],False,False,True,True
dancing on their grave,outlive or outlast someone and celebrate their demise,The disrespectful teenagers were caught [[dancing on their grave]] in the cemetery,literal,,False,True,这些十几岁的小孩在公墓的[[墓地上跳舞]]，被抓住了。,False,False,True,True
dead duck,a project or scheme which has been abandoned or is certain to fail,"Without any support, he was [[a dead duck in the situation]] and couldn't succeed",figurative,어떠한 지원도 없이 그 상황에서 그는 [[가망 없는 실패작]]이었고 성공은 불가능했습니다,False,False,没有了支持，他[[无能为力]]，不可能成功,False,True,True,True
dead duck,a project or scheme which has been abandoned or is certain to fail,The hunter shot down [[a dead duck in the situation]] and retrieved it,literal,사냥꾼은 [[그 상황에서 죽은 오리]]를 쏘아 떨어뜨리고 이를 회수했습니다,False,False,,False,True,True,True
dead in the water,unable to produce movement,The project was [[found it dead in the water]] after the funding was cut,figurative,,False,True,资金没有后，这个项目就[[停滞了]]。,False,False,True,True
dead in the water,unable to produce movement,The fisherman [[found it dead in the water]] while he was out on the lake,literal,,False,True,渔民在湖里[[发现它死在水里]]。,False,False,True,True
deep down,felt strongly and often hidden from other people,He knew [[deep down in the ocean]] of his heart that he had made the right decision,figurative,그는 그의 [[마음 깊이]] 스스로가 올바른 결정을 내렸음을 알고 있었습니다,False,False,他[[在内心深处]]知道他做了正确的决定,False,False,True,True
deep down,felt strongly and often hidden from other people,The divers explored the shipwreck [[deep down in the ocean]],literal,잠수부들은 [[바다 깊숙한 곳에 있는]] 난파선을 탐험했습니다,False,False,潜水员[[在深海]]检查沉船,False,False,True,True
die in harness,to expire while working,"The dedicated employee [[died in harness]], working tirelessly until the end",figurative,열심히 일하던 직원은 임종까지 지치지 않고 일하다가 [[순직하였습니다]],False,False,这名勤劳的雇员[[在工作时去世]]，一直工作到死。,False,False,True,True
die in harness,to expire while working,The poor horse [[died in harness]] while pulling the heavy load,literal,불쌍한 말은 무거운 짐을 끌다가 [[마구에서 죽었습니다]],False,False,这匹马在拉重物时[[死了]]。,False,False,True,True
dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.","By spreading false rumors about the boss, he [[was digging his own grave]] at work",figurative,,True,False,他传播老板的谣言，[[是自掘坟墓]],True,False,True,True
dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.","As a cemetery worker, he [[was digging his own grave]] to prepare for his eventual burial",literal,,True,False,作为一名墓地的工人，他为自己未来的葬礼[[挖坟]]。,True,False,True,True
do the trick,successfully achieve a result,"Adding a little more salt to the soup, [[that should do the trick]]",figurative,스프에 조금 더 소금을 넣으면 [[그게 딱 알맞습니다]],False,False,在汤里加点盐，[[就可以了]],False,False,True,True
do the trick,successfully achieve a result,"Performing a magic act, the magician said '[[that should do the trick]]' as he pulled a rabbit from his hat",literal,마술쇼에서 마술사는 자신의 모자에서 토끼를 꺼내며 [[트릭을 해냈다]]고 말했습니다,False,False,表演魔术师，魔术师一边说[[这就来了]]，一边从帽子里拿出一只兔子。,False,False,True,True
dodge a bullet,to narrowly avoid a very serious problem or a disaster,"When the company went bankrupt, I realized I [[dodged a bullet there]] by not investing",figurative,회사가 파산하자 나는 투자하지 않아서 [[최악을 피했다]]는 것을 깨달았습니다,False,False,公司破产时，我才发现我[[逃过一劫]]。,False,False,True,True
dodge a bullet,to narrowly avoid a very serious problem or a disaster,"During the paintball game, he [[dodged a bullet there]] by quickly ducking behind a barrier",literal,"페인트볼 게임 도중, 그는 빠르게 장애물 뒤로 숨어서 [[총알을 피했습니다]]",False,False,玩彩蛋游戏时，他为了[[躲子弹]]，快速跑到堡垒后。,False,False,True,True
does exactly what it says on the tin,someone or something is exactly as they seem,The new software [[does exactly what it says on the tin]] and is very user-friendly,figurative,새로운 소프트웨어는 [[설명에 있는 그대로 동작하며]] 매우 사용자 친화적입니다,False,False,这个软件[[确实名副其实]]，对用户很友好。,False,False,True,True
does exactly what it says on the tin,someone or something is exactly as they seem,The paint [[does exactly what it says on the tin]] and dries in just 30 minutes,literal,페인트는 페인트 [[통에 적힌 대로]] 단 30분만에 마릅니다,False,False,这个油漆[[确实如锡盒上说的]]，三十分钟就干了。,False,False,True,True
double-edged sword,something that could either help you or hurt you,"Having a high-profile job can be [[a double-edged sword in this situation]], as it brings both prestige and stress",figurative,,True,False,有一个显眼的工作在这种情况下是[[把双刃剑]]， 带来荣誉，也带了压力。,True,False,True,True
double-edged sword,something that could either help you or hurt you,The knight wielded [[a double-edged sword in this situation]] to defend himself against multiple attackers,literal,,True,False,这个骑士用[[双刃剑]]来抵挡多个袭击者,True,False,True,True
down to earth,"decent, simple, realistic","Despite her fame, she remained [[a down-to-earth person]] who was easy to talk to",figurative,그녀의 명성에도 불구하고 그녀는 말 걸기가 쉬운 [[실제적이고 현실적인]] 사람으로 남았습니다,False,False,虽然她很有名，但她还是[[很接地气]]，很容易交流。,False,True,True,True
down to earth,"decent, simple, realistic","The astronaut, once back from space, became [[a down-to-earth person]] again",literal,한때 우주에서 돌아온 우주 비행사는 [[지구로 다시 돌아온 사람]]입니다,False,False,宇航员从太空回来后，又变成了[[接地气的人]]。,False,True,True,True
draw a blank,to get no response from someone,"When asked about the details of the project, he [[was drawing a blank]]",figurative,프로젝트의 세부사항에 대해 물었을 때 그는 [[아무것도 기억해내지 못했습니다]],False,False,被问到这个项目的细节，他[[脑子一片空白]]。,False,False,True,True
draw a blank,to get no response from someone,The artist [[was drawing a blank]] canvas to prepare for her next masterpiece,literal,화가는 그녀의 다음 걸작을 준비하기 위해 [[빈]] 캔버스를 [[그렸습니다]],False,False,这个艺术家[[拿出一张空白的画布]]，准备下一个精品。,False,False,True,True
rain or shine,Doing something regularly regardless of the circumstances.,"No matter the obstacles, [[rain or shine, we'll be there]] to support you",figurative,,False,False,,False,False,False,False
rain or shine,Doing something regularly regardless of the circumstances.,"Regardless of the weather conditions, [[rain or shine, we'll be there]] for the outdoor event",literal,,False,False,,False,False,False,False
had your chips,when someone has completely failed in what they set out to achieve,"After losing the game, it was clear [[you had your chips]]",figurative,,False,False,,False,False,False,False
had your chips,when someone has completely failed in what they set out to achieve,"Once you finished eating, [[you had your chips]] and were ready to leave",literal,,False,False,,False,False,False,False
take up the cudgels,argue strongly in support or against somebody or something,[[He took up the cudgels for her]] when she was unfairly criticized,figurative,그녀가 부당한 비난을 받았을 때 [[그는 그녀를 강하게 지지했습니다]] ,False,False,,False,False,True,False
take up the cudgels,argue strongly in support or against somebody or something,"During the historical reenactment, [[he took up the cudgels for her]] when she dropped hers",literal,"역사 재연 중에, 그녀가 그녀의 곤봉을 떨어뜨렸을 때 [[그는 그녀를 위해 곤봉을 집어 들었습니다]] ",False,False,,False,False,True,False
get your goat,irritate somebody,His constant teasing finally [[got your goat]] and made you angry,figurative,,False,False,,False,False,False,False
get your goat,irritate somebody,The farmer [[got your goat]] from the pen and brought it to you,literal,,False,False,,False,False,False,False
rock the boat,to make trouble.,"By questioning the company's policies, he [[rocked the boat a bit]] among his colleagues",figurative,,False,False,,False,False,False,False
rock the boat,to make trouble.,"As they leaned over the side to take a picture, they accidentally [[rocked the boat a bit]]",literal,,False,False,,False,False,False,False
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,"After the heated argument, [[the gloves are off now]] and they won't hold back",figurative,,False,False,,False,False,False,False
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,"After finishing the gardening work, [[the gloves are off now]] and they can relax",literal,,False,False,,False,False,False,False
cold turkey,in a unexpected and sudden way,He quit smoking by [[going cold turkey]] without any assistance,figurative,그는 어떠한 도움도 없이 [[갑자기 끊는 방식으로]] 흡연을 그만두었습니다,False,False,,False,False,True,False
cold turkey,in a unexpected and sudden way,"She was [[going cold turkey]] for her sandwich, but decided to add some cheese",literal,그녀는 샌드위치에 [[냉동 칠면조 고기를 넣으려다가]] 거기에 치즈를 추가하기로 결정했습니다 ,False,False,,False,False,True,False
have no truck with,avoid dealing or being associated with,I decided to [[have no truck with them]] after they betrayed my trust,figurative,,False,False,,False,False,False,False
have no truck with,avoid dealing or being associated with,The delivery company said they [[have no truck with them]] to transport our goods,literal,,False,False,,False,False,False,False
on the same page,everyone in agreement,"Before starting the project, we need to [[be on the same page]] regarding our goals",figurative,,False,False,,False,False,False,False
on the same page,everyone in agreement,"While reading the book together, they happened to [[be on the same page]]",literal,,False,False,,False,False,False,False
spill the beans,disclose a secret or reveal something prematurely,He accidentally [[spilled the beans about the surprise]] party we had planned,figurative,,False,True,,False,False,True,False
spill the beans,disclose a secret or reveal something prematurely,"While carrying a bag of legumes, she tripped and [[spilled the beans about the surprise]] on the floor",literal,,False,True,,False,False,True,False
will never fly,there's no chance that something will work; to be unsuccessful,"He proposed a risky investment, but we knew [[that idea will never fly]] with the board",figurative,,False,True,,False,False,True,False
will never fly,there's no chance that something will work; to be unsuccessful,"The broken-winged bird was injured, and sadly, [[that idea will never fly]] again",literal,,False,True,,False,False,True,False
to the core,totally,The news of the tragedy left her [[shaken to the core]],figurative,,False,False,,False,False,False,False
to the core,totally,The powerful earthquake had [[shaken to the core]] of the Earth,literal,,False,False,,False,False,False,False
tie the knot,to get married,They [[tied the knot together]] in a beautiful ceremony surrounded by friends and family,figurative,,False,False,,False,False,False,False
tie the knot,to get married,The two sailors [[tied the knot together]] to secure the rope,literal,,False,False,,False,False,False,False
tore your hair out,to be extremely agitated or distressed about something,You [[tore your hair out]] trying to solve that complex math problem,figurative,,False,False,,False,False,False,False
tore your hair out,to be extremely agitated or distressed about something,You accidentally [[tore your hair out]] while removing the tangled hairbrush,literal,,False,False,,False,False,False,False
let the cat out of the bag,to let a secret out in the open,He accidentally [[let the cat out of the bag]] about the surprise party,figurative,,False,False,,False,False,False,False
let the cat out of the bag,to let a secret out in the open,She opened the bag and [[let the cat out of the bag]] after bringing it home from the shelter,literal,,False,False,,False,False,False,False
cook his goose,to spoil someone's chances of success,"When he was caught cheating, his teacher [[cooked his goose]] by failing him",figurative,그가 속임수를 쓰는 것이 들어나자 그의 선생님은는 그에게 불합격을 줌으로써 [[그가 성공할 기회를 박탈하였습니다]],False,False,,False,False,True,False
cook his goose,to spoil someone's chances of success,"For dinner, the chef [[cooked his goose]] with a delicious orange sauce",literal,저녁 식사에 셰프가 맛있는 오렌지 소스로 [[거위를 요리했습니다]],False,False,,False,False,True,False
butter up,to flatter someone so as to get something in return from them,He tried [[to butter up the boss]] by complimenting her outfit,figurative,그는 그녀의 옷을 칭찬함으로써 [[상사에게 아첨하려고 했습니다]],False,False,,False,False,True,False
butter up,to flatter someone so as to get something in return from them,It was her job [[to butter up the boss]]'s toast every morning,literal,그녀의 임무는 매일 아침 [[상사의]] 토스트에 [[버터를 바르는 것이었습니다]],False,False,,False,False,True,False
wag the dog,to divert attention from something that is bad,The politician [[was wagging the dog]] by creating a diversion from the scandal,figurative,그 정치인은 스캔들로부터 새로운 전환을 만들어  [[나쁜상황에서  주의를 돌리고 있었습니다]],False,False,,False,False,True,False
wag the dog,to divert attention from something that is bad,The playful puppy [[was wagging the dog]] by grabbing its tail,literal,장난꾸러기 강아지가  개의 꼬리를 잡고  [[ 그를 흔들고 있었습니다]] ,False,False,,False,False,True,False
gets it out of his system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,He needs to vent his frustrations to [[gets it out of his system]],figurative,,False,False,,False,False,False,False
gets it out of his system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,"After taking the medicine, he finally [[gets it out of his system]] through detoxification",literal,,False,False,,False,False,False,False
bite the hand that feed,to turn against someone who has been a benefactor in the past,"By criticizing her mentor, she [[bit the hand that fed]] her",figurative,[[그녀는]] 그녀의 멘토를 비판함으로써 [[은혜를 원수로 갚았습니다]],False,False,,False,False,True,False
bite the hand that feed,to turn against someone who has been a benefactor in the past,The untrained dog [[bit the hand that fed]] him,literal,훈련되지 않은 개가 그에게 [[먹이를 준 손을 물었습니다]],False,False,,False,False,True,False
play cat and mouse,to play with or tease someone,The detective [[played cat and mouse]] with the suspect to get a confession,figurative,,False,False,,False,False,False,False
play cat and mouse,to play with or tease someone,The children [[played cat and mouse]] by pretending to be animals in their game,literal,,False,False,,False,False,False,False
where the rubber meets the road,when you have to face your challenges,The new employee will face a real challenge [[where the rubber meets the road]] in the upcoming project,figurative,"신입 사원은 다가오는 프로젝트에서
 [[진가를 시험하는 장에서 ]] 
진정한 도전에 직면하게 될 것입니다.",False,False,,False,False,True,False
where the rubber meets the road,when you have to face your challenges,The intersection is [[where the rubber meets the road]] as cars pass by,literal,"교차로는 자동차가 지나가면서
[[고무와 도로가 만나는 곳]] 입니다",False,False,,False,False,True,False
pass the buck,passing blame to another person,"He didn't want to take responsibility, so he [[passed the buck to her]]",figurative,,False,False,,False,False,False,False
pass the buck,passing blame to another person,He handed her a dollar bill and [[passed the buck to her]],literal,,False,False,,False,False,False,False
feet of clay,have a flaw or weakness most people are unaware of.,"Despite his confident demeanor, he [[had feet of clay]] when it came to public speaking",figurative,,False,False,,False,False,False,False
feet of clay,have a flaw or weakness most people are unaware of.,The statue [[had feet of clay]] as part of its unique design,literal,,False,False,,False,False,False,False
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","When digging into his past, [[we discovered a skeleton in the closet]] that he had been hiding",figurative,그의 과거를 파헤치던 중 우리는 그가 숨겨두었던 [[비밀을 발견했습니다]] ,False,False,,False,False,True,False
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","While exploring the haunted house, [[we discovered a skeleton in the closet]] of one of the rooms",literal,유령의 집을 탐험하는 동안 우리는 방 중 하나의 [[벽장에서 해골을 발견했습니다]],False,False,,False,False,True,False
out on the town,go out and enjoy yourself at one or more places in the town,They were excited about [[going out on the town]] to celebrate their anniversary,figurative,,False,False,,False,False,False,False
out on the town,go out and enjoy yourself at one or more places in the town,The mayor was [[going out on the town]] to inspect the new infrastructure,literal,,False,False,,False,False,False,False
pass on the baton,give responsibility for something important to another person.,The retiring CEO [[passed on the baton to her]] as the new leader of the company,figurative,,False,False,,False,False,False,False
pass on the baton,give responsibility for something important to another person.,"During the relay race, he [[passed on the baton to her]] for the next lap",literal,,False,False,,False,False,False,False
fill the bill,be exactly suitable for a particular situation,The new employee [[filled the bill perfectly]] for the position we needed,figurative,,False,False,,False,False,False,False
fill the bill,be exactly suitable for a particular situation,The waiter [[filled the bill perfectly]] with all the items we ordered,literal,,False,False,,False,False,False,False
icing on the cake,when something good is added to another good thing that you already have,Getting a promotion was [[the icing on the cake]] after a successful year,figurative,,False,False,,False,False,False,False
icing on the cake,when something good is added to another good thing that you already have,She carefully spread [[the icing on the cake]] for her friend's birthday,literal,,False,False,,False,False,False,False
leaps and bounds,progress very quickly,"After attending the workshop, her skills [[made progress in leaps and bounds]]",figurative,,False,False,,False,False,False,False
leaps and bounds,progress very quickly,The kangaroo [[made progress in leaps and bounds]] across the field,literal,,False,False,,False,False,False,False
recharge one's batteries,take a break or holiday to relax and regain one's vim and vigour,They went on a vacation [[to recharge their batteries]] and regain their energy,figurative,,False,False,,False,False,False,False
recharge one's batteries,take a break or holiday to relax and regain one's vim and vigour,They plugged in their devices [[to recharge their batteries]] before leaving the house,literal,,False,False,,False,False,False,False
knock on wood,tap knuckle on wood in order to avoid bad luck,"Hoping for good luck, [[she knocked on wood]] before the big presentation",figurative,,False,False,,False,False,False,False
knock on wood,tap knuckle on wood in order to avoid bad luck,"To test the sturdiness of the table, [[she knocked on wood]]",literal,,False,False,,False,False,False,False
on the money,being right about something.,His prediction about the game's outcome was [[right on the money]],figurative,,False,False,,False,False,False,False
on the money,being right about something.,The coin landed [[right on the money]] that was placed on the table,literal,,False,False,,False,False,False,False
tall poppy,a privileged or distinguished person.,"She was [[a tall poppy among them]], always standing out with her exceptional achievements",figurative,"그녀는 [[그들 중에서 저명한 사람]]이었고, 항상 그녀의 뛰어난 업적으로 돋보였습니다.",False,False,,False,False,True,False
tall poppy,a privileged or distinguished person.,"In the field of wildflowers, there was [[a tall poppy among them]], reaching higher than the rest",literal,"야생화 들판에는 [[그들 사이에 키 큰 양귀비]]가 있었고, 나머지보다 더 높이 뻗었습니다.",False,False,,False,False,True,False
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"As the company's stock plummeted, [[the vultures are circling]] to buy it cheap",figurative,회사 주가 폭락하면서 투자자들이 싼값에 매수하기 위해 기회[[기회를 엿보고 있었습니다]] ,False,False,,False,False,True,False
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"While observing the desert landscape, we noticed [[the vultures are circling]] above a carcass",literal,사막 풍경을 관찰하는 동안 시체 위에서 [[독수리들이 맴돌고 있는것]] 발견했습니다.,False,False,,False,False,True,False
come full circle,return to an earlier position or decision.,"After years of exploring different career paths, she [[came full circle]] and returned to her passion for teaching",figurative,그녀는 여러가지 직업을 경험한 후 [[제자리로 돌아와서]] 다시 가르치는 열정을 발휘했습니다,False,False,,False,False,True,False
come full circle,return to an earlier position or decision.,The hiker [[came full circle]] after walking around the entire circumference of the lake,literal,등산객은 호수 전체를 돌아다니며 [[원 한바퀴를 돌게 되었습니다]],False,False,,False,False,True,False
smooth sailing,easy progress without impediment or difficulty,"Once we resolved the initial issues, we could [[experience smooth sailing]] throughout the project",figurative,,True,False,,False,False,True,False
smooth sailing,easy progress without impediment or difficulty,"On a calm day at sea, the boat would [[experience smooth sailing]] without any turbulence",literal,,True,False,,False,False,True,False
in one's blood,a natural or inherited characteristic.,"She's a natural athlete, [[it's in her blood]]",figurative,,False,False,,False,False,False,False
in one's blood,a natural or inherited characteristic.,"The medication she took is now circulating, [[it's in her blood]]",literal,,False,False,,False,False,False,False
tearing a strip off,to reprimand someone severely for doing something wrong,The boss [[was tearing a strip off the fabric]] of our team's morale with his harsh criticism,figurative,상사가 가혹한 비판으로 우리 팀을 [[호되게 꾸짖으며]] 사기를 꺽고 있었습니다,False,False,,False,False,True,False
tearing a strip off,to reprimand someone severely for doing something wrong,She [[was tearing a strip off the fabric]] to make a patch for her jeans,literal,그녀는 청바지 패치를 만들기 위해 [[천에서 조각을 찢고 있었습니다]],False,False,,False,False,True,False
hide light under a bushel,to show modesty towards something or someone,"She was so talented, but she was always [[hiding light under a bushel]] by not showcasing her skills",figurative,,False,False,,False,False,False,False
hide light under a bushel,to show modesty towards something or someone,"During the game of hide and seek, he was [[hiding light under a bushel]] to avoid being found",literal,,False,False,,False,False,False,False
child's play,an informal expression meaning something that is easy to do,Solving the puzzle [[it was child's play]] for the experienced detective,figurative,,True,False,,False,False,True,False
child's play,an informal expression meaning something that is easy to do,The playground equipment [[it was child's play]] for the kids to enjoy,literal,,True,False,,False,False,True,False
in a fog,in a great confusion,"After the long meeting, he was [[lost in a fog]] and couldn't concentrate",figurative,,False,False,,False,False,False,False
in a fog,in a great confusion,"While hiking, they were [[lost in a fog]] and couldn't find their way back",literal,,False,False,,False,False,False,False
wet behind the ears,immature or poor skill,The new intern is [[still wet behind the ears]] and needs guidance,figurative,신입 인턴은 [[여전히 미숙하고 부족한 풋내기라서  ]]  안내가 필요합니다.,False,False,,False,False,True,False
wet behind the ears,immature or poor skill,"After swimming, she was [[still wet behind the ears]] despite toweling off",literal,수영 후 수건으로 닦아도 그녀는 [[여전히 귀 뒤가 젖어 있었습니다]],False,False,,False,False,True,False
just what the doctor ordered,exactly what was wanted or needed,A relaxing vacation was [[just what the doctor ordered]] after a stressful year,figurative,,False,False,,False,False,False,False
just what the doctor ordered,exactly what was wanted or needed,The prescribed medication was [[just what the doctor ordered]] for her condition,literal,,False,False,,False,False,False,False
chill wind,to encounter the problems or trouble,"When the news of the layoffs arrived, [[a chill wind blew]] through the office",figurative,,True,False,,False,False,True,False
chill wind,to encounter the problems or trouble,"As we walked through the forest, [[a chill wind blew]] and made us shiver",literal,,True,False,,False,False,True,False
blind as a bat,unconscious to something,"Without his glasses, he's [[as blind as a bat]] and can't see anything",figurative,,False,True,,False,False,True,False
blind as a bat,unconscious to something,"The cave-dwelling creature was [[as blind as a bat]], relying on echolocation to navigate",literal,,False,True,,False,False,True,False
miles away,unaware of the current situation,"During the meeting, her thoughts [[seemed miles away]] from the topic",figurative,,False,False,,False,False,False,False
miles away,unaware of the current situation,The mountain peak [[seemed miles away]] from our current location,literal,,False,False,,False,False,False,False
black and blue,"hurt, either bodily, emotionally or psychologically","After the harsh criticism, his ego [[was bruised black and blue]]",figurative,,True,False,,False,False,True,False
black and blue,"hurt, either bodily, emotionally or psychologically",He fell off his bike and [[was bruised black and blue]] all over his body,literal,,True,False,,False,False,True,False
"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory","She wanted to stay home and go to the party, but she [[can't have the cake and the topping, too]]",figurative,"그녀는 집에 있고 파티에 가고 싶었지만 [[두가지 다 
할수는 없었습니다]]",False,False,,False,False,True,False
"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory","Due to her strict diet, she [[can't have the cake and the topping, too]]",literal,"혹독한 다이어트로, 그녀는  [[케이크도  토핑도 
먹을수 없습니다 ]]",False,False,,False,False,True,False
come across,to meet someone,"While researching, I [[came across the old book]] that provided valuable information",figurative,연구하는 도중 나는 귀중한 정보가 담긴 [[오래된 책을 읽게 되었습니다]],False,False,,False,False,True,False
come across,to meet someone,"Walking through the library, I accidentally stepped on and [[came across the old book]] lying on the floor",literal,도서관을 거닐다가 나는 바닥에 놓인 [[오래된 책을]] 실수로 밝고 [[지나갔습니다]],False,False,,False,False,True,False
have a soft spot,to like someone very much,"Despite her tough exterior, she [[has a soft spot for kittens]] and always takes care of them",figurative,,False,False,,False,False,False,False
have a soft spot,to like someone very much,The veterinarian [[has a soft spot for kittens]] in her clinic where they can rest comfortably,literal,,False,False,,False,False,False,False
see the light,realise or understand something,"After struggling with the problem for hours, he [[finally saw the light]] and found the solution",figurative,,False,False,,False,False,False,False
