idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
cat among the pigeons,do or say something that causes trouble and make a lot of people angry or worried,He caused a cat among the pigeons when he mentioned that he was considering changing jobs,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 62.673, 'AssignmentId': '308Q0PEVBOT9SVIJE1GBKC4RCJF9IB', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 149.529, 'AssignmentId': '3AWETUDC9I8OYM0WIZAAX06KRM4ZIH', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 153.701, 'AssignmentId': '36H9ULYP6IAEOGT2Z5136952SWZFJL', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
sit on the fence,delay or avoid making a decision or choice,I'm sitting on the fence,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 62.673, 'AssignmentId': '308Q0PEVBOT9SVIJE1GBKC4RCJF9IB', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 149.529, 'AssignmentId': '3AWETUDC9I8OYM0WIZAAX06KRM4ZIH', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 153.701, 'AssignmentId': '36H9ULYP6IAEOGT2Z5136952SWZFJL', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
a litmus test,someone's decision or opinion about something that suggests what they think about a wider range of related things,I used the test as a litmus test to check the acidity of the soil,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 62.673, 'AssignmentId': '308Q0PEVBOT9SVIJE1GBKC4RCJF9IB', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 149.529, 'AssignmentId': '3AWETUDC9I8OYM0WIZAAX06KRM4ZIH', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 153.701, 'AssignmentId': '36H9ULYP6IAEOGT2Z5136952SWZFJL', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
eye candy,attractive visually but uninteresting in other ways,That car is eye candy for all the car lovers out there,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 62.673, 'AssignmentId': '308Q0PEVBOT9SVIJE1GBKC4RCJF9IB', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 149.529, 'AssignmentId': '3AWETUDC9I8OYM0WIZAAX06KRM4ZIH', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 153.701, 'AssignmentId': '36H9ULYP6IAEOGT2Z5136952SWZFJL', 'HITId': '3NZ1E5QA7EHDHG47EZ6CXPZMH9XB5L', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
cross paths,encounter or meet someone by chance.,We crossed paths,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 51.26, 'AssignmentId': '3VFJCI1K4FF1048AIUGUQLR53STGRD', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 42.487, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I2IOZ', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 65.157, 'AssignmentId': '39RP059MEX9EC7N7X0SZ3B6YHS2BM3', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
dollars to donuts,an outcome that is almost assured is called as dollars to doughnuts,It'll cost dollars to donuts that the project won't be completed in this timeline,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 51.26, 'AssignmentId': '3VFJCI1K4FF1048AIUGUQLR53STGRD', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 42.487, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I2IOZ', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 65.157, 'AssignmentId': '39RP059MEX9EC7N7X0SZ3B6YHS2BM3', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}",3,0,3,3,False,True
born yesterday,naive; inexperienced,He's not born yesterday,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 51.26, 'AssignmentId': '3VFJCI1K4FF1048AIUGUQLR53STGRD', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 42.487, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I2IOZ', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 65.157, 'AssignmentId': '39RP059MEX9EC7N7X0SZ3B6YHS2BM3', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
over my dead body,"in no way, under no circumstances",It will happen over my dead body; I will never allow it to happen,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 51.26, 'AssignmentId': '3VFJCI1K4FF1048AIUGUQLR53STGRD', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 42.487, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I2IOZ', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 65.157, 'AssignmentId': '39RP059MEX9EC7N7X0SZ3B6YHS2BM3', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,1,0,0,False,False
at the drop of the hat,to do something easily and without any preparation,"He was ready to go at the drop of the hat, as soon he heard the sound of the hat dropping, he was out the door",1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 51.26, 'AssignmentId': '3VFJCI1K4FF1048AIUGUQLR53STGRD', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 42.487, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I2IOZ', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 65.157, 'AssignmentId': '39RP059MEX9EC7N7X0SZ3B6YHS2BM3', 'HITId': '33BFF6QPJGR2R4FEV7EF56ENDEO3W3', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
pull a rabbit out of the hat,do something unexpected or surprising,He pulled a rabbit out of the hat and solved the problem in no time,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.839, 'AssignmentId': '37U1UTWH9B2M7P2SZW46Y8A7F9G8RP', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 57.887, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIV96ZU', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 52.018, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I1OI4', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
go the extra mile,to make an extra effort,She went the extra mile,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.839, 'AssignmentId': '37U1UTWH9B2M7P2SZW46Y8A7F9G8RP', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 57.887, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIV96ZU', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 52.018, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I1OI4', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
high on the hog,someone who is used to luxury,He's been living high on the hog because he just got a promotion,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.839, 'AssignmentId': '37U1UTWH9B2M7P2SZW46Y8A7F9G8RP', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 57.887, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIV96ZU', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 52.018, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I1OI4', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
in one's blood,a natural or inherited characteristic.,It runs in his blood to always stand up for what he believes in,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.839, 'AssignmentId': '37U1UTWH9B2M7P2SZW46Y8A7F9G8RP', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 57.887, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIV96ZU', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 52.018, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I1OI4', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
pound of flesh,an unreasonable demand but something that is one's legal right.,He demanded his pound of flesh which had to be cut off me,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 28.839, 'AssignmentId': '37U1UTWH9B2M7P2SZW46Y8A7F9G8RP', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 57.887, 'AssignmentId': '3EJPLAJKE2W8525VGY1L0XGFIV96ZU', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 52.018, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7I1OI4', 'HITId': '3AA88CN994JCC7ILVEO27PG5Z8AKYU', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",3,3,1,3,False,True
head above water,to succeed to survive in bad financial situations,She has kept her head above water by swimming with a life jacket on,1,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 78.496, 'AssignmentId': '34V1S5K3G8HTZBNIC07MN9EM40O962', 'HITId': '3GVPRXWRQWA2RSWW82DQHWHV3697I4', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 75.602, 'AssignmentId': '3TMSXRD2XMG94LZTZ55X6XVGTIOW1V', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 33.099, 'AssignmentId': '3Q8GYXHFE5IZE5U7J178XT1UDICC5L', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
tip of the iceberg,to only know a very small part of the problem,"This is just the tip of the iceberg, the rest is hidden under the water",1,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 78.496, 'AssignmentId': '34V1S5K3G8HTZBNIC07MN9EM40O962', 'HITId': '3GVPRXWRQWA2RSWW82DQHWHV3697I4', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 75.602, 'AssignmentId': '3TMSXRD2XMG94LZTZ55X6XVGTIOW1V', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 33.099, 'AssignmentId': '3Q8GYXHFE5IZE5U7J178XT1UDICC5L', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,2,1,1,False,False
piece of work,"a complex, tricky, or odd person",She's a piece of work; she crafted the sculpture of her own head with her bare hands,1,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 78.496, 'AssignmentId': '34V1S5K3G8HTZBNIC07MN9EM40O962', 'HITId': '3GVPRXWRQWA2RSWW82DQHWHV3697I4', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 75.602, 'AssignmentId': '3TMSXRD2XMG94LZTZ55X6XVGTIOW1V', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 33.099, 'AssignmentId': '3Q8GYXHFE5IZE5U7J178XT1UDICC5L', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,True
wash hands of,abandon taking responsibility for someone or something,I washed my hands of this dirt by using soap and water,1,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 78.496, 'AssignmentId': '34V1S5K3G8HTZBNIC07MN9EM40O962', 'HITId': '3GVPRXWRQWA2RSWW82DQHWHV3697I4', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 75.602, 'AssignmentId': '3TMSXRD2XMG94LZTZ55X6XVGTIOW1V', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 33.099, 'AssignmentId': '3Q8GYXHFE5IZE5U7J178XT1UDICC5L', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
bring home the bacon,to go out and earn a living or earn money for the family,He brings home the bacon by working overtime to support the family,0,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 78.496, 'AssignmentId': '34V1S5K3G8HTZBNIC07MN9EM40O962', 'HITId': '3GVPRXWRQWA2RSWW82DQHWHV3697I4', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 75.602, 'AssignmentId': '3TMSXRD2XMG94LZTZ55X6XVGTIOW1V', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 33.099, 'AssignmentId': '3Q8GYXHFE5IZE5U7J178XT1UDICC5L', 'HITId': '39TX062QYG4HG4K45CA17PSUMGU3XW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
bigger fish to fry,"to have other, more important things to do.",I've got bigger fish to fry,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.869, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UNMQ2MT', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 11.029, 'AssignmentId': '3WI0P0II6H8YOKYJG4FMK0O8Q0EDR1', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 75.352, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8XEQPQ', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
beat the drum,to speak eagerly about something you support,He's been beating the drum to make some noise at the parade,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.869, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UNMQ2MT', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 11.029, 'AssignmentId': '3WI0P0II6H8YOKYJG4FMK0O8Q0EDR1', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 75.352, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8XEQPQ', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
wet behind the ears,immature or poor skill,He was wet behind the ears,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.869, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UNMQ2MT', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 11.029, 'AssignmentId': '3WI0P0II6H8YOKYJG4FMK0O8Q0EDR1', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 75.352, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8XEQPQ', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
two peas in a pod,practically identical in appearance,They were two peas in a pod because they were perfectly alike and shared the same interests,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.869, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UNMQ2MT', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 11.029, 'AssignmentId': '3WI0P0II6H8YOKYJG4FMK0O8Q0EDR1', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 75.352, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8XEQPQ', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
over the top,"excessive, exaggerated","His performance was over the top, as his flamboyant movements easily outmatched the other dancers",0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 28.869, 'AssignmentId': '32XVDSJFPFDKOUNBE7ZO2I3UNMQ2MT', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 11.029, 'AssignmentId': '3WI0P0II6H8YOKYJG4FMK0O8Q0EDR1', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 75.352, 'AssignmentId': '3DYGAII7P1O71GM98YHHF4VS8XEQPQ', 'HITId': '3AJA9FLWTREF6LB2QLB25OUC1TVIFK', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
